Location,Cat_A,Cat_B,Cat_D,Avg_Score
Miyazaki,6.67,0.0,0.0,2.22
Amsterdam - Schiphol,6.79,0.0,0.0,2.26
Macau,6.67,10.0,8.03,8.23
Cardiff,6.43,0.0,9.26,5.23
Moscow - Domodedovo,6.76,0.0,9.0,5.25
Zagreb,6.11,0.0,7.85,4.65
Providenciales (Turks and Caicos),7.5,0.0,0.0,2.5
Humberside,6.67,0.0,0.0,2.22
Manila - Ninoy Aquino,6.92,0.0,9.13,5.35
Makhachkala,6.94,0.0,6.75,4.56
Marsa Aalam,6.73,0.0,9.92,5.55
Beirut - Rafik Hariri,6.77,0.0,7.4,4.72
Curacao,6.75,0.0,0.0,2.25
Cali,6.8,8.86,5.97,7.21
Huatulco,0.0,0.0,0.0,0.0
Hatay Airport,9.52,0.0,0.0,3.17
Aswan,6.79,0.0,9.76,5.52
Milan - Malpensa,6.82,0.0,9.02,5.28
Odessa,7.62,0.0,10.0,5.87
Chisinau,7.76,0.0,0.0,2.59
Entebbe,4.8,0.0,9.61,4.8
Karpathos,5.76,0.0,0.0,1.92
Gdansk,6.81,0.0,9.82,5.54
Kyiv - Zhulyany,7.72,0.0,0.0,2.57
Thessaloniki,5.98,0.0,6.5,4.16
Hangzhou Xiaoshan,6.09,2.42,9.99,6.17
Ramon,10.0,0.0,0.0,3.33
Punta del Este,3.33,0.0,0.0,1.11
Mudanjiang Hailang,6.71,8.45,0.0,5.05
Kazan,8.75,0.0,0.0,2.92
Kaohsiung,5.89,9.97,6.64,7.5
Changzhou Benniu,6.91,0.0,0.0,2.3
RIYADH,6.81,10.0,2.77,6.53
Ouarzazate,6.83,10.0,6.95,7.93
Naples,6.04,0.0,7.68,4.57
Tashkent,5.6,0.0,8.31,4.64
Accra,6.83,10.0,0.0,5.61
Kyiv,7.5,0.0,0.0,2.5
Ixtapa Zihuatanejo,6.86,9.85,8.28,8.33
Beijing Daxing,0.0,0.0,6.8,2.27
Brisbane,6.67,0.0,0.0,2.22
Oita,7.22,0.0,0.0,2.41
Chambery,6.86,0.0,0.0,2.29
Moi,8.89,0.0,0.0,2.96
Shymkent,7.92,0.0,0.0,2.64
San Jose,5.24,0.0,0.0,1.75
San Jose,5.24,0.0,9.42,4.89
Yanji Zhaoyangchuan,6.54,0.0,0.0,2.18
Qingdao Liuting,6.05,9.88,9.87,8.6
Heraklion Airport,6.75,10.0,8.52,8.42
Gothenburg,6.67,0.0,8.69,5.12
Busan - Kimhae (downtown),0.0,2.64,0.0,0.88
Takamatsu,5.0,0.0,3.78,2.93
Antalya Airport,6.78,9.68,0.0,5.49
Faro Airport,6.74,0.0,0.0,2.25
Hamburg,6.82,0.0,5.53,4.12
Lviv,7.36,0.0,0.0,2.45
Jeddah,6.45,10.0,0.0,5.48
Hohhot Baita,6.71,10.0,9.99,8.9
Brno,4.44,0.0,9.84,4.76
Naha,4.94,0.0,6.2,3.71
Lucknow,4.87,0.0,5.82,3.56
Hiroshima,4.89,0.0,10.0,4.96
Bilbao,6.84,0.0,9.91,5.58
London Stansted,6.57,0.0,9.55,5.37
Min Vody,6.75,0.0,7.86,4.87
Nanjing Lukou,5.42,5.52,0.76,3.9
Paris Charles De Gaulle,6.67,10.0,8.44,8.37
Kota Kinabalu,6.67,3.37,4.98,5.01
Yingsheng,10.0,0.0,0.0,3.33
Wuxi Shuofang,6.71,10.0,9.95,8.89
Belo Horizonte,6.85,10.0,0.0,5.62
Nador,6.86,9.99,6.85,7.9
Komatsu,4.76,0.0,8.13,4.3
Trondheim,6.79,0.0,2.82,3.2
Praia,6.85,10.0,9.57,8.81
Nouakchott,6.9,0.0,10.0,5.63
Salzburg,6.78,0.0,9.25,5.34
Cape Town,6.9,10.0,8.87,8.59
Port Louis,5.24,0.0,9.84,5.03
Bangalore,6.18,10.0,6.2,7.46
Bergen,6.81,0.0,5.7,4.17
Osaka - Kansai,6.58,5.08,9.03,6.9
London Gatwick,6.58,0.0,0.0,2.19
Hefei Xinqiao,6.63,6.54,9.85,7.67
Volgograd,6.88,0.0,6.99,4.62
Yerevan,6.67,0.0,3.45,3.37
Marka,6.89,0.0,0.0,2.3
Yancheng Nanyang,6.73,0.0,0.0,2.24
Bourgas,6.2,0.0,0.6,2.27
Puerto Vallarta,6.84,9.84,0.0,5.56
Madrid Barajas,6.83,0.0,9.6,5.48
Moscow - Vnukovo,6.74,0.0,8.86,5.2
Piarco,6.67,0.0,2.88,3.18
Lulea,7.33,0.0,0.0,2.44
Cochin,6.67,0.0,8.29,4.99
Pengsheng,5.0,0.0,0.44,1.81
Queretaro,7.14,0.0,7.57,4.9
Hebei,5.15,0.0,0.0,1.72
Vilnius,6.94,0.0,0.0,2.31
Luxor,6.79,0.0,8.96,5.25
Wuhan Tianhe,6.07,7.37,9.98,7.81
Glasgow,6.48,0.0,0.01,2.16
Kunming Wujiaba,6.16,9.99,7.04,7.73
Sendai,4.89,0.0,7.63,4.17
Ho Chi Minh,6.67,0.0,9.62,5.43
Malmo,6.32,0.0,8.55,4.96
Guatemala City,6.89,5.12,4.46,5.49
Birmingham,6.38,0.0,9.72,5.37
Acapulco,8.48,0.0,0.0,2.83
Beira,8.75,0.0,0.0,2.92
Basrah,6.81,0.0,0.0,2.27
Memmingen,10.0,0.0,0.0,3.33
Yantai Penglai,6.03,9.97,0.06,5.35
Eskisehir Airport,6.87,8.94,9.61,8.47
Erfurt,10.0,0.0,0.0,3.33
Lyon Saint Exupery,6.77,10.0,1.74,6.17
Maputo,9.17,0.0,0.0,3.06
Kralendijk (Bonaire),6.79,0.0,0.0,2.26
Windhoek,6.67,0.0,0.0,2.22
Los Cabos,6.83,9.93,0.0,5.59
Dublin,5.83,0.0,3.3,3.04
Bologna,5.78,0.0,6.35,4.04
Tozeur,6.36,10.0,0.0,5.45
Sardar Vallabh Bhai Patel,4.87,0.0,3.78,2.88
Manas,6.15,0.0,0.0,2.05
Nantes,6.6,10.0,9.37,8.66
Florence,6.86,0.0,9.71,5.52
Toulouse,6.86,10.0,0.0,5.62
Kristiansand,7.6,0.0,0.0,2.53
Rabat,6.53,10.0,4.54,7.02
Helsinki-Vantaa,7.04,0.0,0.0,2.35
Everrich Downtown Kinmen,5.89,9.96,4.05,6.63
Santander,6.92,0.0,8.53,5.15
Erbil International Airport,5.0,0.0,5.93,3.64
Managua,6.87,9.46,5.83,7.39
Dubai,6.57,8.82,9.07,8.15
Shannon,5.0,0.0,6.95,3.98
Medellin Jose Maria Cordova,5.08,0.0,7.31,4.13
Panama Tocumen,6.79,9.96,7.83,8.19
Muan,6.56,10.0,0.04,5.53
Gabon,6.79,0.0,5.83,4.21
Mykonos,5.53,0.0,9.37,4.97
Sochi,6.75,0.0,2.77,3.17
Sao Paulo - Guarulhos,6.85,10.0,8.64,8.5
Phu Quok,6.87,0.0,9.04,5.3
Torino,5.78,0.0,1.33,2.37
Liverpool,6.47,0.0,0.0,2.16
Luanda,6.9,0.0,0.0,2.3
Bamako,6.89,0.0,10.0,5.63
Juba,6.9,0.0,0.0,2.3
Jomo Kenyatta,6.42,9.99,6.99,7.8
Kos,6.72,0.0,0.0,2.24
Shenzhen Bao'an,7.19,0.0,0.0,2.4
Radom,5.56,0.0,7.48,4.35
London Southend Airport,6.74,0.0,0.0,2.25
Bandaranaike,5.1,0.0,9.66,4.92
Guayaquil,5.23,10.0,0.0,5.08
Lubumbashi,7.14,0.0,9.72,5.62
Jaipur,4.87,0.0,0.0,1.62
Coolangatta,8.33,0.0,0.0,2.78
Barcelona,6.54,0.0,7.63,4.72
Hanoi,5.4,0.0,9.15,4.85
Gaziantep Airport,6.85,8.92,9.82,8.53
Orebro,7.78,0.0,9.67,5.82
Hrabrovo,7.62,0.0,0.0,2.54
Quanzhou,6.25,0.0,0.0,2.08
Doncaster,7.32,0.0,0.0,2.44
Dresden,7.14,0.0,0.0,2.38
Mexico City,6.84,9.87,0.0,5.57
Dortmund,6.77,0.0,7.23,4.67
Hong Kong,6.21,9.99,0.0,5.4
Tokyo - Narita,6.55,9.51,8.71,8.26
Quito,6.86,9.73,6.8,7.8
Kingston,6.67,0.0,0.0,2.22
Cayenne (REC),0.0,0.0,10.0,3.33
Rabil,6.09,10.0,9.57,8.55
Zia,4.93,0.0,9.85,4.93
Kayseri Airport,6.84,10.0,10.0,8.95
Tbilisi,6.83,0.0,0.0,2.28
Mactan,6.67,0.0,0.0,2.22
Sydney,6.67,0.0,9.84,5.5
Kalibo,7.78,0.0,8.2,5.33
Zhengzhou Xinzheng,5.65,2.53,9.99,6.06
Chattrapati Shivaji,5.05,0.0,0.0,1.68
Strasbourg,6.92,0.0,9.67,5.53
Prague,6.07,0.0,0.0,2.02
Kigali,4.89,0.0,7.83,4.24
Tangier,6.6,9.99,5.72,7.44
Ankara Airport,6.84,9.52,9.41,8.59
Lusaka,6.92,0.0,8.28,5.07
Gibraltar,5.33,0.0,10.0,5.11
Voronezh,7.85,0.0,0.0,2.62
Duesseldorf,6.8,0.0,7.15,4.65
Tulear,6.97,0.0,0.0,2.32
Daegu (downtown),0.0,9.73,0.0,3.24
Skiathos,6.67,0.0,10.0,5.56
Nis,6.53,0.0,0.0,2.18
Mendoza,6.85,0.0,0.0,2.28
Mangalore,4.87,0.0,6.95,3.94
Kagoshima,5.71,0.0,8.08,4.6
Varna,6.76,0.0,1.61,2.79
Moscow - Sheremetyevo,6.8,0.0,0.0,2.27
Aomori,4.44,0.0,8.84,4.43
Wroclaw,5.17,0.0,0.0,1.72
Milan - Linate,6.88,0.0,4.11,3.66
Siem Reap,7.16,0.0,0.0,2.39
Vaxjo,4.67,0.0,0.0,1.56
Abu Dhabi,5.75,9.62,8.47,7.95
Lagos,6.83,10.0,9.65,8.83
Bariloche,5.0,0.0,0.06,1.69
Nice,6.77,10.0,0.0,5.59
Monterrey,6.84,10.0,8.6,8.48
Cayenne,6.45,10.0,0.0,5.48
Astana,6.75,0.0,7.95,4.9
Lille,6.9,0.0,9.77,5.56
Casablanca,6.47,9.97,9.92,8.79
Banjul,6.9,0.0,0.0,2.3
Aktau,10.0,0.0,0.0,3.33
Paramaribo,6.79,0.0,4.13,3.64
Beijing,5.91,6.27,0.0,4.06
Ngurah Rai,6.76,9.96,9.16,8.63
Rhodes,5.6,10.0,8.2,7.93
Ekaterinburg,6.79,0.0,8.39,5.06
Vienna,6.77,0.0,8.52,5.1
Santiago De Compostela,6.79,0.0,9.19,5.33
Abuja,6.28,10.0,8.42,8.23
Samsun Airport,6.84,9.04,8.33,8.07
Yangon,5.77,0.0,9.23,5.0
Nuernberg,6.86,0.0,0.0,2.29
Tokyo - Haneda,5.05,0.0,8.23,4.43
St. Maarten Princess Juliana,5.76,0.0,0.0,1.92
Guangzhou Baiyun,6.09,9.75,9.98,8.61
Busan - Kimhae,6.02,9.85,0.52,5.46
Penang,6.67,10.0,8.58,8.42
Daegu,6.13,8.34,0.0,4.82
Quanzhou Jinjiang,0.0,0.0,7.98,2.66
Bari,5.78,0.0,8.85,4.88
Aqaba,6.86,10.0,0.0,5.62
Fuerteventura,6.76,0.0,9.49,5.42
Ioannina,6.98,0.0,8.47,5.15
Abidjan,6.56,10.0,0.0,5.52
Ningbo Lishe,6.2,0.09,9.99,5.43
Dalaman Airport,6.79,0.0,0.0,2.26
Asturias,6.97,0.0,0.0,2.32
Taiyuan Wusu,6.71,10.0,9.58,8.76
Leeds Bradford,6.23,0.0,9.19,5.14
Paderborn,6.82,0.0,9.84,5.55
Medina,6.87,10.0,0.0,5.62
Douala,7.0,0.0,10.0,5.67
Iwate,6.67,0.0,9.52,5.4
Taipei - Taoyuan,5.89,9.97,4.43,6.76
San Salvador Comalapa,6.84,9.8,7.84,8.16
Cozumel,6.87,10.0,0.0,5.62
Vigo,6.86,0.0,9.71,5.52
Amman,6.02,10.0,0.0,5.34
PRISTINA,6.93,0.0,8.04,4.99
Stockholm Arlanda,6.92,0.0,9.86,5.59
Colombo,6.7,10.0,0.0,5.57
Fes,6.51,10.0,0.0,5.5
Suleymania Airport,6.81,0.0,0.0,2.27
Harbin Taiping,6.75,0.0,0.0,2.25
Haiphong,8.33,0.0,9.9,6.08
Podgorica,5.56,0.0,9.87,5.14
Taichung,6.03,9.96,5.82,7.27
Natal,6.84,10.0,4.78,7.21
Sihanoukville,6.72,10.0,8.35,8.36
Kutahya Airport,6.95,10.0,1.39,6.11
Buenos Aires - Ezeiza,6.84,0.0,0.76,2.53
Iloilo,0.0,0.0,0.0,0.0
Yinchuan Hedong,6.52,7.01,9.48,7.67
Aarhus,6.67,0.0,0.0,2.22
Danang,6.67,0.0,0.0,2.22
Marrakech,6.43,9.98,9.49,8.63
Sarajevo,4.91,0.0,9.61,4.84
London Luton,6.46,0.0,8.77,5.08
Cordoba,6.89,0.0,0.0,2.3
Guiyang Longdongbao,7.78,0.0,0.0,2.59
Ufa,7.62,0.0,0.0,2.54
Kilimanjaro,6.75,0.0,10.0,5.58
Chongqing Jiangbei,5.99,9.91,9.99,8.63
Southampton,6.71,0.0,0.0,2.24
Lublin,6.82,0.0,0.0,2.27
Shanghai Hongqiao,6.1,6.63,3.29,5.34
Shizuoka,5.83,0.0,6.1,3.98
Almeria,6.36,0.0,9.17,5.18
Katowice,5.0,0.0,9.82,4.94
Katima Mulilo,4.76,0.0,0.0,1.59
Pula,8.89,0.0,0.0,2.96
Al Hoceima,6.67,0.0,9.52,5.4
Karlsruhe Baden-Baden,10.0,0.0,0.0,3.33
Wellington,8.57,0.0,0.0,2.86
Stavanger,6.78,0.0,9.28,5.35
Grenoble,6.35,10.0,10.0,8.78
Muscat,6.78,0.0,7.26,4.68
Rome Fiumicino,6.87,0.0,9.63,5.5
Gaborone,7.78,0.0,0.21,2.66
Split,7.78,0.0,5.93,4.57
Hannover,6.79,0.0,0.0,2.26
Mandalay,5.42,0.0,0.0,1.81
Basel,6.35,10.0,4.59,6.98
Cheongju,6.08,9.9,4.47,6.82
Warsaw,6.83,0.0,0.0,2.28
Pamandzi,4.85,0.0,10.0,4.95
Puerto Plata,6.82,9.11,7.83,7.92
Florianopolis,6.79,10.0,9.55,8.78
Mahon Airport,6.26,0.0,9.77,5.34
Montpellier,6.88,0.0,9.71,5.53
Warsaw-Modlin,6.92,0.0,9.04,5.32
Belgrade,6.83,0.0,9.37,5.4
Roland Garros,6.67,10.0,7.17,7.95
Elblag,5.0,0.0,0.0,1.67
Fukushima,6.67,0.0,3.17,3.28
Exeter,6.72,0.0,0.0,2.24
Adana Airport,6.87,9.16,6.73,7.59
Male,5.33,0.0,8.94,4.76
Hurgada,6.72,0.0,7.68,4.8
Umea,7.08,0.0,9.71,5.6
Belgorod,7.78,0.0,0.0,2.59
Anna,4.87,0.0,0.0,1.62
Ohrid,6.83,0.0,4.57,3.8
Dushanbe,7.86,0.0,0.0,2.62
Shandong,6.85,0.0,0.0,2.28
Alesund,8.97,0.0,0.0,2.99
Harare,10.0,0.0,0.0,3.33
Batumi,6.83,0.0,9.5,5.44
London City,6.8,0.0,8.87,5.22
Trichy,4.87,0.0,6.82,3.9
Nykoping,6.67,0.0,7.18,4.62
Wenzhou Longwan,6.55,4.7,9.97,7.07
Manila Downtown Shop,0.0,0.0,0.0,0.0
Krasnoyarsk,6.88,0.0,9.48,5.45
Fort-de-France,6.15,10.0,6.84,7.66
Gerona,6.44,0.0,9.72,5.39
Jeju (downtown),0.0,0.12,0.0,0.04
Denizli Cardak Airport,6.85,9.34,8.75,8.31
La Romana,6.83,9.97,9.29,8.7
Gran Canaria,6.76,0.0,6.68,4.48
Agadir,6.43,9.98,10.0,8.8
Pointe-a-Pitre,6.35,10.0,8.73,8.36
Porto Alegre,6.85,10.0,7.68,8.18
Poznan-Lawica,4.81,0.0,0.0,1.6
Queenstown,4.44,0.0,0.0,1.48
Cologne,6.91,0.0,6.04,4.32
Sanya Fenghuang,6.71,0.0,0.0,2.24
Kutaisi,6.78,0.0,8.84,5.21
Buenos Aires Aeroparque,6.91,0.0,0.0,2.3
Alexandria,6.76,0.0,9.14,5.3
Montego Bay,6.73,9.61,8.53,8.29
Sandefjord-Torp,6.05,0.0,5.18,3.74
Addis Ababa,6.81,10.0,7.26,8.02
Fuzhou Changle,6.02,10.0,6.37,7.46
Xiamen Gaoqi,6.11,9.95,8.23,8.1
Tirana,6.19,0.0,9.65,5.28
Berlin Brandenburg,6.82,0.0,0.0,2.27
Mazatlan,6.85,9.32,10.0,8.72
Leopold Sedar Senghar,6.72,0.0,9.41,5.38
Rzeszow,5.0,0.0,10.0,5.0
Cartagena de Indias,0.0,0.0,0.0,0.0
Singapore - Changi,6.83,0.0,7.65,4.83
Munich,6.35,0.0,1.1,2.48
Oujda,6.55,10.0,5.62,7.39
Krasnodar,7.47,0.0,0.0,2.49
Olsztyn,6.84,0.0,0.0,2.28
Shenyang Taoxian,6.48,9.89,9.94,8.77
Jieyang Chaoshan,6.71,0.0,0.0,2.24
Cukurova Airport,6.86,9.08,0.0,5.31
Seoul (downtown),0.0,0.35,0.0,0.12
Rosario,6.9,0.0,2.86,3.25
Istanbul Asia Airport,6.8,8.5,9.15,8.15
Sierra Leone,5.42,0.0,9.8,5.07
Bangui,8.33,0.0,0.0,2.78
Bogota,6.84,9.9,6.66,7.8
Bristol,6.47,0.0,10.0,5.49
Malaga,6.48,0.0,0.0,2.16
Granada,5.76,0.0,9.31,5.02
Chubu,6.58,8.98,8.52,8.03
Indira Gandhi,5.25,0.0,0.0,1.75
Sfax,6.12,10.0,8.65,8.26
Asuncion Silvio Petterossi,6.85,0.0,7.95,4.93
Graz,6.79,0.0,10.0,5.6
Novosibirsk,6.83,0.0,9.25,5.36
Khabarovsk,7.67,0.0,0.0,2.56
Recife,6.86,9.99,9.49,8.78
Samara,6.67,0.0,10.0,5.56
Brussels,6.67,0.0,5.79,4.15
Mombasa,9.0,0.0,0.0,3.0
Viracopos,6.85,10.0,7.38,8.08
Antalya Gazipasa Airport,6.83,9.23,0.0,5.35
Lodz,6.83,0.0,9.61,5.48
La Paz El Alto,10.0,0.0,0.0,3.33
Kuwait,6.05,9.94,0.0,5.33
Changchun Longjia,5.96,10.0,9.93,8.63
Budapest,8.33,0.0,0.0,2.78
Sevilla,6.44,0.0,0.0,2.15
Geneva,6.41,10.0,0.0,5.47
Cam Ranh,6.22,0.0,6.37,4.2
Billund,6.67,0.0,9.35,5.34
Adelaide,6.19,0.0,5.83,4.01
Salalah,6.73,0.0,0.0,2.24
London Heathrow,6.55,0.0,9.17,5.24
Goa,4.87,0.0,7.18,4.02
Rostov Don,7.81,0.0,0.0,2.6
Guadalajara,6.86,9.9,0.0,5.59
Zhukovsky,0.0,0.0,0.0,0.0
Vientiane,5.93,0.0,5.33,3.75
Yangyang,6.67,10.0,0.0,5.56
Christchurch,4.44,0.0,0.0,1.48
