Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score,Cluster
Moroni,0.0,0.0,5.3,0.0,1.32,1
Almaty,5.0,0.0,2.61,9.92,4.38,3
Buenos Aires Aeroparque,6.91,0.0,8.03,0.0,3.74,0
Milan - Malpensa,6.82,0.0,7.15,9.02,5.75,3
Kosice,0.0,0.0,5.3,0.0,1.32,1
Russian/Latvia,0.0,0.0,5.3,0.0,1.32,1
Tashkent,5.6,0.0,1.75,8.31,3.92,3
Exeter,6.72,0.0,7.16,0.0,3.47,0
Alicante,6.32,0.0,7.72,8.22,5.56,3
Doncaster,7.32,0.0,5.3,0.0,3.16,0
Entebbe,4.8,0.0,3.63,9.61,4.51,3
Halmstad,0.0,0.0,5.3,0.0,1.32,1
Katowice,5.0,0.0,3.05,9.82,4.47,3
Bergen,6.81,0.0,5.2,5.7,4.43,3
Barranquilla,0.0,0.0,5.3,0.0,1.32,1
Essaouira,6.84,9.99,0.0,10.0,6.71,2
Palma De Mallorca,6.48,0.0,8.04,7.17,5.42,3
La Spezia,0.0,0.0,5.3,0.0,1.32,1
Russian/Finland,0.0,0.0,5.3,0.0,1.32,1
Monterrey,6.84,10.0,1.53,8.6,6.74,2
Heraklion Port,0.0,0.0,5.3,0.0,1.32,1
Adana Airport,6.87,9.16,3.74,6.73,6.62,2
Queenstown,4.44,0.0,2.5,0.0,1.74,0
Naha,4.94,0.0,3.24,6.2,3.6,3
Belarus/Poland,0.0,0.0,5.3,0.0,1.32,1
Sheikh Hussein Bridge (Israel border),0.0,0.0,5.3,0.0,1.32,1
Pazarkule Turkey Greece Border,0.0,0.0,5.3,0.0,1.32,1
Marsa Aalam,6.73,0.0,0.0,9.92,4.16,3
Pointe-a-Pitre,6.35,10.0,9.08,8.73,8.54,2
Izmir Ferries Setur Seferihisar,0.0,0.0,5.3,0.0,1.32,1
La Paz El Alto,10.0,0.0,5.3,0.0,3.82,0
Liege Bierset,0.0,0.0,5.3,0.0,1.32,1
Sevilla,6.44,0.0,8.31,0.0,3.69,0
Rygge,0.0,0.0,5.3,0.0,1.32,1
Huangshan Tunxi,0.0,0.0,5.3,0.0,1.32,1
Panemune,0.0,0.0,5.3,0.0,1.32,1
Natal,6.84,10.0,9.39,4.78,7.75,2
Odessa,7.62,0.0,5.3,10.0,5.73,3
Samarkand,10.0,0.0,1.04,0.0,2.76,0
Hannover,6.79,0.0,8.61,0.0,3.85,0
Hamburg,6.82,0.0,6.49,5.53,4.71,3
Brno,4.44,0.0,3.65,9.84,4.48,3
Saga,0.0,0.0,5.3,0.0,1.32,1
Tbilisi,6.83,0.0,8.8,0.0,3.91,0
Vienna,6.77,0.0,7.02,8.52,5.58,3
Ottawa,0.0,0.0,5.3,0.0,1.32,1
Port Louis,5.24,0.0,2.93,9.84,4.5,3
Ukraine/Poland,0.0,0.0,5.3,0.0,1.32,1
Sierra Leone,5.42,0.0,4.69,9.8,4.98,3
Kutahya Airport,6.95,10.0,0.0,1.39,4.58,2
Muscat,6.78,0.0,4.53,7.26,4.64,3
Moscow - Vnukovo,6.74,0.0,4.11,8.86,4.93,3
Samos,6.76,0.0,4.62,9.82,5.3,3
Aleppo,0.0,0.0,5.3,0.0,1.32,1
Kusadasi Port,0.0,0.0,5.3,0.0,1.32,1
Tallinn (Estonia/Sweden/Finland - ferries,0.0,0.0,5.3,0.0,1.32,1
Tivat,0.0,0.0,5.3,0.0,1.32,1
Damietta,0.0,0.0,5.3,0.0,1.32,1
Izmir Airlines,0.0,0.0,5.3,0.0,1.32,1
Singapore - Changi,6.83,0.0,5.87,7.65,5.09,3
Cukurova Airport,6.86,9.08,5.3,0.0,5.31,2
Porto,6.89,0.0,9.39,9.75,6.51,3
Tampere-Pirkkala,0.0,0.0,5.3,0.0,1.32,1
Juanda,0.0,0.0,5.3,0.0,1.32,1
Pittsburg,0.0,0.0,5.3,0.0,1.32,1
Ramon,10.0,0.0,0.0,0.0,2.5,0
St. George's Point Saline,6.81,10.0,9.6,9.62,9.01,2
Pasir Gudang,0.0,0.0,5.3,0.0,1.32,1
Bodrum Yalikavak Port,0.0,0.0,5.3,0.0,1.32,1
Mdawara (Saudi border),0.0,0.0,5.3,0.0,1.32,1
Yiwu,0.0,0.0,5.3,0.0,1.32,1
Mykonos,5.53,0.0,3.67,9.37,4.64,3
Edmonton,0.0,0.0,5.3,0.0,1.32,1
Moscow - Sheremetyevo,6.8,0.0,0.72,0.0,1.88,0
Punta Cana - Higuey,6.78,9.82,7.77,8.31,8.17,2
Astrakhan,6.9,0.0,2.12,8.46,4.37,3
Zakynthos,5.44,0.0,3.62,4.36,3.36,0
Conakry,9.17,0.0,8.61,0.0,4.44,0
Krasnoyarsk,6.88,0.0,2.59,9.48,4.74,3
Ulan-Ude,0.0,0.0,5.3,0.0,1.32,1
Ibaraki,4.44,0.0,9.85,6.8,5.27,3
Greenland,0.0,0.0,5.3,0.0,1.32,1
Nanchang Changbei,6.62,10.0,8.53,9.96,8.78,2
Haugesund,0.0,0.0,5.3,0.0,1.32,1
Rabat,6.53,10.0,9.81,4.54,7.72,2
Cam Ranh,6.22,0.0,1.36,6.37,3.49,3
Harare,10.0,0.0,5.3,0.0,3.82,0
Cayenne (REC),0.0,0.0,5.3,10.0,3.82,3
Luanda,6.9,0.0,1.51,0.0,2.1,0
Cologne,6.91,0.0,1.49,6.04,3.61,3
Rijeka,0.0,0.0,5.3,0.0,1.32,1
Quanzhou,6.25,0.0,0.0,0.0,1.56,0
Granada,5.76,0.0,2.53,9.31,4.4,3
Vilnius,6.94,0.0,7.26,0.0,3.55,0
Mudanjiang Hailang,6.71,8.45,7.82,0.0,5.74,2
Grenoble,6.35,10.0,0.0,10.0,6.59,2
Bogota,6.84,9.9,8.77,6.66,8.04,2
Moldova/Romania,0.0,0.0,5.3,0.0,1.32,1
Zia,4.93,0.0,2.24,9.85,4.26,3
RIYADH,6.81,10.0,6.3,2.77,6.47,2
Stavropol,0.0,0.0,5.3,0.0,1.32,1
Jomo Kenyatta,6.42,9.99,5.98,6.99,7.35,2
Ngurah Rai,6.76,9.96,5.11,9.16,7.75,2
Bodrum Turgutreis Port,0.0,0.0,5.3,0.0,1.32,1
Graz,6.79,0.0,7.84,10.0,6.16,3
Fuzhou Changle,6.02,10.0,3.93,6.37,6.58,2
Beauvais,6.53,0.0,8.41,0.0,3.74,0
Pamandzi,4.85,0.0,3.6,10.0,4.61,3
Belem,0.0,0.0,5.3,0.0,1.32,1
Kaunas,6.94,0.0,7.5,9.5,5.98,3
Langkawi,0.0,0.0,5.3,0.0,1.32,1
Georgia/Azerbaijan,0.0,0.0,5.3,0.0,1.32,1
Bangalore,6.18,10.0,1.75,6.2,6.03,2
Belize City,5.38,0.0,2.33,0.0,1.93,0
Las Vegas,0.0,0.0,5.3,0.0,1.32,1
Santa Cruz Viru Viru,10.0,0.0,5.3,10.0,6.32,3
Ho Chi Minh,6.67,0.0,7.93,9.62,6.06,3
Piarco,6.67,0.0,2.03,2.88,2.89,0
Berlin Brandenburg,6.82,0.0,5.78,0.0,3.15,0
Araxos Peloponnese,0.0,0.0,5.3,0.0,1.32,1
Mariehamn,0.0,0.0,5.3,0.0,1.32,1
Tokyo - Shinjuku,0.0,0.0,0.0,0.0,0.0,1
Suleymania Airport,6.81,0.0,3.46,0.0,2.57,0
Curitiba,0.0,0.0,5.3,0.0,1.32,1
Minsk,6.79,0.0,0.16,10.0,4.24,3
Cildir Aktas Turkey Georgia Border,0.0,0.0,5.3,0.0,1.32,1
Soekarno Hatta,6.85,10.0,1.26,9.83,6.98,2
Van Setur Kapikoy Turkey Iran Border,0.0,0.0,5.3,0.0,1.32,1
Bremen,6.77,0.0,1.89,0.0,2.16,0
Karameh (Iraq border),0.0,0.0,5.3,0.0,1.32,1
Moscow - Domodedovo,6.76,0.0,4.6,9.0,5.09,3
Montpellier,6.88,0.0,2.14,9.71,4.68,3
Amritsar,4.87,0.0,3.93,6.89,3.92,3
Brasilia,6.81,10.0,9.75,8.36,8.73,2
Asuncion Silvio Petterossi,6.85,0.0,5.3,7.95,5.02,3
Hohhot Baita,6.71,10.0,5.3,9.99,8.0,2
Alexandria,6.76,0.0,0.0,9.14,3.98,3
Venice,6.78,0.0,7.5,9.07,5.84,3
Sihanoukville,6.72,10.0,0.0,8.35,6.27,2
Windhoek,6.67,0.0,9.69,0.0,4.09,0
Hamzabeyli Turkey Bulgaria Border,0.0,0.0,5.3,0.0,1.32,1
Abidjan,6.56,10.0,8.69,0.0,6.31,2
Yantai Penglai,6.03,9.97,5.56,0.06,5.41,2
Kastelorizo Port,0.0,0.0,5.3,0.0,1.32,1
London Southend Airport,6.74,0.0,5.87,0.0,3.15,0
Incheon,6.08,9.64,4.74,4.3,6.19,2
Florianopolis,6.79,10.0,2.22,9.55,7.14,2
Kuala Lumpur,6.52,9.17,5.49,0.0,5.29,2
Naantali,0.0,0.0,5.3,0.0,1.32,1
Malaga,6.48,0.0,7.07,0.0,3.39,0
Mactan,6.67,0.0,5.3,0.0,2.99,0
La Ceiba Goloson,0.0,0.0,5.3,0.0,1.32,1
DAMMAM,6.77,10.0,6.96,4.11,6.96,2
Fukushima,6.67,0.0,0.0,3.17,2.46,0
Jeddah,6.45,10.0,6.38,0.0,5.71,2
Warsaw-Modlin,6.92,0.0,1.34,9.04,4.32,3
Hakodate,0.0,0.0,5.3,0.0,1.32,1
Yanji Zhaoyangchuan,6.54,0.0,7.2,0.0,3.44,0
Kraljevo,0.0,0.0,5.3,0.0,1.32,1
Gaborone,7.78,0.0,0.0,0.21,2.0,0
Sandefjord,0.0,0.0,5.3,0.0,1.32,1
Olsztyn,6.84,0.0,0.0,0.0,1.71,0
London City,6.8,0.0,5.74,8.87,5.35,3
Barcelona,6.54,0.0,7.49,7.63,5.42,3
Castellon,0.0,0.0,5.3,0.0,1.32,1
Iloilo,0.0,0.0,5.3,0.0,1.32,1
Sharjah,5.78,9.3,4.02,8.22,6.83,2
Murcia,6.75,0.0,0.0,3.68,2.61,0
Nimroz,0.0,0.0,5.3,0.0,1.32,1
Haifa,0.0,0.0,5.3,0.0,1.32,1
Igoumenitsa Port,0.0,0.0,5.3,0.0,1.32,1
Copenhagen,6.83,0.0,7.76,9.4,6.0,3
Hurgada,6.72,0.0,8.03,7.68,5.61,3
Istanbul Asia Airlines,0.0,0.0,5.3,0.0,1.32,1
Grzechotki,0.0,0.0,5.3,0.0,1.32,1
Niamey,5.0,0.0,1.11,0.0,1.53,0
Plovdiv,0.0,0.0,5.3,0.0,1.32,1
Makhachkala,6.94,0.0,5.45,6.75,4.78,3
Malmo,6.32,0.0,2.83,8.55,4.43,3
Casablanca,6.47,9.97,9.81,9.92,9.04,2
Milazzo,0.0,0.0,5.3,0.0,1.32,1
Nynashamn,0.0,0.0,5.3,0.0,1.32,1
Kaohsiung,5.89,9.97,7.54,6.64,7.51,2
Bourgas,6.2,0.0,0.88,0.6,1.92,0
Bodo,0.0,0.0,5.3,0.0,1.32,1
Katakolo Port,0.0,0.0,5.3,0.0,1.32,1
Cairns,7.08,0.0,3.24,6.9,4.3,3
Basel,6.35,10.0,9.61,4.59,7.64,2
Naples,6.04,0.0,8.04,7.68,5.44,3
Voronezh,7.85,0.0,5.3,0.0,3.29,0
London Heathrow,6.55,0.0,5.58,9.17,5.32,3
Aland,0.0,0.0,5.3,0.0,1.32,1
Basrah,6.81,0.0,3.01,0.0,2.46,0
Aqaba Port,0.0,0.0,5.3,0.0,1.32,1
Guatemala City,6.89,5.12,1.48,4.46,4.49,2
Tegucigalpa,9.0,0.0,5.3,0.0,3.58,0
Annaba,0.0,0.0,5.3,0.0,1.32,1
Sundsvall,0.0,0.0,5.3,0.0,1.32,1
Arkhangelsk,0.0,0.0,5.3,0.0,1.32,1
Kazakh./Uzbek.,0.0,0.0,5.3,0.0,1.32,1
Salvador,6.84,10.0,7.02,9.09,8.24,2
Harbin Taiping,6.75,0.0,6.26,0.0,3.25,0
Paris Vatry ,0.0,0.0,5.3,0.0,1.32,1
Catania,0.0,0.0,5.3,0.0,1.32,1
Shymkent,7.92,0.0,0.0,0.0,1.98,0
Guayaquil,5.23,10.0,7.69,0.0,5.73,2
Turkestan,0.0,0.0,5.3,0.0,1.32,1
Vancouver,0.0,0.0,5.3,0.0,1.32,1
Harstad,0.0,0.0,5.3,0.0,1.32,1
Antalya Gazipasa Airport,6.83,9.23,8.43,0.0,6.12,2
Lubumbashi,7.14,0.0,9.65,9.72,6.63,3
Odessa Sea Port,0.0,0.0,5.3,0.0,1.32,1
Liverpool,6.47,0.0,6.77,0.0,3.31,0
SDK (Azerbaijan-Russia Border),0.0,0.0,5.3,0.0,1.32,1
Pisa,6.85,0.0,1.23,9.4,4.37,3
Calgary,0.0,0.0,5.3,0.0,1.32,1
Ouarzazate,6.83,10.0,0.0,6.95,5.94,2
Manama,6.74,5.51,5.3,0.0,4.39,0
Greece/Albania,0.0,0.0,5.3,0.0,1.32,1
Dakhla,0.0,0.0,5.3,0.0,1.32,1
Ekaterinburg,6.79,0.0,3.08,8.39,4.57,3
Rzeszow,5.0,0.0,2.95,10.0,4.49,3
Istanbul Europe Airlines,0.0,0.0,5.3,0.0,1.32,1
Toulouse,6.86,10.0,8.46,0.0,6.33,2
Manas,6.15,0.0,3.18,0.0,2.33,0
Ukraine/Romania,0.0,0.0,5.3,0.0,1.32,1
Halifax,0.0,0.0,5.3,0.0,1.32,1
Vuosaari,0.0,0.0,5.3,0.0,1.32,1
Sharm El Sheikh,6.78,0.0,6.7,9.19,5.67,3
Tarifa,0.0,0.0,5.3,0.0,1.32,1
Ixtapa Zihuatanejo,6.86,9.85,4.07,8.28,7.26,2
Kilimanjaro,6.75,0.0,7.92,10.0,6.17,3
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,3.93,3.4,3.05,0
Santander,6.92,0.0,7.51,8.53,5.74,3
Krakow Balice,6.79,0.0,6.13,9.81,5.68,3
Irkeshtam,0.0,0.0,5.3,0.0,1.32,1
Klagenfurt,0.0,0.0,5.3,0.0,1.32,1
Zhufeng,0.0,0.0,5.3,0.0,1.32,1
Ukraine/Russia,0.0,0.0,5.3,0.0,1.32,1
Moresby Port,0.0,0.0,5.3,0.0,1.32,1
Amman,6.02,10.0,9.5,0.0,6.38,2
Umea,7.08,0.0,0.0,9.71,4.2,3
Nalchik,0.0,0.0,5.3,0.0,1.32,1
Porto Alegre,6.85,10.0,7.87,7.68,8.1,2
Cardiff,6.43,0.0,7.35,9.26,5.76,3
Nay Pyi Taw,0.0,0.0,5.3,0.0,1.32,1
Kalamata,0.0,0.0,5.3,0.0,1.32,1
Towaraghondi,0.0,0.0,5.3,0.0,1.32,1
Bodrum Port,0.0,0.0,5.3,0.0,1.32,1
Lahore,0.0,0.0,5.3,0.0,1.32,1
Paris Charles De Gaulle,6.67,10.0,7.02,8.44,8.03,2
Russia/China,0.0,0.0,5.3,0.0,1.32,1
Oujda,6.55,10.0,9.44,5.62,7.9,2
Tunis,6.4,9.99,5.21,8.87,7.62,2
Accra,6.83,10.0,5.74,0.0,5.64,2
Tirstrup,0.0,0.0,4.59,0.0,1.15,1
Palanga,0.0,0.0,5.3,0.0,1.32,1
Bydgoszcz,5.17,0.0,3.09,9.18,4.36,3
Livigno,0.0,0.0,5.3,0.0,1.32,1
Hangzhou Xiaoshan,6.09,2.42,1.92,9.99,5.1,3
Takamatsu,5.0,0.0,2.33,3.78,2.78,0
Sofia,6.75,0.0,1.06,1.33,2.28,0
Lulea,7.33,0.0,7.66,0.0,3.75,0
Guiyang Longdongbao,7.78,0.0,5.3,0.0,3.27,0
Nairobi,6.67,0.0,5.3,0.0,2.99,0
Langesund,0.0,0.0,5.3,0.0,1.32,1
Santiago De Compostela,6.79,0.0,9.43,9.19,6.35,3
Quito,6.86,9.73,8.51,6.8,7.98,2
Okayama,6.44,9.93,4.11,3.69,6.04,2
Bilbao,6.84,0.0,8.04,9.91,6.2,3
Luxembourg,0.0,0.0,5.3,0.0,1.32,1
Sharjah - Khaled Port,0.0,0.0,5.3,0.0,1.32,1
Astara,0.0,0.0,5.3,0.0,1.32,1
Baltijsk,0.0,0.0,5.3,0.0,1.32,1
Rostock,0.0,0.0,5.3,0.0,1.32,1
Beijing,5.91,6.27,3.1,0.0,3.82,0
Cancun,6.84,9.86,5.0,8.84,7.63,2
Skelleftea,0.0,0.0,5.3,0.0,1.32,1
Hairatan,0.0,0.0,5.3,0.0,1.32,1
Tarbes - Lourdes,6.67,10.0,0.0,9.5,6.54,2
Bordeaux,6.5,10.0,6.43,1.54,6.12,2
Dover,0.0,0.0,5.3,0.0,1.32,1
Siem Reap,7.16,0.0,5.25,0.0,3.1,0
Medellin Jose Maria Cordova,5.08,0.0,1.12,7.31,3.38,3
Medininka,0.0,0.0,5.3,0.0,1.32,1
Orenburg,0.0,0.0,5.3,0.0,1.32,1
Helsingor,0.0,0.0,5.3,0.0,1.32,1
Skadovsk Sea Port,0.0,0.0,5.3,0.0,1.32,1
Lanzarote,6.76,0.0,8.87,8.74,6.09,3
Baghdad,6.78,0.0,3.43,0.0,2.55,0
Poti Sea Port,0.0,0.0,5.3,0.0,1.32,1
Manila Downtown Shop,0.0,0.0,0.0,0.0,0.0,1
Espargos,6.5,10.0,9.15,9.41,8.76,2
Skopje,6.8,0.0,8.26,8.45,5.88,3
Abu Dhabi,5.75,9.62,4.52,8.47,7.09,2
Newcastle,6.47,0.0,7.19,6.18,4.96,3
Tulear,6.97,0.0,0.0,0.0,1.74,0
Wellington,8.57,0.0,6.68,0.0,3.81,0
W. P. Labuan,0.0,0.0,5.3,0.0,1.32,1
Stockholm Arlanda,6.92,0.0,3.53,9.86,5.08,3
Antalya Port,0.0,0.0,5.3,0.0,1.32,1
Munich,6.35,0.0,6.87,1.1,3.58,0
Kyzyl Kaya,0.0,0.0,5.3,0.0,1.32,1
Melbourne,6.76,0.0,8.17,9.04,5.99,3
Jersey,6.67,0.0,5.08,9.91,5.42,3
Shekou Port,0.0,0.0,5.3,0.0,1.32,1
Yonago,0.0,0.0,5.3,0.0,1.32,1
Jieyang Chaoshan,6.71,0.0,5.3,0.0,3.0,0
Gothenburg,6.67,0.0,5.32,8.69,5.17,3
Heraklion Airport,6.75,10.0,3.47,8.52,7.18,2
Said Port,0.0,0.0,5.3,0.0,1.32,1
Lille,6.9,0.0,1.56,9.77,4.56,3
Georgia/Russia,0.0,0.0,5.3,0.0,1.32,1
Gran Canaria,6.76,0.0,8.76,6.68,5.55,3
Puerto Plata,6.82,9.11,4.42,7.83,7.05,2
Shenyang Taoxian,6.48,9.89,6.51,9.94,8.2,2
Montevideo,6.67,0.0,0.45,2.86,2.5,0
Lavorishki,0.0,0.0,5.3,0.0,1.32,1
Lviv,7.36,0.0,5.3,0.0,3.16,0
Ras El Khaymah,6.8,0.0,7.05,2.11,3.99,0
Cozumel,6.87,10.0,2.08,0.0,4.74,2
Warsaw,6.83,0.0,5.94,0.0,3.19,0
Abuja,6.28,10.0,4.02,8.42,7.18,2
Lyon Saint Exupery,6.77,10.0,9.11,1.74,6.9,2
Zhukovsky,0.0,0.0,0.0,0.0,0.0,1
Guernsey,5.56,0.0,2.5,0.62,2.17,0
Fort-de-France,6.15,10.0,9.34,6.84,8.08,2
Buenos Aires - Ezeiza,6.84,0.0,8.37,0.76,3.99,0
Chengdu Tianfu,6.52,7.52,0.0,8.03,5.52,2
Hyderabad,5.18,0.0,3.8,0.0,2.24,0
Liberia,5.24,0.0,4.31,3.2,3.19,0
Busan - Kimhae (downtown),0.0,2.64,0.0,0.0,0.66,1
Karaganda,0.0,0.0,5.3,0.0,1.32,1
Winnipeg,0.0,0.0,5.3,0.0,1.32,1
Mitilini,6.77,0.0,4.59,0.0,2.84,0
Rotterdam,6.92,0.0,4.83,1.1,3.21,0
Samos Port,0.0,0.0,5.3,0.0,1.32,1
Fukuoka,6.51,9.46,6.45,0.0,5.61,2
Skiathos,6.67,0.0,0.0,10.0,4.17,3
Mandalay,5.42,0.0,5.3,0.0,2.68,0
Najaf,0.0,0.0,5.3,0.0,1.32,1
Georgia/Armenia,0.0,0.0,5.3,0.0,1.32,1
Astana,6.75,0.0,3.31,7.95,4.5,3
Wenzhou Longwan,6.55,4.7,0.78,9.97,5.5,3
Marseille,6.76,10.0,8.61,8.01,8.34,2
Karlovy Vary,0.0,0.0,5.3,0.0,1.32,1
Macau,6.67,10.0,4.63,8.03,7.33,2
Haiphong,8.33,0.0,5.23,9.9,5.86,3
Pune,0.0,0.0,5.3,0.0,1.32,1
Lisbon,6.86,0.0,8.51,8.54,5.98,3
Salzburg,6.78,0.0,5.86,9.25,5.47,3
Curacao,6.75,0.0,1.87,0.0,2.16,0
Iwate,6.67,0.0,5.3,9.52,5.37,3
Zagreb,6.11,0.0,2.81,7.85,4.19,3
Atyrau,0.0,0.0,5.3,0.0,1.32,1
Singapore,0.0,0.0,5.3,0.0,1.32,1
Spinboltak,0.0,0.0,5.3,0.0,1.32,1
Hokkaido,0.0,0.0,5.3,0.0,1.32,1
Bodrum Icmeler Port,0.0,0.0,5.3,0.0,1.32,1
Kyiv,7.5,0.0,5.3,0.0,3.2,0
Jeju,6.06,9.74,3.37,3.32,5.62,2
Linz,0.0,0.0,5.3,0.0,1.32,1
Altanbulag FTZ,0.0,0.0,5.3,0.0,1.32,1
Torino,5.78,0.0,1.89,1.33,2.25,0
Varna,6.76,0.0,1.13,1.61,2.38,0
Bratislava,0.0,0.0,5.3,0.0,1.32,1
Marka,6.89,0.0,0.0,0.0,1.72,0
Greena,0.0,0.0,5.3,0.0,1.32,1
Shir Khan,0.0,0.0,5.3,0.0,1.32,1
Szczecin,6.89,0.0,6.12,0.0,3.25,0
Algiers,0.0,0.0,5.3,0.0,1.32,1
Togo,5.83,0.0,4.25,9.82,4.97,3
Darwin,0.0,0.0,5.3,0.0,1.32,1
Ankara Airport,6.84,9.52,4.99,9.41,7.69,2
Rosario,6.9,0.0,6.22,2.86,4.0,0
Gurbulak Turkey Iranian Border,0.0,0.0,5.3,0.0,1.32,1
Bamako,6.89,0.0,5.64,10.0,5.63,3
Beirut - Rafik Hariri,6.77,0.0,1.93,7.4,4.03,3
Samsun Port,0.0,0.0,5.3,0.0,1.32,1
Bromma,0.0,0.0,5.3,0.0,1.32,1
Urumchi Diwobao,6.48,10.0,9.2,0.76,6.61,2
Hiroshima,4.89,0.0,2.24,10.0,4.28,3
Shandong,6.85,0.0,0.0,0.0,1.71,0
Bujumbura,5.0,0.0,2.16,9.37,4.13,3
Nagasaki,0.0,0.0,5.3,0.0,1.32,1
Phnom Penh,6.75,4.28,4.48,8.24,5.94,3
St. Maarten Princess Juliana,5.76,0.0,1.34,0.0,1.78,0
Haikou Meilan,0.0,0.0,5.3,0.0,1.32,1
Thessaloniki,5.98,0.0,4.49,6.5,4.24,3
Livorno,0.0,0.0,5.3,0.0,1.32,1
Chicago,0.0,0.0,5.3,0.0,1.32,1
Beira,8.75,0.0,5.3,0.0,3.51,0
Turku,0.0,0.0,5.3,0.0,1.32,1
Chattrapati Shivaji,5.05,0.0,5.77,0.0,2.7,0
Tokyo - Narita,6.55,9.51,7.32,8.71,8.02,2
Fortaleza,6.87,10.0,8.69,7.68,8.31,2
Jeju (downtown),0.0,0.12,0.0,0.0,0.03,1
Beni Mellal,0.0,0.0,5.3,0.0,1.32,1
Newark,0.0,0.0,5.3,0.0,1.32,1
Aktobe,0.0,0.0,5.3,0.0,1.32,1
Fujairah,0.0,0.0,5.3,0.0,1.32,1
Teesside,0.0,0.0,5.3,0.0,1.32,1
Izmir Airport,6.82,9.62,8.44,9.85,8.68,2
Diyarbakir Airport,6.84,8.53,4.9,0.0,5.07,2
Yerevan,6.67,0.0,1.8,3.45,2.98,0
Panama Tocumen,6.79,9.96,7.92,7.83,8.13,2
Tozeur,6.36,10.0,0.0,0.0,4.09,2
Saarbruecken,0.0,0.0,5.3,0.0,1.32,1
Armenia - Iran,0.0,0.0,5.3,0.0,1.32,1
Chelyabinsk,0.0,0.0,5.3,0.0,1.32,1
Antananarivo,0.0,0.0,5.3,0.0,1.32,1
Los Cabos,6.83,9.93,2.96,0.0,4.93,2
Viracopos,6.85,10.0,9.25,7.38,8.37,2
Dar Es Salaam,6.5,10.0,5.58,0.0,5.52,2
Limassol Port,0.0,0.0,5.3,0.0,1.32,1
Athens,6.26,10.0,4.26,8.18,7.17,2
Lugano,0.0,0.0,5.3,0.0,1.32,1
Istanbul Europe Airport,0.0,0.0,5.3,0.0,1.32,1
Belarus/Latvia,0.0,0.0,5.3,0.0,1.32,1
Sandefjord-Torp,6.05,0.0,6.37,5.18,4.4,3
Erbil International Airport,5.0,0.0,3.39,5.93,3.58,3
Belgrade,6.83,0.0,2.95,9.37,4.79,3
Ibiza,6.46,0.0,7.5,0.0,3.49,0
Hanoi,5.4,0.0,7.08,9.15,5.41,3
Salt Lake City,0.0,0.0,5.3,0.0,1.32,1
Hirtshals,0.0,0.0,5.3,0.0,1.32,1
London Gatwick,6.58,0.0,6.8,0.0,3.34,0
Beijing Daxing,0.0,0.0,5.3,6.8,3.02,3
Zhengzhou Xinzheng,5.65,2.53,3.04,9.99,5.3,3
Mahon Airport,6.26,0.0,7.84,9.77,5.97,3
Cairo,6.79,10.0,5.19,0.0,5.5,2
Toyama,0.0,0.0,5.3,0.0,1.32,1
San Salvador Comalapa,6.84,9.8,3.17,7.84,6.91,2
Stuttgart,6.88,0.0,1.43,0.6,2.23,0
Armenia - Georgia,0.0,0.0,5.3,0.0,1.32,1
Anna,4.87,0.0,3.93,0.0,2.2,0
Aberdeen,6.44,0.0,6.74,9.6,5.7,3
Dieppe,0.0,0.0,5.3,0.0,1.32,1
Akjol,0.0,0.0,5.3,0.0,1.32,1
Taipei Songshan,0.0,0.0,5.3,0.0,1.32,1
Xiamen Gaoqi,6.11,9.95,3.36,8.23,6.91,2
Trichy,4.87,0.0,3.93,6.82,3.9,3
Berlin,0.0,0.0,5.3,0.0,1.32,1
Qingdao Liuting,6.05,9.88,5.16,9.87,7.74,2
Katima Mulilo,4.76,0.0,0.0,0.0,1.19,0
Belfast,0.0,0.0,5.3,0.0,1.32,1
Aarhus,6.67,0.0,0.0,0.0,1.67,0
Naberezhnye Chelny,0.0,0.0,5.3,0.0,1.32,1
Omsk,0.0,0.0,5.3,0.0,1.32,1
Montreal,0.0,0.0,5.3,0.0,1.32,1
Palermo,6.86,0.0,6.63,9.23,5.68,3
Belarus/Ukraine,0.0,0.0,5.3,0.0,1.32,1
Florence,6.86,0.0,6.34,9.71,5.73,3
Kualanamu,0.0,0.0,5.3,0.0,1.32,1
Alesund,8.97,0.0,5.3,0.0,3.57,0
St Johns,0.0,0.0,5.3,0.0,1.32,1
Changzhou Benniu,6.91,0.0,4.83,0.0,2.94,0
Danang Downtown Shop,0.0,0.0,0.0,0.0,0.0,1
Al Hoceima,6.67,0.0,5.3,9.52,5.37,3
Kayseri Airport,6.84,10.0,4.58,10.0,7.85,2
Trondheim,6.79,0.0,7.47,2.82,4.27,0
Stockholm,0.0,0.0,5.3,0.0,1.32,1
Wuxi Shuofang,6.71,10.0,0.12,9.95,6.7,2
Moldova/Ukraine,0.0,0.0,5.3,0.0,1.32,1
Kuwait,6.05,9.94,7.39,0.0,5.84,2
Zurich,6.27,10.0,8.32,8.13,8.18,2
Svalbard,0.0,0.0,5.3,0.0,1.32,1
Hahn,0.0,0.0,5.3,0.0,1.32,1
Alexandoupolis,5.71,0.0,0.0,0.0,1.43,0
Ukraine/Moldova,0.0,0.0,5.3,0.0,1.32,1
Quebec City,0.0,0.0,5.3,0.0,1.32,1
Johor Bahru,6.13,7.84,4.85,9.07,6.97,2
Puerto Vallarta,6.84,9.84,2.79,0.0,4.87,2
