Location,Cat_A,Cat_B,Cat_D,Avg_Score,Cluster
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,3.4,2.76,0
Lusaka,6.92,0.0,8.28,5.07,1
Jeju,6.06,9.74,3.32,6.37,2
Soekarno Hatta,6.85,10.0,9.83,8.89,3
Geneva,6.41,10.0,0.0,5.47,2
Rzeszow,5.0,0.0,10.0,5.0,1
Bristol,6.47,0.0,10.0,5.49,1
Amritsar,4.87,0.0,6.89,3.92,1
London Luton,6.46,0.0,8.77,5.08,1
Belgrade,6.83,0.0,9.37,5.4,1
Doncaster,7.32,0.0,0.0,2.44,0
Skopje,6.8,0.0,8.45,5.08,1
Barcelona,6.54,0.0,7.63,4.72,1
Hangzhou Xiaoshan,6.09,2.42,9.99,6.17,1
Vladivostok,9.67,0.0,0.0,3.22,0
Zurich,6.27,10.0,8.13,8.13,3
Exeter,6.72,0.0,0.0,2.24,0
Samsun Airport,6.84,9.04,8.33,8.07,3
Kos,6.72,0.0,0.0,2.24,0
Port Louis,5.24,0.0,9.84,5.03,1
Weihai Dashuibo,6.75,9.96,4.71,7.14,2
Haiphong,8.33,0.0,9.9,6.08,1
Nantes,6.6,10.0,9.37,8.66,3
Daegu (downtown),0.0,9.73,0.0,3.24,2
Ngurah Rai,6.76,9.96,9.16,8.63,3
Faro Airport,6.74,0.0,0.0,2.25,0
Tozeur,6.36,10.0,0.0,5.45,2
Dushanbe,7.86,0.0,0.0,2.62,0
Warsaw-Modlin,6.92,0.0,9.04,5.32,1
Seoul,5.74,8.54,5.72,6.67,3
Fukuoka,6.51,9.46,0.0,5.32,2
Dubai,6.57,8.82,9.07,8.15,3
Alesund,8.97,0.0,0.0,2.99,0
Natal,6.84,10.0,4.78,7.21,2
Banjul,6.9,0.0,0.0,2.3,0
Bujumbura,5.0,0.0,9.37,4.79,1
