Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score
Roland Garros,6.67,10.0,1.52,7.17,6.34
Winnipeg,0.0,0.0,5.0,0.0,1.25
Agadir,6.43,9.98,0.03,10.0,6.61
St. George's Point Saline,6.81,10.0,0.22,9.62,6.66
Birmingham,6.38,0.0,0.25,9.72,4.09
Cordoba,6.89,0.0,5.0,0.0,2.97
Muan,6.56,10.0,5.0,0.04,5.4
Casablanca,6.47,9.97,0.03,9.92,6.6
Graz,6.79,0.0,0.51,10.0,4.32
Umea,7.08,0.0,5.0,9.71,5.45
Cork,5.67,0.0,2.15,7.09,3.73
Bologna,5.78,0.0,2.14,6.35,3.57
Cam Ranh,6.22,0.0,1.36,6.37,3.49
Islamqila,0.0,0.0,5.0,0.0,1.25
Turku,0.0,0.0,5.0,0.0,1.25
Danang Downtown Shop,0.0,0.0,0.0,0.0,0.0
Saint Lucia,0.0,0.0,5.0,0.0,1.25
Chengdu Tianfu,6.52,7.52,0.06,8.03,5.53
Chicago,0.0,0.0,5.0,0.0,1.25
Hamzabeyli Turkey Bulgaria Border,0.0,0.0,5.0,0.0,1.25
Malaga,6.48,0.0,0.13,0.0,1.65
Dubai,6.57,8.82,0.04,9.07,6.12
Towaraghondi,0.0,0.0,5.0,0.0,1.25
Belo Horizonte,6.85,10.0,0.29,0.0,4.28
Belfast,0.0,0.0,5.0,0.0,1.25
Cochin,6.67,0.0,4.17,8.29,4.78
Karlsruhe Baden-Baden,10.0,0.0,5.0,0.0,3.75
St. Petersburg Marine,0.0,0.0,5.0,0.0,1.25
Mitilini Port,0.0,0.0,5.0,0.0,1.25
Valencia,6.5,0.0,0.16,0.0,1.66
Sochi,6.75,0.0,0.33,2.77,2.46
Edinburgh,6.47,0.0,0.29,9.52,4.07
Kherson,0.0,0.0,5.0,0.0,1.25
Sarajevo,4.91,0.0,2.41,9.61,4.23
Berlin Tegel,0.0,0.0,5.0,0.0,1.25
Qingdao Liuting,6.05,9.88,0.06,9.87,6.46
Belem,0.0,0.0,5.0,0.0,1.25
SDK (Azerbaijan-Russia Border),0.0,0.0,5.0,0.0,1.25
Cagliari,0.0,0.0,5.0,0.0,1.25
Shanghai Pudong,5.93,3.57,0.09,9.66,4.81
Kualanamu,0.0,0.0,5.0,0.0,1.25
Katowice,5.0,0.0,3.05,9.82,4.47
Bodrum Port,0.0,0.0,5.0,0.0,1.25
Hamburg,6.82,0.0,0.66,5.53,3.25
Mariehamn,0.0,0.0,5.0,0.0,1.25
Sheikh Hussein Bridge (Israel border),0.0,0.0,5.0,0.0,1.25
La Palma,5.96,0.0,0.16,9.07,3.8
La Paz El Alto,10.0,0.0,5.0,0.0,3.75
Porto Alegre,6.85,10.0,0.42,7.68,6.24
Oulu,0.0,0.0,5.0,0.0,1.25
Aswan,6.79,0.0,5.0,9.76,5.39
Helsinki-Vantaa,7.04,0.0,1.68,0.0,2.18
Niamey,5.0,0.0,1.11,0.0,1.53
Voronezh,7.85,0.0,5.0,0.0,3.21
Shekou Port,0.0,0.0,5.0,0.0,1.25
Dilucu Turkey Nakhchivan Border,0.0,0.0,5.0,0.0,1.25
Wroclaw,5.17,0.0,3.1,0.0,2.07
Tabarka,0.0,0.0,5.0,0.0,1.25
Augusta,0.0,0.0,5.0,0.0,1.25
Urumchi Diwobao,6.48,10.0,0.06,0.76,4.32
Dublin,5.83,0.0,2.14,3.3,2.82
Lublin,6.82,0.0,5.0,0.0,2.96
Kos Port,0.0,0.0,5.0,0.0,1.25
Ciudad del Este Guarani,0.0,0.0,5.0,0.0,1.25
Krasnodar,7.47,0.0,5.0,0.0,3.12
Yangyang,6.67,10.0,5.0,0.0,5.42
Nizhniy Novgorod,0.0,0.0,5.0,0.0,1.25
Auckland,4.44,0.0,2.35,7.88,3.67
Darwin,0.0,0.0,5.0,0.0,1.25
Dalaman Airlines,0.0,0.0,5.0,0.0,1.25
Cildir Aktas Turkey Georgia Border,0.0,0.0,5.0,0.0,1.25
Poznan-Lawica,4.81,0.0,3.23,0.0,2.01
Bournemouth,6.22,0.0,0.6,0.0,1.7
Russian/Georgia,0.0,0.0,5.0,0.0,1.25
Tarbes - Lourdes,6.67,10.0,5.0,9.5,7.79
Malmo,6.32,0.0,2.83,8.55,4.43
Greece/Albania,0.0,0.0,5.0,0.0,1.25
Trondheim,6.79,0.0,0.32,2.82,2.48
Santorini Port,0.0,0.0,5.0,0.0,1.25
Panemune,0.0,0.0,5.0,0.0,1.25
Leopold Sedar Senghar,6.72,0.0,0.27,9.41,4.1
Marrakech,6.43,9.98,0.03,9.49,6.48
Singapore - Changi,6.83,0.0,0.3,7.65,3.7
Brussels,6.67,0.0,0.4,5.79,3.22
RIYADH,6.81,10.0,0.25,2.77,4.96
Victoria,0.0,0.0,5.0,0.0,1.25
Ovda Eilat,0.0,0.0,5.0,0.0,1.25
Tampa,0.0,0.0,5.0,0.0,1.25
Plovdiv,0.0,0.0,5.0,0.0,1.25
Sanaa,0.0,0.0,5.0,0.0,1.25
Chelyabinsk,0.0,0.0,5.0,0.0,1.25
Belarus/Latvia,0.0,0.0,5.0,0.0,1.25
Lavorishki,0.0,0.0,5.0,0.0,1.25
Berlin,0.0,0.0,5.0,0.0,1.25
Almeria,6.36,0.0,0.45,9.17,4.0
Punta Cana - Higuey,6.78,9.82,0.13,8.31,6.26
Rijeka,0.0,0.0,5.0,0.0,1.25
Nouakchott,6.9,0.0,0.39,10.0,4.32
Karameh (Iraq border),0.0,0.0,5.0,0.0,1.25
Shanghai Hongqiao,6.1,6.63,0.09,3.29,4.03
Chubu,6.58,8.98,0.07,8.52,6.04
Bariloche,5.0,0.0,5.0,0.06,2.52
Bogota,6.84,9.9,0.4,6.66,5.95
Madeira,6.67,0.0,0.33,9.0,4.0
Okayama,6.44,9.93,0.49,3.69,5.14
Juba (inactive),0.0,0.0,1.11,9.62,2.68
Yangon,5.77,0.0,0.74,9.23,3.94
Ganja,0.0,0.0,5.0,0.0,1.25
Innsbruck,0.0,0.0,5.0,0.0,1.25
Langesund,0.0,0.0,5.0,0.0,1.25
Altanbulag FTZ,0.0,0.0,5.0,0.0,1.25
Ulaanbaatar,6.67,0.0,0.12,0.0,1.7
London Heathrow,6.55,0.0,0.33,9.17,4.01
Luqa,0.0,0.0,5.0,0.0,1.25
St. Maarten Princess Juliana,5.76,0.0,1.34,0.0,1.78
Poti Sea Port,0.0,0.0,5.0,0.0,1.25
Shandong,6.85,0.0,5.0,0.0,2.96
Kazakh./Uzbek.,0.0,0.0,5.0,0.0,1.25
Russia/Ukraine,0.0,0.0,5.0,0.0,1.25
Thiruvananthapuram,0.0,0.0,5.0,0.0,1.25
Langkawi,0.0,0.0,5.0,0.0,1.25
Tegucigalpa,9.0,0.0,5.0,0.0,3.5
Johor Bahru,6.13,7.84,5.0,9.07,7.01
Kano,0.0,0.0,5.0,0.0,1.25
Cologne,6.91,0.0,1.49,6.04,3.61
Jeju (downtown),0.0,0.12,0.0,0.0,0.03
Oujda,6.55,10.0,0.04,5.62,5.55
San Salvador Comalapa,6.84,9.8,0.34,7.84,6.21
Rygge,0.0,0.0,5.0,0.0,1.25
Moldova/Romania,0.0,0.0,5.0,0.0,1.25
Klang Port,0.0,0.0,5.0,0.0,1.25
Rhodes Port,0.0,0.0,5.0,0.0,1.25
Samos,6.76,0.0,0.25,9.82,4.21
St Johns,0.0,0.0,5.0,0.0,1.25
Yaounde,8.15,0.0,5.0,0.0,3.29
Hatay Airport,9.52,0.0,5.0,0.0,3.63
Edmonton,0.0,0.0,5.0,0.0,1.25
Paramaribo,6.79,0.0,1.64,4.13,3.14
Cancun,6.84,9.86,0.2,8.84,6.43
Astrakhan,6.9,0.0,5.0,8.46,5.09
Bari,5.78,0.0,2.15,8.85,4.2
Asyut,5.33,0.0,0.08,9.87,3.82
Ras El Khaymah,6.8,0.0,0.94,2.11,2.46
Sarp Turkey Georgia Border,0.0,0.0,5.0,0.0,1.25
Sardar Vallabh Bhai Patel,4.87,0.0,3.93,3.78,3.14
Accra,6.83,10.0,0.22,0.0,4.26
Naha,4.94,0.0,3.24,6.2,3.6
Mazatlan,6.85,9.32,0.4,10.0,6.64
Ushuaia,0.0,0.0,5.0,0.0,1.25
Aomori,4.44,0.0,5.4,8.84,4.67
Arkhangelsk,0.0,0.0,5.0,0.0,1.25
Kayseri Airport,6.84,10.0,0.1,10.0,6.74
Shenzhen,0.0,0.0,5.0,0.0,1.25
Rio de Janeiro,6.82,10.0,0.26,8.71,6.45
Ioannina,6.98,0.0,5.0,8.47,5.11
Cali,6.8,8.86,0.37,5.97,5.5
Konya Airport,6.87,8.06,0.08,9.87,6.22
Komatsu,4.76,0.0,6.42,8.13,4.83
Istanbul Port,0.0,0.0,5.0,0.0,1.25
Rhodes,5.6,10.0,0.27,8.2,6.02
Akita,0.0,0.0,5.0,0.0,1.25
Praia,6.85,10.0,0.22,9.57,6.66
Trichy,4.87,0.0,3.93,6.82,3.9
Teesside,0.0,0.0,5.0,0.0,1.25
Jebel Ali,0.0,0.0,5.0,0.0,1.25
Ramon,10.0,0.0,5.0,0.0,3.75
Marseille,6.76,10.0,0.29,8.01,6.26
Volgograd,6.88,0.0,0.29,6.99,3.54
Moresby Port,0.0,0.0,5.0,0.0,1.25
Suez,0.0,0.0,5.0,0.0,1.25
Bamako,6.89,0.0,0.31,10.0,4.3
Nador,6.86,9.99,0.08,6.85,5.94
Tokyo - Ginza,0.0,0.0,5.0,0.0,1.25
Aarhus,6.67,0.0,5.0,0.0,2.92
Bodrum Icmeler Port,0.0,0.0,5.0,0.0,1.25
Bydgoszcz,5.17,0.0,3.09,9.18,4.36
DAMMAM,6.77,10.0,0.28,4.11,5.29
Aqaba,6.86,10.0,5.0,0.0,5.46
Stockholm Arlanda,6.92,0.0,3.53,9.86,5.08
Turkestan,0.0,0.0,5.0,0.0,1.25
Mykonos,5.53,0.0,0.25,9.37,3.79
Kunming Wujiaba,6.16,9.99,0.06,7.04,5.81
Bergen,6.81,0.0,0.47,5.7,3.24
Kilimanjaro,6.75,0.0,0.34,10.0,4.27
Tokyo - Narita,6.55,9.51,0.13,8.71,6.23
Queenstown,4.44,0.0,2.5,0.0,1.74
Adana Airport,6.87,9.16,0.07,6.73,5.71
Tirana,6.19,0.0,0.07,9.65,3.98
Kalmar,0.0,0.0,5.0,0.0,1.25
Dieppe,0.0,0.0,5.0,0.0,1.25
Radom,5.56,0.0,0.31,7.48,3.34
Guernsey,5.56,0.0,2.5,0.62,2.17
Moi,8.89,0.0,5.0,0.0,3.47
Aqaba (Israel border),0.0,0.0,5.0,0.0,1.25
Piombino,0.0,0.0,5.0,0.0,1.25
Hamriyah Sharjah Port,0.0,0.0,5.0,0.0,1.25
Salvador,6.84,10.0,0.67,9.09,6.65
Jerez De La Frontera,6.91,0.0,0.36,7.78,3.76
Istanbul Europe Airlines,0.0,0.0,5.0,0.0,1.25
Kusadasi Port,0.0,0.0,5.0,0.0,1.25
Bujumbura,5.0,0.0,2.16,9.37,4.13
Min Vody,6.75,0.0,0.29,7.86,3.72
Faro Airport,6.74,0.0,0.21,0.0,1.74
Ibiza,6.46,0.0,0.17,0.0,1.66
Pisa,6.85,0.0,1.23,9.4,4.37
Katima Mulilo,4.76,0.0,5.0,0.0,2.44
Cozumel,6.87,10.0,0.38,0.0,4.31
La Spezia,0.0,0.0,5.0,0.0,1.25
Vilnius,6.94,0.0,0.69,0.0,1.91
Stavanger,6.78,0.0,0.38,9.28,4.11
La Rochelle,0.0,0.0,5.0,0.0,1.25
Milan - Linate,6.88,0.0,0.26,4.11,2.81
Guiyang Longdongbao,7.78,0.0,5.0,0.0,3.2
Kutaisi,6.78,0.0,0.58,8.84,4.05
Jersey,6.67,0.0,0.48,9.91,4.27
Memmingen,10.0,0.0,5.0,0.0,3.75
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,3.93,3.4,3.05
Chania,5.86,0.0,0.32,7.93,3.53
Douala,7.0,0.0,0.63,10.0,4.41
Nakhichevan,0.0,0.0,5.0,0.0,1.25
Murmansk,0.0,0.0,5.0,0.0,1.25
Kharkiv,7.78,0.0,5.0,0.0,3.2
Nanchang Changbei,6.62,10.0,5.0,9.96,7.9
Manila - Ninoy Aquino,6.92,0.0,1.2,9.13,4.31
Trelleborg,0.0,0.0,5.0,0.0,1.25
Diyarbakir Airport,6.84,8.53,0.04,0.0,3.85
Anna,4.87,0.0,3.93,0.0,2.2
Xiamen Gaoqi,6.11,9.95,0.06,8.23,6.09
Tuzla,4.91,0.0,5.0,9.87,4.94
Weeze,0.0,0.0,5.0,0.0,1.25
Kos,6.72,0.0,5.0,0.0,2.93
Damascus,0.0,0.0,5.0,0.0,1.25
Quanzhou,6.25,0.0,5.0,0.0,2.81
Tbilisi,6.83,0.0,0.42,0.0,1.81
Buenos Aires - Ezeiza,6.84,0.0,0.4,0.76,2.0
Zaragoza,0.0,0.0,5.0,0.0,1.25
Dresden,7.14,0.0,2.17,0.0,2.33
Kyiv - Zhulyany,7.72,0.0,5.0,0.0,3.18
Santander,6.92,0.0,0.51,8.53,3.99
London Gatwick,6.58,0.0,0.26,0.0,1.71
Livorno,0.0,0.0,5.0,0.0,1.25
Georgia/Russia,0.0,0.0,5.0,0.0,1.25
Luxor,6.79,0.0,0.09,8.96,3.96
Paderborn,6.82,0.0,0.85,9.84,4.38
Granada,5.76,0.0,2.53,9.31,4.4
Bromma,0.0,0.0,5.0,0.0,1.25
Punta del Este,3.33,0.0,5.0,0.0,2.08
Salt Lake City,0.0,0.0,5.0,0.0,1.25
Odessa Sea Port,0.0,0.0,5.0,0.0,1.25
Panama Tocumen,6.79,9.96,0.47,7.83,6.26
Newark,0.0,0.0,5.0,0.0,1.25
Astana,6.75,0.0,5.0,7.95,4.92
Varberg,0.0,0.0,5.0,0.0,1.25
Guayaquil,5.23,10.0,0.81,0.0,4.01
Port Louis,5.24,0.0,2.93,9.84,4.5
Ukraine/Belarus,0.0,0.0,5.0,0.0,1.25
Tarifa,0.0,0.0,5.0,0.0,1.25
Molde,0.0,0.0,5.0,0.0,1.25
Toronto,0.0,0.0,5.0,0.0,1.25
Mahon Airport,6.26,0.0,0.21,9.77,4.06
Guilin Liangjiang,0.0,0.0,5.0,0.0,1.25
Daegu (downtown),0.0,9.73,0.0,0.0,2.43
Helsingor,0.0,0.0,5.0,0.0,1.25
Changzhou Benniu,6.91,0.0,5.0,0.0,2.98
Changsha Huanghua,6.52,9.45,0.06,10.0,6.51
Klagenfurt,0.0,0.0,5.0,0.0,1.25
Skadovsk Sea Port,0.0,0.0,5.0,0.0,1.25
Curitiba,0.0,0.0,5.0,0.0,1.25
Bangalore,6.18,10.0,0.17,6.2,5.64
Zakynthos,5.44,0.0,0.22,4.36,2.5
Abidjan,6.56,10.0,0.19,0.0,4.19
Pasir Gudang,0.0,0.0,5.0,0.0,1.25
Niigata,0.0,0.0,5.0,0.0,1.25
Atyrau,0.0,0.0,5.0,0.0,1.25
Florianopolis,6.79,10.0,5.0,9.55,7.84
Moldova/Ukraine,0.0,0.0,5.0,0.0,1.25
Salzburg,6.78,0.0,0.33,9.25,4.09
Faroe Islands,6.67,0.0,5.0,9.55,5.3
Nanjing Lukou,5.42,5.52,6.35,0.76,4.51
Mykolayiv,0.0,0.0,5.0,0.0,1.25
Antalya Port,0.0,0.0,5.0,0.0,1.25
Rostov Don,7.81,0.0,5.0,0.0,3.2
Sandefjord-Torp,6.05,0.0,0.92,5.18,3.04
Haikou Meilan,0.0,0.0,5.0,0.0,1.25
Gaborone,7.78,0.0,5.0,0.21,3.25
San Pedro Sula,0.0,0.0,5.0,0.0,1.25
Akjol,0.0,0.0,5.0,0.0,1.25
Bratislava,0.0,0.0,5.0,0.0,1.25
Aberdeen,6.44,0.0,0.36,9.6,4.1
Chengdu Shuangliu,0.0,0.0,5.0,0.0,1.25
Greece/Turkey,0.0,0.0,5.0,0.0,1.25
Chitose,4.94,0.0,3.23,7.94,4.03
Suleymania Airport,6.81,0.0,3.46,0.0,2.57
Lulea,7.33,0.0,5.0,0.0,3.08
Fiumicino,0.0,0.0,5.0,0.0,1.25
Kaliningrad (Poland Border),0.0,0.0,5.0,0.0,1.25
Jerba,6.47,9.98,0.04,0.0,4.12
Buenos Aires Aeroparque,6.91,0.0,0.7,0.0,1.9
Kazan,8.75,0.0,5.0,0.0,3.44
Aland,0.0,0.0,5.0,0.0,1.25
Irkutsk,0.0,0.0,5.0,0.0,1.25
Newcastle,6.47,0.0,0.38,6.18,3.26
Aktio,6.05,0.0,5.0,10.0,5.26
Ohrid,6.83,0.0,5.0,4.57,4.1
Karup,0.0,0.0,5.0,0.0,1.25
Jaber (Syria border),0.0,0.0,5.0,0.0,1.25
Nimroz,0.0,0.0,5.0,0.0,1.25
Verona,6.83,0.0,1.01,10.0,4.46
Coolangatta,8.33,0.0,5.0,0.0,3.33
Geneva,6.41,10.0,0.2,0.0,4.15
Bremen,6.77,0.0,1.89,0.0,2.16
Krasnoyarsk,6.88,0.0,5.0,9.48,5.34
Taipei - Taoyuan,5.89,9.97,0.25,4.43,5.14
Algiers,0.0,0.0,5.0,0.0,1.25
Tulear,6.97,0.0,5.0,0.0,2.99
Grzechotki,0.0,0.0,5.0,0.0,1.25
Christchurch,4.44,0.0,2.6,0.0,1.76
Seeb,0.0,0.0,5.0,0.0,1.25
Kapikule Turkey Bulgaria Border,0.0,0.0,5.0,0.0,1.25
Esbjerg,0.0,0.0,5.0,0.0,1.25
Makhachkala,6.94,0.0,5.45,6.75,4.78
Bangui,8.33,0.0,5.0,0.0,3.33
Busan - Kimhae (downtown),0.0,2.64,0.0,0.0,0.66
Antananarivo,0.0,0.0,5.0,0.0,1.25
Merida,0.0,0.0,5.0,0.0,1.25
George Town,0.0,0.0,5.0,0.0,1.25
Macau,6.67,10.0,0.43,8.03,6.28
Kuching,0.0,0.0,5.0,0.0,1.25
Habur  Turkey Iraq Border,0.0,0.0,5.0,0.0,1.25
Humberside,6.67,0.0,5.0,0.0,2.92
Santo Domingo Las Americas,6.8,9.64,0.27,4.3,5.25
Fujairah Port,0.0,0.0,5.0,0.0,1.25
Sydney,6.67,0.0,0.96,9.84,4.37
Haifa,0.0,0.0,5.0,0.0,1.25
Shannon,5.0,0.0,4.46,6.95,4.1
Sao Paulo - Guarulhos,6.85,10.0,0.31,8.64,6.45
Madrid Barajas,6.83,0.0,0.13,9.6,4.14
Van Setur Kapikoy Turkey Iran Border,0.0,0.0,5.0,0.0,1.25
East Midlands,6.15,0.0,0.24,9.41,3.95
Derekoy Turkey Bulgaria Border,0.0,0.0,5.0,0.0,1.25
Jeju,6.06,9.74,0.28,3.32,4.85
Manama,6.74,5.51,0.19,0.0,3.11
Charleroi,6.67,0.0,0.36,0.0,1.76
Iwate,6.67,0.0,5.0,9.52,5.3
Elblag,5.0,0.0,5.0,0.0,2.5
Pengsheng,5.0,0.0,0.13,0.44,1.39
Beauvais,6.53,0.0,0.45,0.0,1.74
Ukraine/Romania,0.0,0.0,5.0,0.0,1.25
Moscow - Domodedovo,6.76,0.0,0.11,9.0,3.97
Mudanjiang Hailang,6.71,8.45,5.0,0.0,5.04
Turkhem,0.0,0.0,5.0,0.0,1.25
Alicante,6.32,0.0,0.14,8.22,3.67
Ukraine/Russia,0.0,0.0,5.0,0.0,1.25
Moroni,0.0,0.0,5.0,0.0,1.25
Palma De Mallorca,6.48,0.0,0.13,7.17,3.44
Shymkent,7.92,0.0,5.0,0.0,3.23
Adelaide,6.19,0.0,3.24,5.83,3.82
Iloilo,0.0,0.0,5.0,0.0,1.25
Beijing Daxing,0.0,0.0,0.08,6.8,1.72
Oranjestad,6.8,9.15,0.14,9.25,6.34
Houston,0.0,0.0,5.0,0.0,1.25
Torugart,0.0,0.0,5.0,0.0,1.25
Genoa,5.76,0.0,3.0,0.0,2.19
Tenerife,6.76,0.0,0.13,0.0,1.72
Exeter,6.72,0.0,0.46,0.0,1.8
Izmir Airlines,0.0,0.0,5.0,0.0,1.25
Cayenne (REC),0.0,0.0,0.54,10.0,2.64
Vigo,6.86,0.0,0.84,9.71,4.35
Skiathos,6.67,0.0,5.0,10.0,5.42
Chisinau,7.76,0.0,5.0,0.0,3.19
Fuzhou Changle,6.02,10.0,0.06,6.37,5.61
Halmstad,0.0,0.0,5.0,0.0,1.25
Dushanbe,7.86,0.0,5.0,0.0,3.22
Kyrgy/Kazakh,0.0,0.0,5.0,0.0,1.25
Xian Xianyang,6.49,9.82,0.06,5.73,5.53
Moscow - Vnukovo,6.74,0.0,0.27,8.86,3.97
Irkeshtam,0.0,0.0,5.0,0.0,1.25
Tyumen,0.0,0.0,5.0,0.0,1.25
Marka,6.89,0.0,5.0,0.0,2.97
Heraklion Port,0.0,0.0,5.0,0.0,1.25
Sierra Leone,5.42,0.0,5.0,9.8,5.06
Clarkfield,0.0,0.0,5.0,0.0,1.25
Ostrava,6.83,0.0,5.0,8.43,5.06
Belize City,5.38,0.0,0.93,0.0,1.58
Rzeszow,5.0,0.0,2.95,10.0,4.49
Jonkoping,0.0,0.0,5.0,0.0,1.25
Asmara,0.0,0.0,5.0,0.0,1.25
Luanda,6.9,0.0,1.51,0.0,2.1
Larvik,0.0,0.0,5.0,0.0,1.25
Seoul,5.74,8.54,0.25,5.72,5.06
Ouarzazate,6.83,10.0,5.0,6.95,7.19
Fuerteventura,6.76,0.0,0.13,9.49,4.1
Pittsburg,0.0,0.0,5.0,0.0,1.25
Guadalajara,6.86,9.9,0.25,0.0,4.25
La Ceiba Goloson,0.0,0.0,5.0,0.0,1.25
Bandaranaike,5.1,0.0,2.51,9.66,4.32
Erfurt,10.0,0.0,5.0,0.0,3.75
Palanga,0.0,0.0,5.0,0.0,1.25
Grenoble,6.35,10.0,5.0,10.0,7.84
Istanbul Airport,6.79,0.0,0.06,0.0,1.71
Hyderabad,5.18,0.0,3.8,0.0,2.24
Cukurova Airport,6.86,9.08,5.0,0.0,5.24
Kaunas,6.94,0.0,0.64,9.5,4.27
Chernoshevsko,0.0,0.0,5.0,0.0,1.25
Russia/Estonia,0.0,0.0,5.0,0.0,1.25
Gerona,6.44,0.0,0.14,9.72,4.08
Bodrum Turgutreis Port,0.0,0.0,5.0,0.0,1.25
Stavropol,0.0,0.0,5.0,0.0,1.25
USA- Airports,0.0,0.0,5.0,0.0,1.25
Cotonou,0.0,0.0,5.0,0.0,1.25
Florence,6.86,0.0,0.43,9.71,4.25
Svalbard,0.0,0.0,5.0,0.0,1.25
Antalya Airport,6.78,9.68,0.05,0.0,4.13
New York La Guardia,0.0,0.0,5.0,0.0,1.25
Istanbul Europe Airport,0.0,0.0,5.0,0.0,1.25
Munich,6.35,0.0,0.88,1.1,2.08
Yerevan,6.67,0.0,0.4,3.45,2.63
St. Petersburg Sea Port,0.0,0.0,5.0,0.0,1.25
Danang,6.67,0.0,1.3,0.0,1.99
Perm,0.0,0.0,5.0,0.0,1.25
Lisbon,6.86,0.0,0.17,8.54,3.89
Heraklion Airport,6.75,10.0,0.22,8.52,6.37
Abu Dhabi,5.75,9.62,0.16,8.47,6.0
Alesund,8.97,0.0,5.0,0.0,3.49
W. P. Labuan,0.0,0.0,5.0,0.0,1.25
Addis Ababa,6.81,10.0,0.07,7.26,6.03
Pamandzi,4.85,0.0,3.6,10.0,4.61
Kaohsiung,5.89,9.97,0.26,6.64,5.69
Copenhagen,6.83,0.0,0.54,9.4,4.19
Ciampino Airport,5.83,0.0,0.42,0.0,1.56
Baltijsk,0.0,0.0,5.0,0.0,1.25
Ukraine/Slovakia,0.0,0.0,5.0,0.0,1.25
Kayragach,0.0,0.0,5.0,0.0,1.25
Dnipropetrovsk,8.0,0.0,5.0,0.0,3.25
Almaty,5.0,0.0,2.61,9.92,4.38
Nynashamn,0.0,0.0,5.0,0.0,1.25
Taiyuan Wusu,6.71,10.0,0.05,9.58,6.59
Russian/Finland,0.0,0.0,5.0,0.0,1.25
Queretaro,7.14,0.0,4.71,7.57,4.86
Medininka,0.0,0.0,5.0,0.0,1.25
Bordeaux,6.5,10.0,0.43,1.54,4.62
Vancouver,0.0,0.0,5.0,0.0,1.25
Cape Town,6.9,10.0,0.65,8.87,6.6
Enfidha,6.85,9.99,0.09,8.55,6.37
Moscow - Sheremetyevo,6.8,0.0,0.14,0.0,1.74
A Coruna,6.92,0.0,0.52,9.35,4.2
Linz,0.0,0.0,5.0,0.0,1.25
Incheon,6.08,9.64,0.21,4.3,5.06
Mangalore,4.87,0.0,3.93,6.95,3.94
Symi Port,0.0,0.0,5.0,0.0,1.25
Recife,6.86,9.99,0.29,9.49,6.66
