Location,Cat_A,Cat_B,Cat_D,Avg_Score,Cluster
Erbil International Airport,5.0,0.0,5.93,3.64,2
Munich,6.35,0.0,1.1,2.48,0
Florence,6.86,0.0,9.71,5.52,2
Shijiazhuang Zhengding,0.0,0.0,4.63,1.54,2
Katowice,5.0,0.0,9.82,4.94,2
Rio de Janeiro,6.82,10.0,8.71,8.51,3
Mudanjiang Hailang,6.71,8.45,0.0,5.05,1
Komatsu,4.76,0.0,8.13,4.3,2
Chubu,6.58,8.98,8.52,8.03,3
Bangalore,6.18,10.0,6.2,7.46,3
Amsterdam - Schiphol,6.79,0.0,0.0,2.26,0
Monastir,6.39,9.99,0.0,5.46,1
Managua,6.87,9.46,5.83,7.39,3
Acapulco,8.48,0.0,0.0,2.83,0
Kharkiv,7.78,0.0,0.0,2.59,0
Ankara Airport,6.84,9.52,9.41,8.59,3
London Southend Airport,6.74,0.0,0.0,2.25,0
Maputo,9.17,0.0,0.0,3.06,0
Indira Gandhi,5.25,0.0,0.0,1.75,0
Vienna,6.77,0.0,8.52,5.1,2
Buenos Aires - Ezeiza,6.84,0.0,0.76,2.53,0
Valencia,6.5,0.0,0.0,2.17,0
Brno,4.44,0.0,9.84,4.76,2
Essaouira,6.84,9.99,10.0,8.94,3
Mangalore,4.87,0.0,6.95,3.94,2
Djibouti,5.0,0.0,0.0,1.67,0
Montpellier,6.88,0.0,9.71,5.53,2
Jieyang Chaoshan,6.71,0.0,0.0,2.24,0
Bariloche,5.0,0.0,0.06,1.69,0
Queretaro,7.14,0.0,7.57,4.9,2
Shanghai Hongqiao,6.1,6.63,3.29,5.34,1
Yantai Penglai,6.03,9.97,0.06,5.35,1
Jeju,6.06,9.74,3.32,6.37,1
Paris Orly,6.76,10.0,0.0,5.59,1
Minsk,6.79,0.0,10.0,5.6,2
Durban,6.74,10.0,9.78,8.84,3
Rzeszow,5.0,0.0,10.0,5.0,2
Chitose,4.94,0.0,7.94,4.29,2
San Jose,5.24,0.0,0.0,1.75,0
San Jose,5.24,0.0,9.42,4.89,2
Chongqing Jiangbei,5.99,9.91,9.99,8.63,3
Tashkent,5.6,0.0,8.31,4.64,2
Lubumbashi,7.14,0.0,9.72,5.62,2
Bujumbura,5.0,0.0,9.37,4.79,2
Strasbourg,6.92,0.0,9.67,5.53,2
Guatemala City,6.89,5.12,4.46,5.49,1
Ioannina,6.98,0.0,8.47,5.15,2
Montego Bay,6.73,9.61,8.53,8.29,3
Hatay Airport,9.52,0.0,0.0,3.17,0
Hrabrovo,7.62,0.0,0.0,2.54,0
Paderborn,6.82,0.0,9.84,5.55,2
Alexandoupolis,5.71,0.0,0.0,1.9,0
Tulear,6.97,0.0,0.0,2.32,0
Berlin Brandenburg,6.82,0.0,0.0,2.27,0
Colombo,6.7,10.0,0.0,5.57,1
Toulouse,6.86,10.0,0.0,5.62,1
Aqaba,6.86,10.0,0.0,5.62,1
Beirut - Rafik Hariri,6.77,0.0,7.4,4.72,2
Zanzibar,5.44,0.0,0.0,1.81,0
Baghdad,6.78,0.0,0.0,2.26,0
Gerona,6.44,0.0,9.72,5.39,2
Bergamo,6.86,0.0,9.3,5.39,2
Suleymania Airport,6.81,0.0,0.0,2.27,0
Stavanger,6.78,0.0,9.28,5.35,2
Banjul,6.9,0.0,0.0,2.3,0
Takamatsu,5.0,0.0,3.78,2.93,0
Dresden,7.14,0.0,0.0,2.38,0
Montevideo,6.67,0.0,2.86,3.18,0
Nice,6.77,10.0,0.0,5.59,1
Hohhot Baita,6.71,10.0,9.99,8.9,3
Shenzhen Bao'an,7.19,0.0,0.0,2.4,0
Taichung,6.03,9.96,5.82,7.27,3
Pengsheng,5.0,0.0,0.44,1.81,0
Porto,6.89,0.0,9.75,5.55,2
Kayseri Airport,6.84,10.0,10.0,8.95,3
Sierra Leone,5.42,0.0,9.8,5.07,2
Ras El Khaymah,6.8,0.0,2.11,2.97,0
Asuncion Silvio Petterossi,6.85,0.0,7.95,4.93,2
Cape Town,6.9,10.0,8.87,8.59,3
Danang,6.67,0.0,0.0,2.22,0
Newcastle,6.47,0.0,6.18,4.22,2
Umea,7.08,0.0,9.71,5.6,2
Faroe Islands,6.67,0.0,9.55,5.41,2
Miyazaki,6.67,0.0,0.0,2.22,0
Norwich,6.82,0.0,9.71,5.51,2
Moscow - Domodedovo,6.76,0.0,9.0,5.25,2
Muan,6.56,10.0,0.04,5.53,1
Hangzhou Xiaoshan,6.09,2.42,9.99,6.17,2
Gibraltar,5.33,0.0,10.0,5.11,2
Adana Airport,6.87,9.16,6.73,7.59,3
Granada,5.76,0.0,9.31,5.02,2
Kralendijk (Bonaire),6.79,0.0,0.0,2.26,0
Aarhus,6.67,0.0,0.0,2.22,0
Dortmund,6.77,0.0,7.23,4.67,2
Frankfurt,6.82,0.0,3.33,3.38,0
Hiroshima,4.89,0.0,10.0,4.96,2
Erfurt,10.0,0.0,0.0,3.33,0
Warsaw-Modlin,6.92,0.0,9.04,5.32,2
Punta del Este,3.33,0.0,0.0,1.11,0
Changsha Huanghua,6.52,9.45,10.0,8.66,3
St. George's Point Saline,6.81,10.0,9.62,8.81,3
Trondheim,6.79,0.0,2.82,3.2,0
Natal,6.84,10.0,4.78,7.21,1
Windhoek,6.67,0.0,0.0,2.22,0
Zhukovsky,0.0,0.0,0.0,0.0,0
Chengdu Tianfu,6.52,7.52,8.03,7.36,3
Lagos,6.83,10.0,9.65,8.83,3
Muscat,6.78,0.0,7.26,4.68,2
Dushanbe,7.86,0.0,0.0,2.62,0
Verona,6.83,0.0,10.0,5.61,2
Thessaloniki,5.98,0.0,6.5,4.16,2
Basel,6.35,10.0,4.59,6.98,1
Aberdeen,6.44,0.0,9.6,5.35,2
Amman,6.02,10.0,0.0,5.34,1
Jaipur,4.87,0.0,0.0,1.62,0
Everrich Downtown Kinmen,5.89,9.96,4.05,6.63,1
Kyiv - Zhulyany,7.72,0.0,0.0,2.57,0
Jersey,6.67,0.0,9.91,5.53,2
Nykoping,6.67,0.0,7.18,4.62,2
Aktau,10.0,0.0,0.0,3.33,0
Santiago Cibao,6.79,2.39,1.31,3.5,0
Ohrid,6.83,0.0,4.57,3.8,2
Dalaman Airport,6.79,0.0,0.0,2.26,0
Kaohsiung,5.89,9.97,6.64,7.5,3
Jomo Kenyatta,6.42,9.99,6.99,7.8,3
Bandaranaike,5.1,0.0,9.66,4.92,2
Bydgoszcz,5.17,0.0,9.18,4.78,2
Batumi,6.83,0.0,9.5,5.44,2
Leeds Bradford,6.23,0.0,9.19,5.14,2
Al Hoceima,6.67,0.0,9.52,5.4,2
Cork,5.67,0.0,7.09,4.25,2
Khabarovsk,7.67,0.0,0.0,2.56,0
Istanbul Asia Airport,6.8,8.5,9.15,8.15,3
Lulea,7.33,0.0,0.0,2.44,0
Cancun,6.84,9.86,8.84,8.51,3
Jinan Xiaoqiang,6.67,5.9,10.0,7.52,3
Iwate,6.67,0.0,9.52,5.4,2
Penang,6.67,10.0,8.58,8.42,3
Santiago De Compostela,6.79,0.0,9.19,5.33,2
Nantes,6.6,10.0,9.37,8.66,3
Luxor,6.79,0.0,8.96,5.25,2
Cozumel,6.87,10.0,0.0,5.62,1
Agadir,6.43,9.98,10.0,8.8,3
Geneva,6.41,10.0,0.0,5.47,1
Praia,6.85,10.0,9.57,8.81,3
Basrah,6.81,0.0,0.0,2.27,0
Recife,6.86,9.99,9.49,8.78,3
La Romana,6.83,9.97,9.29,8.7,3
Tuzla,4.91,0.0,9.87,4.93,2
Wuhan Tianhe,6.07,7.37,9.98,7.81,3
Brussels,6.67,0.0,5.79,4.15,2
Copenhagen,6.83,0.0,9.4,5.41,2
Jerez De La Frontera,6.91,0.0,7.78,4.9,2
Ixtapa Zihuatanejo,6.86,9.85,8.28,8.33,3
Rabil,6.09,10.0,9.57,8.55,3
Beijing Daxing,0.0,0.0,6.8,2.27,2
Entebbe,4.8,0.0,9.61,4.8,2
Marka,6.89,0.0,0.0,2.3,0
Danang Downtown Shop,0.0,0.0,0.0,0.0,0
Quanzhou Jinjiang,0.0,0.0,7.98,2.66,2
Medina,6.87,10.0,0.0,5.62,1
Salalah,6.73,0.0,0.0,2.24,0
Zadar,8.89,0.0,0.0,2.96,0
Guangzhou Baiyun,6.09,9.75,9.98,8.61,3
Espargos,6.5,10.0,9.41,8.64,3
Beijing,5.91,6.27,0.0,4.06,1
Lublin,6.82,0.0,0.0,2.27,0
Skopje,6.8,0.0,8.45,5.08,2
Almeria,6.36,0.0,9.17,5.18,2
Wenzhou Longwan,6.55,4.7,9.97,7.07,2
Wellington,8.57,0.0,0.0,2.86,0
Manama,6.74,5.51,0.0,4.08,1
Birmingham,6.38,0.0,9.72,5.37,2
Tunis,6.4,9.99,8.87,8.42,3
Kilimanjaro,6.75,0.0,10.0,5.58,2
Hamburg,6.82,0.0,5.53,4.12,2
Southampton,6.71,0.0,0.0,2.24,0
Mitilini,6.77,0.0,0.0,2.26,0
Bordeaux,6.5,10.0,1.54,6.01,1
Monterrey,6.84,10.0,8.6,8.48,3
Asturias,6.97,0.0,0.0,2.32,0
Kagoshima,5.71,0.0,8.08,4.6,2
Lille,6.9,0.0,9.77,5.56,2
Krakow Balice,6.79,0.0,9.81,5.53,2
Glasgow,6.48,0.0,0.01,2.16,0
Tirana,6.19,0.0,9.65,5.28,2
Shandong,6.85,0.0,0.0,2.28,0
Gaborone,7.78,0.0,0.21,2.66,0
Abu Dhabi,5.75,9.62,8.47,7.95,3
Pula,8.89,0.0,0.0,2.96,0
San Salvador Comalapa,6.84,9.8,7.84,8.16,3
Kuwait,6.05,9.94,0.0,5.33,1
Sevilla,6.44,0.0,0.0,2.15,0
Min Vody,6.75,0.0,7.86,4.87,2
Karipur,4.87,0.0,3.69,2.85,0
Haiphong,8.33,0.0,9.9,6.08,2
Providenciales (Turks and Caicos),7.5,0.0,0.0,2.5,0
Kos,6.72,0.0,0.0,2.24,0
Guernsey,5.56,0.0,0.62,2.06,0
Trichy,4.87,0.0,6.82,3.9,2
Fes,6.51,10.0,0.0,5.5,1
Bogota,6.84,9.9,6.66,7.8,3
Samos,6.76,0.0,9.82,5.53,2
Bologna,5.78,0.0,6.35,4.04,2
Cali,6.8,8.86,5.97,7.21,3
Abidjan,6.56,10.0,0.0,5.52,1
Denizli Cardak Airport,6.85,9.34,8.75,8.31,3
Aktio,6.05,0.0,10.0,5.35,2
Grenoble,6.35,10.0,10.0,8.78,3
Sardar Vallabh Bhai Patel,4.87,0.0,3.78,2.88,0
Vientiane,5.93,0.0,5.33,3.75,2
Paris Charles De Gaulle,6.67,10.0,8.44,8.37,3
Nador,6.86,9.99,6.85,7.9,3
Basseterre (Saint Kitts),6.79,9.94,0.0,5.58,1
Astrakhan,6.9,0.0,8.46,5.12,2
Karpathos,5.76,0.0,0.0,1.92,0
Vaxjo,4.67,0.0,0.0,1.56,0
Sihanoukville,6.72,10.0,8.35,8.36,3
Nis,6.53,0.0,0.0,2.18,0
Istanbul Airport,6.79,0.0,0.0,2.26,0
St. Petersburg Pulkovo,6.75,0.0,6.04,4.26,2
Cairns,7.08,0.0,6.9,4.66,2
Kazan,8.75,0.0,0.0,2.92,0
Yinchuan Hedong,6.52,7.01,9.48,7.67,3
Glasgow Prestwick,6.36,0.0,6.82,4.39,2
Jeddah,6.45,10.0,0.0,5.48,1
Samsun Airport,6.84,9.04,8.33,8.07,3
Edinburgh,6.47,0.0,9.52,5.33,2
Ciampino Airport,5.83,0.0,0.0,1.94,0
Hebei,5.15,0.0,0.0,1.72,0
Bournemouth,6.22,0.0,0.0,2.07,0
Xiamen Gaoqi,6.11,9.95,8.23,8.1,3
Pisa,6.85,0.0,9.4,5.42,2
Bilbao,6.84,0.0,9.91,5.58,2
Ningbo Lishe,6.2,0.09,9.99,5.43,2
Rosario,6.9,0.0,2.86,3.25,0
Harbin Taiping,6.75,0.0,0.0,2.25,0
Tozeur,6.36,10.0,0.0,5.45,1
Santorini,5.38,0.0,8.71,4.7,2
Szczecin,6.89,0.0,0.0,2.3,0
Belgrade,6.83,0.0,9.37,5.4,2
Paramaribo,6.79,0.0,4.13,3.64,0
Billund,6.67,0.0,9.35,5.34,2
Rotterdam,6.92,0.0,1.1,2.67,0
Guiyang Longdongbao,7.78,0.0,0.0,2.59,0
Chambery,6.86,0.0,0.0,2.29,0
Pointe-a-Pitre,6.35,10.0,8.73,8.36,3
Coolangatta,8.33,0.0,0.0,2.78,0
Alesund,8.97,0.0,0.0,2.99,0
Orebro,7.78,0.0,9.67,5.82,2
Elblag,5.0,0.0,0.0,1.67,0
Zhengzhou Xinzheng,5.65,2.53,9.99,6.06,2
Guayaquil,5.23,10.0,0.0,5.08,1
Belize City,5.38,0.0,0.0,1.79,0
Cartagena de Indias,0.0,0.0,0.0,0.0,0
Bergen,6.81,0.0,5.7,4.17,2
Alexandria,6.76,0.0,9.14,5.3,2
Florianopolis,6.79,10.0,9.55,8.78,3
Shanghai Pudong,5.93,3.57,9.66,6.39,2
Nanchang Changbei,6.62,10.0,9.96,8.86,3
Zurich,6.27,10.0,8.13,8.13,3
Mendoza,6.85,0.0,0.0,2.28,0
Abuja,6.28,10.0,8.42,8.23,3
Juba,6.9,0.0,0.0,2.3,0
Lyon Saint Exupery,6.77,10.0,1.74,6.17,1
Qingdao Liuting,6.05,9.88,9.87,8.6,3
Radom,5.56,0.0,7.48,4.35,2
Cologne,6.91,0.0,6.04,4.32,2
Chattrapati Shivaji,5.05,0.0,0.0,1.68,0
Samana El Catey,6.85,10.0,8.27,8.37,3
Puerto Vallarta,6.84,9.84,0.0,5.56,1
Santo Domingo Las Americas,6.8,9.64,4.3,6.91,1
Manchester,6.49,0.0,7.16,4.55,2
Seoul,5.74,8.54,5.72,6.67,3
Mahon Airport,6.26,0.0,9.77,5.34,2
Kristiansand,7.6,0.0,0.0,2.53,0
Sendai,4.89,0.0,7.63,4.17,2
Duesseldorf,6.8,0.0,7.15,4.65,2
Yingsheng,10.0,0.0,0.0,3.33,0
Viracopos,6.85,10.0,7.38,8.08,3
Lusaka,6.92,0.0,8.28,5.07,2
Volgograd,6.88,0.0,6.99,4.62,2
Oujda,6.55,10.0,5.62,7.39,3
Puerto Plata,6.82,9.11,7.83,7.92,3
Amritsar,4.87,0.0,6.89,3.92,2
Graz,6.79,0.0,10.0,5.6,2
Corfu,5.59,10.0,6.7,7.43,3
Bodrum Airport,6.75,9.61,9.37,8.58,3
Huatulco,0.0,0.0,0.0,0.0,0
Hannover,6.79,0.0,0.0,2.26,0
Lisbon,6.86,0.0,8.54,5.13,2
Zakynthos,5.44,0.0,4.36,3.27,0
Tel-Aviv,5.42,0.0,9.85,5.09,2
Oita,7.22,0.0,0.0,2.41,0
Cochin,6.67,0.0,8.29,4.99,2
Charleroi,6.67,0.0,0.0,2.22,0
Trabzon Airport,6.84,5.39,9.92,7.38,3
Sandefjord-Torp,6.05,0.0,5.18,3.74,2
Santa Cruz Viru Viru,10.0,0.0,10.0,6.67,2
Krasnoyarsk,6.88,0.0,9.48,5.45,2
Ufa,7.62,0.0,0.0,2.54,0
Tokyo - Shinjuku,0.0,0.0,0.0,0.0,0
Cam Ranh,6.22,0.0,6.37,4.2,2
Sanya Fenghuang,6.71,0.0,0.0,2.24,0
Treviso,5.69,0.0,9.87,5.19,2
Kinshasa,6.92,0.0,0.0,2.31,0
Munster-Osnabruck,4.9,0.0,6.56,3.82,2
Gaziantep Airport,6.85,8.92,9.82,8.53,3
Belgorod,7.78,0.0,0.0,2.59,0
Hefei Xinqiao,6.63,6.54,9.85,7.67,3
Salvador,6.84,10.0,9.09,8.64,3
Rhodes,5.6,10.0,8.2,7.93,3
Kyiv,7.5,0.0,0.0,2.5,0
Murcia,6.75,0.0,3.68,3.48,0
Malmo,6.32,0.0,8.55,4.96,2
Conakry,9.17,0.0,0.0,3.06,0
Medellin Jose Maria Cordova,5.08,0.0,7.31,4.13,2
Palermo,6.86,0.0,9.23,5.36,2
Zaporizhya,8.04,0.0,0.0,2.68,0
Palma De Mallorca,6.48,0.0,7.17,4.55,2
Tenerife,6.76,0.0,0.0,2.25,0
Xian Xianyang,6.49,9.82,5.73,7.35,3
Voronezh,7.85,0.0,0.0,2.62,0
Antalya Gazipasa Airport,6.83,9.23,0.0,5.35,1
Kalibo,7.78,0.0,8.2,5.33,2
PRISTINA,6.93,0.0,8.04,4.99,2
Fukuoka,6.51,9.46,0.0,5.32,1
Melbourne,6.76,0.0,9.04,5.27,2
London Luton,6.46,0.0,8.77,5.08,2
Faro Airport,6.74,0.0,0.0,2.25,0
Dublin,5.83,0.0,3.3,3.04,0
London City,6.8,0.0,8.87,5.22,2
Daegu (downtown),0.0,9.73,0.0,3.24,1
Yancheng Nanyang,6.73,0.0,0.0,2.24,0
Milan - Malpensa,6.82,0.0,9.02,5.28,2
Gabon,6.79,0.0,5.83,4.21,2
Pamandzi,4.85,0.0,10.0,4.95,2
Kaunas,6.94,0.0,9.5,5.48,2
Douala,7.0,0.0,10.0,5.67,2
Sfax,6.12,10.0,8.65,8.26,3
Asyut,5.33,0.0,9.87,5.07,2
Mombasa,9.0,0.0,0.0,3.0,0
RIYADH,6.81,10.0,2.77,6.53,1
Moscow - Sheremetyevo,6.8,0.0,0.0,2.27,0
East Midlands,6.15,0.0,9.41,5.19,2
Kutaisi,6.78,0.0,8.84,5.21,2
Roland Garros,6.67,10.0,7.17,7.95,3
Brasilia,6.81,10.0,8.36,8.39,3
Daegu,6.13,8.34,0.0,4.82,1
Beauvais,6.53,0.0,0.0,2.18,0
Ho Chi Minh,6.67,0.0,9.62,5.43,2
Lima,6.77,9.99,9.6,8.79,3
Quito,6.86,9.73,6.8,7.8,3
Nanjing Lukou,5.42,5.52,0.76,3.9,1
DAMMAM,6.77,10.0,4.11,6.96,1
Sofia,6.75,0.0,1.33,2.69,0
Buenos Aires Aeroparque,6.91,0.0,0.0,2.3,0
Fort-de-France,6.15,10.0,6.84,7.66,3
Taiyuan Wusu,6.71,10.0,9.58,8.76,3
Siem Reap,7.16,0.0,0.0,2.39,0
Karlsruhe Baden-Baden,10.0,0.0,0.0,3.33,0
Diyarbakir Airport,6.84,8.53,0.0,5.12,1
Barcelona,6.54,0.0,7.63,4.72,2
Nanning Wuxu,6.7,9.38,9.96,8.68,3
Antigua,6.79,0.0,0.0,2.26,0
Dubai,6.57,8.82,9.07,8.15,3
Shenyang Taoxian,6.48,9.89,9.94,8.77,3
Rome Fiumicino,6.87,0.0,9.63,5.5,2
Jeju (downtown),0.0,0.12,0.0,0.04,0
Gothenburg,6.67,0.0,8.69,5.12,2
Yaounde,8.15,0.0,0.0,2.72,0
Belo Horizonte,6.85,10.0,0.0,5.62,1
Novosibirsk,6.83,0.0,9.25,5.36,2
St. Maarten Princess Juliana,5.76,0.0,0.0,1.92,0
Heraklion Airport,6.75,10.0,8.52,8.42,3
Aomori,4.44,0.0,8.84,4.43,2
Eskisehir Airport,6.87,8.94,9.61,8.47,3
Samarkand,10.0,0.0,0.0,3.33,0
Vigo,6.86,0.0,9.71,5.52,2
Olsztyn,6.84,0.0,0.0,2.28,0
Cairo,6.79,10.0,0.0,5.6,1
Varna,6.76,0.0,1.61,2.79,0
Niamey,5.0,0.0,0.0,1.67,0
Queenstown,4.44,0.0,0.0,1.48,0
Kutahya Airport,6.95,10.0,1.39,6.11,1
Jerba,6.47,9.98,0.0,5.48,1
Los Cabos,6.83,9.93,0.0,5.59,1
Oslo,6.78,0.0,0.0,2.26,0
Christchurch,4.44,0.0,0.0,1.48,0
Budapest,8.33,0.0,0.0,2.78,0
Xuzhou Guanyin,6.75,3.08,0.0,3.28,0
Johannesburg,6.82,10.0,8.94,8.59,3
Addis Ababa,6.81,10.0,7.26,8.02,3
Cheongju,6.08,9.9,4.47,6.82,1
Aswan,6.79,0.0,9.76,5.52,2
Curacao,6.75,0.0,0.0,2.25,0
Lanzarote,6.76,0.0,8.74,5.17,2
Stuttgart,6.88,0.0,0.6,2.49,0
Naha,4.94,0.0,6.2,3.71,2
Dalian Zhoushuizi,6.75,9.94,9.66,8.78,3
