Location,Cat_A,Cat_B,Cat_D,Avg_Score
Manila - Ninoy Aquino,6.92,0.0,9.13,5.35
Bodrum Airport,6.75,9.61,9.37,8.58
Cozumel,6.87,10.0,0.0,5.62
Lyon Saint Exupery,6.77,10.0,1.74,6.17
Nanjing Lukou,5.42,5.52,0.76,3.9
Munster-Osnabruck,4.9,0.0,6.56,3.82
Casablanca,6.47,9.97,9.92,8.79
Queretaro,7.14,0.0,7.57,4.9
Dubrovnik,7.78,0.0,9.32,5.7
Alexandoupolis,5.71,0.0,0.0,1.9
Tozeur,6.36,10.0,0.0,5.45
Macau,6.67,10.0,8.03,8.23
Wroclaw,5.17,0.0,0.0,1.72
Poznan-Lawica,4.81,0.0,0.0,1.6
Humberside,6.67,0.0,0.0,2.22
Guatemala City,6.89,5.12,4.46,5.49
Astrakhan,6.9,0.0,8.46,5.12
Sharm El Sheikh,6.78,0.0,9.19,5.32
Guadalajara,6.86,9.9,0.0,5.59
Kuala Lumpur,6.52,9.17,0.0,5.23
Chengdu Tianfu,6.52,7.52,8.03,7.36
Manila Downtown Shop,0.0,0.0,0.0,0.0
Ohrid,6.83,0.0,4.57,3.8
Cartagena de Indias,0.0,0.0,0.0,0.0
Cam Ranh,6.22,0.0,6.37,4.2
Hefei Xinqiao,6.63,6.54,9.85,7.67
Everrich Downtown Kinmen,5.89,9.96,4.05,6.63
Panama Tocumen,6.79,9.96,7.83,8.19
Alexandria,6.76,0.0,9.14,5.3
London City,6.8,0.0,8.87,5.22
Abidjan,6.56,10.0,0.0,5.52
Ioannina,6.98,0.0,8.47,5.15
St. George's Point Saline,6.81,10.0,9.62,8.81
Riga,6.9,0.0,4.95,3.95
Nanchang Changbei,6.62,10.0,9.96,8.86
Seoul (downtown),0.0,0.35,0.0,0.12
Puerto Plata,6.82,9.11,7.83,7.92
Bordeaux,6.5,10.0,1.54,6.01
Kutaisi,6.78,0.0,8.84,5.21
Vientiane,5.93,0.0,5.33,3.75
Christchurch,4.44,0.0,0.0,1.48
Sihanoukville,6.72,10.0,8.35,8.36
Fortaleza,6.87,10.0,7.68,8.18
Copenhagen,6.83,0.0,9.4,5.41
Pula,8.89,0.0,0.0,2.96
Yantai Penglai,6.03,9.97,0.06,5.35
Manas,6.15,0.0,0.0,2.05
Sofia,6.75,0.0,1.33,2.69
Yinchuan Hedong,6.52,7.01,9.48,7.67
Dubai,6.57,8.82,9.07,8.15
Jerez De La Frontera,6.91,0.0,7.78,4.9
Durban,6.74,10.0,9.78,8.84
Taipei - Taoyuan,5.89,9.97,4.43,6.76
Daegu,6.13,8.34,0.0,4.82
Santiago Arturo Merino Benitez,6.67,10.0,10.0,8.89
Santa Cruz Viru Viru,10.0,0.0,10.0,6.67
Murcia,6.75,0.0,3.68,3.48
Monterrey,6.84,10.0,8.6,8.48
Heraklion Airport,6.75,10.0,8.52,8.42
Treviso,5.69,0.0,9.87,5.19
Rabil,6.09,10.0,9.57,8.55
Kralendijk (Bonaire),6.79,0.0,0.0,2.26
Shanghai Hongqiao,6.1,6.63,3.29,5.34
Glasgow,6.48,0.0,0.01,2.16
Bournemouth,6.22,0.0,0.0,2.07
Zhukovsky,0.0,0.0,0.0,0.0
Dar Es Salaam,6.5,10.0,0.0,5.5
Mendoza,6.85,0.0,0.0,2.28
Seoul,5.74,8.54,5.72,6.67
Yanji Zhaoyangchuan,6.54,0.0,0.0,2.18
Krasnodar,7.47,0.0,0.0,2.49
Monastir,6.39,9.99,0.0,5.46
Lusaka,6.92,0.0,8.28,5.07
Goa,4.87,0.0,7.18,4.02
Tokyo - Shinjuku,0.0,0.0,0.0,0.0
Lulea,7.33,0.0,0.0,2.44
Memmingen,10.0,0.0,0.0,3.33
Tenerife,6.76,0.0,0.0,2.25
Bangui,8.33,0.0,0.0,2.78
Chitose,4.94,0.0,7.94,4.29
RIYADH,6.81,10.0,2.77,6.53
Erfurt,10.0,0.0,0.0,3.33
Zurich,6.27,10.0,8.13,8.13
Zhengzhou Xinzheng,5.65,2.53,9.99,6.06
Ankara Airport,6.84,9.52,9.41,8.59
Essaouira,6.84,9.99,10.0,8.94
Hong Kong,6.21,9.99,0.0,5.4
Cape Town,6.9,10.0,8.87,8.59
Johannesburg,6.82,10.0,8.94,8.59
Kunming Wujiaba,6.16,9.99,7.04,7.73
DAMMAM,6.77,10.0,4.11,6.96
Aqaba,6.86,10.0,0.0,5.62
Yancheng Nanyang,6.73,0.0,0.0,2.24
Indira Gandhi,5.25,0.0,0.0,1.75
Sydney,6.67,0.0,9.84,5.5
Dublin,5.83,0.0,3.3,3.04
Guangzhou Baiyun,6.09,9.75,9.98,8.61
Abu Dhabi,5.75,9.62,8.47,7.95
Buenos Aires Aeroparque,6.91,0.0,0.0,2.3
London Heathrow,6.55,0.0,9.17,5.24
Mahon Airport,6.26,0.0,9.77,5.34
Newcastle,6.47,0.0,6.18,4.22
Kristiansand,7.6,0.0,0.0,2.53
Taichung,6.03,9.96,5.82,7.27
Marka,6.89,0.0,0.0,2.3
Eindhoven,6.88,0.0,0.0,2.29
Athens,6.26,10.0,8.18,8.15
Piarco,6.67,0.0,2.88,3.18
Montevideo,6.67,0.0,2.86,3.18
Pisa,6.85,0.0,9.4,5.42
Billund,6.67,0.0,9.35,5.34
Milan - Linate,6.88,0.0,4.11,3.66
Hiroshima,4.89,0.0,10.0,4.96
Alesund,8.97,0.0,0.0,2.99
Umea,7.08,0.0,9.71,5.6
Min Vody,6.75,0.0,7.86,4.87
Toulouse,6.86,10.0,0.0,5.62
Aktio,6.05,0.0,10.0,5.35
Khabarovsk,7.67,0.0,0.0,2.56
London Gatwick,6.58,0.0,0.0,2.19
Danang Downtown Shop,0.0,0.0,0.0,0.0
Muan,6.56,10.0,0.04,5.53
Cairo,6.79,10.0,0.0,5.6
Batumi,6.83,0.0,9.5,5.44
Eskisehir Airport,6.87,8.94,9.61,8.47
Santiago De Compostela,6.79,0.0,9.19,5.33
Lviv,7.36,0.0,0.0,2.45
Rome Fiumicino,6.87,0.0,9.63,5.5
Rostov Don,7.81,0.0,0.0,2.6
Rzeszow,5.0,0.0,10.0,5.0
Bergen,6.81,0.0,5.7,4.17
Managua,6.87,9.46,5.83,7.39
Leeds Bradford,6.23,0.0,9.19,5.14
Rosario,6.9,0.0,2.86,3.25
Santo Domingo Las Americas,6.8,9.64,4.3,6.91
Ibaraki,4.44,0.0,6.8,3.75
Mexico City,6.84,9.87,0.0,5.57
Windhoek,6.67,0.0,0.0,2.22
Madeira,6.67,0.0,9.0,5.22
Male,5.33,0.0,8.94,4.76
Chania,5.86,0.0,7.93,4.6
Lublin,6.82,0.0,0.0,2.27
Miyazaki,6.67,0.0,0.0,2.22
Perth,6.71,10.0,0.0,5.57
Bourgas,6.2,0.0,0.6,2.27
Southampton,6.71,0.0,0.0,2.24
Manama,6.74,5.51,0.0,4.08
Charleroi,6.67,0.0,0.0,2.22
Baku,4.94,0.0,9.91,4.95
Samos,6.76,0.0,9.82,5.53
Lille,6.9,0.0,9.77,5.56
Bristol,6.47,0.0,10.0,5.49
Samsun Airport,6.84,9.04,8.33,8.07
Port Louis,5.24,0.0,9.84,5.03
Cologne,6.91,0.0,6.04,4.32
Salzburg,6.78,0.0,9.25,5.34
Vladivostok,9.67,0.0,0.0,3.22
Yaounde,8.15,0.0,0.0,2.72
Ufa,7.62,0.0,0.0,2.54
Medellin Jose Maria Cordova,5.08,0.0,7.31,4.13
Genoa,5.76,0.0,0.0,1.92
Salvador,6.84,10.0,9.09,8.64
Ngurah Rai,6.76,9.96,9.16,8.63
Bridgetown,6.76,0.0,1.61,2.79
Milan - Malpensa,6.82,0.0,9.02,5.28
Venice,6.78,0.0,9.07,5.28
Qingdao Liuting,6.05,9.88,9.87,8.6
Jeddah,6.45,10.0,0.0,5.48
Bariloche,5.0,0.0,0.06,1.69
Wuxi Shuofang,6.71,10.0,9.95,8.89
Exeter,6.72,0.0,0.0,2.24
Nice,6.77,10.0,0.0,5.59
Shenyang Taoxian,6.48,9.89,9.94,8.77
Shizuoka,5.83,0.0,6.1,3.98
Gabon,6.79,0.0,5.83,4.21
Doncaster,7.32,0.0,0.0,2.44
Kingston,6.67,0.0,0.0,2.22
Baghdad,6.78,0.0,0.0,2.26
Belgrade,6.83,0.0,9.37,5.4
Curacao,6.75,0.0,0.0,2.25
Mazatlan,6.85,9.32,10.0,8.72
Zanzibar,5.44,0.0,0.0,1.81
Podgorica,5.56,0.0,9.87,5.14
Beijing,5.91,6.27,0.0,4.06
Beirut - Rafik Hariri,6.77,0.0,7.4,4.72
Rhodes,5.6,10.0,8.2,7.93
Skopje,6.8,0.0,8.45,5.08
Wellington,8.57,0.0,0.0,2.86
Stavanger,6.78,0.0,9.28,5.35
Birmingham,6.38,0.0,9.72,5.37
Graz,6.79,0.0,10.0,5.6
Anna,4.87,0.0,0.0,1.62
Basrah,6.81,0.0,0.0,2.27
Melbourne,6.76,0.0,9.04,5.27
Naples,6.04,0.0,7.68,4.57
Nuernberg,6.86,0.0,0.0,2.29
Urumchi Diwobao,6.48,10.0,0.76,5.75
Zia,4.93,0.0,9.85,4.93
Quito,6.86,9.73,6.8,7.8
Zaporizhya,8.04,0.0,0.0,2.68
Porto Alegre,6.85,10.0,7.68,8.18
Bydgoszcz,5.17,0.0,9.18,4.78
Pamandzi,4.85,0.0,10.0,4.95
Cairns,7.08,0.0,6.9,4.66
Luanda,6.9,0.0,0.0,2.3
Banjul,6.9,0.0,0.0,2.3
Luxor,6.79,0.0,8.96,5.25
Jinan Xiaoqiang,6.67,5.9,10.0,7.52
Ciampino Airport,5.83,0.0,0.0,1.94
Xiamen Gaoqi,6.11,9.95,8.23,8.1
Norwich,6.82,0.0,9.71,5.51
Asuncion Silvio Petterossi,6.85,0.0,7.95,4.93
Strasbourg,6.92,0.0,9.67,5.53
Dresden,7.14,0.0,0.0,2.38
London Luton,6.46,0.0,8.77,5.08
Jaipur,4.87,0.0,0.0,1.62
St. Petersburg Pulkovo,6.75,0.0,6.04,4.26
Fukushima,6.67,0.0,3.17,3.28
Punta Cana - Higuey,6.78,9.82,8.31,8.3
Yangyang,6.67,10.0,0.0,5.56
Berlin Brandenburg,6.82,0.0,0.0,2.27
Cardiff,6.43,0.0,9.26,5.23
Hangzhou Xiaoshan,6.09,2.42,9.99,6.17
Changzhou Benniu,6.91,0.0,0.0,2.3
Montpellier,6.88,0.0,9.71,5.53
Bujumbura,5.0,0.0,9.37,4.79
Djibouti,5.0,0.0,0.0,1.67
Johor Bahru,6.13,7.84,9.07,7.68
Paris Orly,6.76,10.0,0.0,5.59
Kharkiv,7.78,0.0,0.0,2.59
Santander,6.92,0.0,8.53,5.15
Tirstrup,0.0,0.0,0.0,0.0
Szczecin,6.89,0.0,0.0,2.3
Phu Quok,6.87,0.0,9.04,5.3
Mombasa,9.0,0.0,0.0,3.0
Juba (inactive),0.0,0.0,9.62,3.21
Izmir Airport,6.82,9.62,9.85,8.76
La Paz El Alto,10.0,0.0,0.0,3.33
Bogota,6.84,9.9,6.66,7.8
Sao Paulo - Guarulhos,6.85,10.0,8.64,8.5
Santorini,5.38,0.0,8.71,4.7
Budapest,8.33,0.0,0.0,2.78
PRISTINA,6.93,0.0,8.04,4.99
Elblag,5.0,0.0,0.0,1.67
Marsa Aalam,6.73,0.0,9.92,5.55
Jomo Kenyatta,6.42,9.99,6.99,7.8
Fuzhou Changle,6.02,10.0,6.37,7.46
Gerona,6.44,0.0,9.72,5.39
Ostrava,6.83,0.0,8.43,5.09
Sarajevo,4.91,0.0,9.61,4.84
Gibraltar,5.33,0.0,10.0,5.11
Brussels,6.67,0.0,5.79,4.15
Sochi,6.75,0.0,2.77,3.17
Phnom Penh,6.75,4.28,8.24,6.42
Singapore - Changi,6.83,0.0,7.65,4.83
Tulear,6.97,0.0,0.0,2.32
Chisinau,7.76,0.0,0.0,2.59
Rabat,6.53,10.0,4.54,7.02
Kilimanjaro,6.75,0.0,10.0,5.58
Trabzon Airport,6.84,5.39,9.92,7.38
Manchester,6.49,0.0,7.16,4.55
Xian Xianyang,6.49,9.82,5.73,7.35
Kavala,5.52,0.0,9.8,5.11
Kagoshima,5.71,0.0,8.08,4.6
Aomori,4.44,0.0,8.84,4.43
Amritsar,4.87,0.0,6.89,3.92
Kigali,4.89,0.0,7.83,4.24
Shandong,6.85,0.0,0.0,2.28
Kyiv,7.5,0.0,0.0,2.5
Soekarno Hatta,6.85,10.0,9.83,8.89
Diyarbakir Airport,6.84,8.53,0.0,5.12
Guayaquil,5.23,10.0,0.0,5.08
Palermo,6.86,0.0,9.23,5.36
Rotterdam,6.92,0.0,1.1,2.67
Lagos,6.83,10.0,9.65,8.83
Moi,8.89,0.0,0.0,2.96
Ho Chi Minh,6.67,0.0,9.62,5.43
Paderborn,6.82,0.0,9.84,5.55
Quanzhou Jinjiang,0.0,0.0,7.98,2.66
Vaxjo,4.67,0.0,0.0,1.56
Paramaribo,6.79,0.0,4.13,3.64
Ulaanbaatar,6.67,0.0,0.0,2.22
Varna,6.76,0.0,1.61,2.79
Beauvais,6.53,0.0,0.0,2.18
Florianopolis,6.79,10.0,9.55,8.78
Bologna,5.78,0.0,6.35,4.04
Erbil International Airport,5.0,0.0,5.93,3.64
Rio de Janeiro,6.82,10.0,8.71,8.51
Sardar Vallabh Bhai Patel,4.87,0.0,3.78,2.88
Sandefjord-Torp,6.05,0.0,5.18,3.74
San Jose,5.24,0.0,0.0,1.75
San Jose,5.24,0.0,9.42,4.89
Xuzhou Guanyin,6.75,3.08,0.0,3.28
San Salvador Comalapa,6.84,9.8,7.84,8.16
Pengsheng,5.0,0.0,0.44,1.81
Sfax,6.12,10.0,8.65,8.26
Buenos Aires - Ezeiza,6.84,0.0,0.76,2.53
Liverpool,6.47,0.0,0.0,2.16
Oranjestad,6.8,9.15,9.25,8.4
Gothenburg,6.67,0.0,8.69,5.12
Kaohsiung,5.89,9.97,6.64,7.5
Iwate,6.67,0.0,9.52,5.4
Reus,6.26,0.0,9.78,5.35
Cheongju,6.08,9.9,4.47,6.82
Banja Luka,6.67,0.0,10.0,5.56
Madrid Barajas,6.83,0.0,9.6,5.48
Adana Airport,6.87,9.16,6.73,7.59
Cayenne (REC),0.0,0.0,10.0,3.33
Nantes,6.6,10.0,9.37,8.66
Kayseri Airport,6.84,10.0,10.0,8.95
Mangalore,4.87,0.0,6.95,3.94
Kutahya Airport,6.95,10.0,1.39,6.11
Bremen,6.77,0.0,0.0,2.26
Beira,8.75,0.0,0.0,2.92
Espargos,6.5,10.0,9.41,8.64
Krasnoyarsk,6.88,0.0,9.48,5.45
Abuja,6.28,10.0,8.42,8.23
Amsterdam - Schiphol,6.79,0.0,0.0,2.26
Jersey,6.67,0.0,9.91,5.53
Cukurova Airport,6.86,9.08,0.0,5.31
Addis Ababa,6.81,10.0,7.26,8.02
Muscat,6.78,0.0,7.26,4.68
Adelaide,6.19,0.0,5.83,4.01
Geneva,6.41,10.0,0.0,5.47
Tarbes - Lourdes,6.67,10.0,9.5,8.72
Denizli Cardak Airport,6.85,9.34,8.75,8.31
Warsaw-Modlin,6.92,0.0,9.04,5.32
Danang,6.67,0.0,0.0,2.22
Kinshasa,6.92,0.0,0.0,2.31
Hannover,6.79,0.0,0.0,2.26
Jeju,6.06,9.74,3.32,6.37
Grenoble,6.35,10.0,10.0,8.78
Brasilia,6.81,10.0,8.36,8.39
Sanya Fenghuang,6.71,0.0,0.0,2.24
Palma De Mallorca,6.48,0.0,7.17,4.55
Vienna,6.77,0.0,8.52,5.1
Moscow - Domodedovo,6.76,0.0,9.0,5.25
Gran Canaria,6.76,0.0,6.68,4.48
Roland Garros,6.67,10.0,7.17,7.95
Lubumbashi,7.14,0.0,9.72,5.62
Suleymania Airport,6.81,0.0,0.0,2.27
Cali,6.8,8.86,5.97,7.21
Guiyang Longdongbao,7.78,0.0,0.0,2.59
Acapulco,8.48,0.0,0.0,2.83
Hanoi,5.4,0.0,9.15,4.85
Almaty,5.0,0.0,9.92,4.97
Fort-de-France,6.15,10.0,6.84,7.66
Granada,5.76,0.0,9.31,5.02
Ixtapa Zihuatanejo,6.86,9.85,8.28,8.33
Gaborone,7.78,0.0,0.21,2.66
Alicante,6.32,0.0,8.22,4.85
Malaga,6.48,0.0,0.0,2.16
Islamabad,3.33,0.0,10.0,4.44
Niamey,5.0,0.0,0.0,1.67
Jerba,6.47,9.98,0.0,5.48
Prague,6.07,0.0,0.0,2.02
Bandaranaike,5.1,0.0,9.66,4.92
Bari,5.78,0.0,8.85,4.88
Mykonos,5.53,0.0,9.37,4.97
Port-au-Prince (Haiti),6.76,0.0,5.18,3.98
Ningbo Lishe,6.2,0.09,9.99,5.43
Natal,6.84,10.0,4.78,7.21
Zakynthos,5.44,0.0,4.36,3.27
Bangalore,6.18,10.0,6.2,7.46
Lucknow,4.87,0.0,5.82,3.56
Nador,6.86,9.99,6.85,7.9
Mactan,6.67,0.0,0.0,2.22
Nanning Wuxu,6.7,9.38,9.96,8.68
La Romana,6.83,9.97,9.29,8.7
Tegucigalpa,9.0,0.0,0.0,3.0
Penang,6.67,10.0,8.58,8.42
Nouakchott,6.9,0.0,10.0,5.63
Bamako,6.89,0.0,10.0,5.63
Bergamo,6.86,0.0,9.3,5.39
Makhachkala,6.94,0.0,6.75,4.56
Vigo,6.86,0.0,9.71,5.52
Lima,6.77,9.99,9.6,8.79
Taiyuan Wusu,6.71,10.0,9.58,8.76
Antalya Gazipasa Airport,6.83,9.23,0.0,5.35
Zagreb,6.11,0.0,7.85,4.65
Helsinki-Vantaa,7.04,0.0,0.0,2.35
Changchun Longjia,5.96,10.0,9.93,8.63
Samarkand,10.0,0.0,0.0,3.33
Tangier,6.6,9.99,5.72,7.44
Cancun,6.84,9.86,8.84,8.51
Fuerteventura,6.76,0.0,9.49,5.42
Katowice,5.0,0.0,9.82,4.94
Busan - Kimhae (downtown),0.0,2.64,0.0,0.88
Shenzhen Bao'an,7.19,0.0,0.0,2.4
Medina,6.87,10.0,0.0,5.62
Antigua,6.79,0.0,0.0,2.26
Minsk,6.79,0.0,10.0,5.6
Wuhan Tianhe,6.07,7.37,9.98,7.81
Incheon,6.08,9.64,4.3,6.67
Conakry,9.17,0.0,0.0,3.06
Cochin,6.67,0.0,8.29,4.99
Entebbe,4.8,0.0,9.61,4.8
Mudanjiang Hailang,6.71,8.45,0.0,5.05
Oita,7.22,0.0,0.0,2.41
Jieyang Chaoshan,6.71,0.0,0.0,2.24
Aktau,10.0,0.0,0.0,3.33
