Location,Cat_A,Cat_B,Cat_D,Avg_Score
Fuzhou Changle,6.02,10.0,6.37,7.46
Lviv,7.36,0.0,0.0,2.45
Chengdu Tianfu,6.52,7.52,8.03,7.36
London City,6.8,0.0,8.87,5.22
Belgrade,6.83,0.0,9.37,5.4
Moi,8.89,0.0,0.0,2.96
London Luton,6.46,0.0,8.77,5.08
Hefei Xinqiao,6.63,6.54,9.85,7.67
Liberia,5.24,0.0,3.2,2.81
Khabarovsk,7.67,0.0,0.0,2.56
Enfidha,6.85,9.99,8.55,8.46
Beira,8.75,0.0,0.0,2.92
Copenhagen,6.83,0.0,9.4,5.41
Douala,7.0,0.0,10.0,5.67
Antalya Gazipasa Airport,6.83,9.23,0.0,5.35
Memmingen,10.0,0.0,0.0,3.33
Dnipropetrovsk,8.0,0.0,0.0,2.67
Gothenburg,6.67,0.0,8.69,5.12
Tozeur,6.36,10.0,0.0,5.45
Cochin,6.67,0.0,8.29,4.99
Belize City,5.38,0.0,0.0,1.79
Huatulco,0.0,0.0,0.0,0.0
Acapulco,8.48,0.0,0.0,2.83
Cartagena de Indias,0.0,0.0,0.0,0.0
Chubu,6.58,8.98,8.52,8.03
Punta del Este,3.33,0.0,0.0,1.11
Izmir Airport,6.82,9.62,9.85,8.76
La Paz Manuel Marquez de Leon,6.84,0.0,4.86,3.9
Los Cabos,6.83,9.93,0.0,5.59
Charleroi,6.67,0.0,0.0,2.22
Dublin,5.83,0.0,3.3,3.04
Oranjestad,6.8,9.15,9.25,8.4
Madeira,6.67,0.0,9.0,5.22
Amsterdam - Schiphol,6.79,0.0,0.0,2.26
Eskisehir Airport,6.87,8.94,9.61,8.47
Ulaanbaatar,6.67,0.0,0.0,2.22
Novosibirsk,6.83,0.0,9.25,5.36
Shenzhen Bao'an,7.19,0.0,0.0,2.4
Berlin Brandenburg,6.82,0.0,0.0,2.27
Sfax,6.12,10.0,8.65,8.26
Mendoza,6.85,0.0,0.0,2.28
Manchester,6.49,0.0,7.16,4.55
Aomori,4.44,0.0,8.84,4.43
Cairns,7.08,0.0,6.9,4.66
Rostov Don,7.81,0.0,0.0,2.6
Sochi,6.75,0.0,2.77,3.17
Osaka - Kansai,6.58,5.08,9.03,6.9
Muscat,6.78,0.0,7.26,4.68
Split,7.78,0.0,5.93,4.57
Shenyang Taoxian,6.48,9.89,9.94,8.77
Porto Alegre,6.85,10.0,7.68,8.18
Kingston,6.67,0.0,0.0,2.22
Alesund,8.97,0.0,0.0,2.99
Lodz,6.83,0.0,9.61,5.48
Eindhoven,6.88,0.0,0.0,2.29
Puerto Vallarta,6.84,9.84,0.0,5.56
Lagos,6.83,10.0,9.65,8.83
Xian Xianyang,6.49,9.82,5.73,7.35
Erbil International Airport,5.0,0.0,5.93,3.64
Addis Ababa,6.81,10.0,7.26,8.02
Incheon,6.08,9.64,4.3,6.67
Hatay Airport,9.52,0.0,0.0,3.17
Rosario,6.9,0.0,2.86,3.25
Santiago Arturo Merino Benitez,6.67,10.0,10.0,8.89
Juba (inactive),0.0,0.0,9.62,3.21
Taiyuan Wusu,6.71,10.0,9.58,8.76
Gabon,6.79,0.0,5.83,4.21
Mykonos,5.53,0.0,9.37,4.97
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,3.4,2.76
Soekarno Hatta,6.85,10.0,9.83,8.89
Xuzhou Guanyin,6.75,3.08,0.0,3.28
Kristiansand,7.6,0.0,0.0,2.53
Faroe Islands,6.67,0.0,9.55,5.41
Roland Garros,6.67,10.0,7.17,7.95
Frankfurt,6.82,0.0,3.33,3.38
Bergen,6.81,0.0,5.7,4.17
La Palma,5.96,0.0,9.07,5.01
Wroclaw,5.17,0.0,0.0,1.72
Asturias,6.97,0.0,0.0,2.32
Florence,6.86,0.0,9.71,5.52
Nador,6.86,9.99,6.85,7.9
Doha,5.05,0.0,6.68,3.91
Nuernberg,6.86,0.0,0.0,2.29
Tokyo - Shinjuku,0.0,0.0,0.0,0.0
Guangzhou Baiyun,6.09,9.75,9.98,8.61
Toulouse,6.86,10.0,0.0,5.62
Skopje,6.8,0.0,8.45,5.08
Olsztyn,6.84,0.0,0.0,2.28
Santa Cruz Viru Viru,10.0,0.0,10.0,6.67
Vilnius,6.94,0.0,0.0,2.31
Lusaka,6.92,0.0,8.28,5.07
Ekaterinburg,6.79,0.0,8.39,5.06
Seoul (downtown),0.0,0.35,0.0,0.12
Luxor,6.79,0.0,8.96,5.25
Skiathos,6.67,0.0,10.0,5.56
Pengsheng,5.0,0.0,0.44,1.81
Brno,4.44,0.0,9.84,4.76
Essaouira,6.84,9.99,10.0,8.94
Fes,6.51,10.0,0.0,5.5
Ohrid,6.83,0.0,4.57,3.8
Umea,7.08,0.0,9.71,5.6
Istanbul Airport,6.79,0.0,0.0,2.26
Phu Quok,6.87,0.0,9.04,5.3
Warsaw,6.83,0.0,0.0,2.28
Doncaster,7.32,0.0,0.0,2.44
Alicante,6.32,0.0,8.22,4.85
Viracopos,6.85,10.0,7.38,8.08
Takamatsu,5.0,0.0,3.78,2.93
Ibaraki,4.44,0.0,6.8,3.75
Warsaw-Modlin,6.92,0.0,9.04,5.32
Kagoshima,5.71,0.0,8.08,4.6
Salzburg,6.78,0.0,9.25,5.34
Jinan Xiaoqiang,6.67,5.9,10.0,7.52
Dresden,7.14,0.0,0.0,2.38
Kaunas,6.94,0.0,9.5,5.48
Cardiff,6.43,0.0,9.26,5.23
Kota Kinabalu,6.67,3.37,4.98,5.01
Astrakhan,6.9,0.0,8.46,5.12
Montego Bay,6.73,9.61,8.53,8.29
Zurich,6.27,10.0,8.13,8.13
Kalibo,7.78,0.0,8.2,5.33
Juba,6.9,0.0,0.0,2.3
Guatemala City,6.89,5.12,4.46,5.49
Natal,6.84,10.0,4.78,7.21
Changchun Longjia,5.96,10.0,9.93,8.63
Santander,6.92,0.0,8.53,5.15
Mahon Airport,6.26,0.0,9.77,5.34
Goa,4.87,0.0,7.18,4.02
Oita,7.22,0.0,0.0,2.41
Krasnoyarsk,6.88,0.0,9.48,5.45
Islamabad,3.33,0.0,10.0,4.44
Abuja,6.28,10.0,8.42,8.23
Jersey,6.67,0.0,9.91,5.53
Paramaribo,6.79,0.0,4.13,3.64
East Midlands,6.15,0.0,9.41,5.19
Tirana,6.19,0.0,9.65,5.28
Cork,5.67,0.0,7.09,4.25
Rabil,6.09,10.0,9.57,8.55
Norwich,6.82,0.0,9.71,5.51
Providenciales (Turks and Caicos),7.5,0.0,0.0,2.5
Ouarzazate,6.83,10.0,6.95,7.93
Tangier,6.6,9.99,5.72,7.44
Mitilini,6.77,0.0,0.0,2.26
Hyderabad,5.18,0.0,0.0,1.73
Sao Paulo - Guarulhos,6.85,10.0,8.64,8.5
Shymkent,7.92,0.0,0.0,2.64
Adelaide,6.19,0.0,5.83,4.01
Cozumel,6.87,10.0,0.0,5.62
Lucknow,4.87,0.0,5.82,3.56
Asyut,5.33,0.0,9.87,5.07
Kuala Lumpur,6.52,9.17,0.0,5.23
Cukurova Airport,6.86,9.08,0.0,5.31
La Paz El Alto,10.0,0.0,0.0,3.33
Iwate,6.67,0.0,9.52,5.4
Tulear,6.97,0.0,0.0,2.32
Kaohsiung,5.89,9.97,6.64,7.5
Taipei - Taoyuan,5.89,9.97,4.43,6.76
Banjul,6.9,0.0,0.0,2.3
St. Maarten Princess Juliana,5.76,0.0,0.0,1.92
Mangalore,4.87,0.0,6.95,3.94
Port Louis,5.24,0.0,9.84,5.03
Reus,6.26,0.0,9.78,5.35
Nanjing Lukou,5.42,5.52,0.76,3.9
Male,5.33,0.0,8.94,4.76
Marseille,6.76,10.0,8.01,8.26
Lisbon,6.86,0.0,8.54,5.13
Hangzhou Xiaoshan,6.09,2.42,9.99,6.17
Danang Downtown Shop,0.0,0.0,0.0,0.0
Manila Downtown Shop,0.0,0.0,0.0,0.0
Marrakech,6.43,9.98,9.49,8.63
San Salvador Comalapa,6.84,9.8,7.84,8.16
Zagreb,6.11,0.0,7.85,4.65
St. George's Point Saline,6.81,10.0,9.62,8.81
Newcastle,6.47,0.0,6.18,4.22
Singapore - Changi,6.83,0.0,7.65,4.83
Oujda,6.55,10.0,5.62,7.39
Leeds Bradford,6.23,0.0,9.19,5.14
Christchurch,4.44,0.0,0.0,1.48
Madrid Barajas,6.83,0.0,9.6,5.48
Alexandria,6.76,0.0,9.14,5.3
Varna,6.76,0.0,1.61,2.79
Karipur,4.87,0.0,3.69,2.85
Gibraltar,5.33,0.0,10.0,5.11
Riga,6.9,0.0,4.95,3.95
Cam Ranh,6.22,0.0,6.37,4.2
Shannon,5.0,0.0,6.95,3.98
Vigo,6.86,0.0,9.71,5.52
Queenstown,4.44,0.0,0.0,1.48
Liverpool,6.47,0.0,0.0,2.16
Zaporizhya,8.04,0.0,0.0,2.68
Quito,6.86,9.73,6.8,7.8
Al Hoceima,6.67,0.0,9.52,5.4
Zadar,8.89,0.0,0.0,2.96
Trondheim,6.79,0.0,2.82,3.2
Oslo,6.78,0.0,0.0,2.26
Katima Mulilo,4.76,0.0,0.0,1.59
Yangyang,6.67,10.0,0.0,5.56
RIYADH,6.81,10.0,2.77,6.53
Santiago Cibao,6.79,2.39,1.31,3.5
Katowice,5.0,0.0,9.82,4.94
Mandalay,5.42,0.0,0.0,1.81
Krasnodar,7.47,0.0,0.0,2.49
Ningbo Lishe,6.2,0.09,9.99,5.43
Lanzarote,6.76,0.0,8.74,5.17
Tashkent,5.6,0.0,8.31,4.64
Moscow - Domodedovo,6.76,0.0,9.0,5.25
Kunming Wujiaba,6.16,9.99,7.04,7.73
Makhachkala,6.94,0.0,6.75,4.56
Kyiv,7.5,0.0,0.0,2.5
Monterrey,6.84,10.0,8.6,8.48
Tunis,6.4,9.99,8.87,8.42
Stuttgart,6.88,0.0,0.6,2.49
Agadir,6.43,9.98,10.0,8.8
Buenos Aires - Ezeiza,6.84,0.0,0.76,2.53
Istanbul Asia Airport,6.8,8.5,9.15,8.15
Verona,6.83,0.0,10.0,5.61
Grenoble,6.35,10.0,10.0,8.78
Pisa,6.85,0.0,9.4,5.42
Ixtapa Zihuatanejo,6.86,9.85,8.28,8.33
Milan - Malpensa,6.82,0.0,9.02,5.28
Nouakchott,6.9,0.0,10.0,5.63
Genoa,5.76,0.0,0.0,1.92
Bologna,5.78,0.0,6.35,4.04
Cheongju,6.08,9.9,4.47,6.82
Bremen,6.77,0.0,0.0,2.26
Melbourne,6.76,0.0,9.04,5.27
Karpathos,5.76,0.0,0.0,1.92
Tarbes - Lourdes,6.67,10.0,9.5,8.72
Guayaquil,5.23,10.0,0.0,5.08
Dar Es Salaam,6.5,10.0,0.0,5.5
Southampton,6.71,0.0,0.0,2.24
Pointe-a-Pitre,6.35,10.0,8.73,8.36
Tokyo - Narita,6.55,9.51,8.71,8.26
Mudanjiang Hailang,6.71,8.45,0.0,5.05
Basrah,6.81,0.0,0.0,2.27
Yinchuan Hedong,6.52,7.01,9.48,7.67
Athens,6.26,10.0,8.18,8.15
Samara,6.67,0.0,10.0,5.56
Chattrapati Shivaji,5.05,0.0,0.0,1.68
Kavala,5.52,0.0,9.8,5.11
Niamey,5.0,0.0,0.0,1.67
Sofia,6.75,0.0,1.33,2.69
Lublin,6.82,0.0,0.0,2.27
Ras El Khaymah,6.8,0.0,2.11,2.97
Palma De Mallorca,6.48,0.0,7.17,4.55
Siem Reap,7.16,0.0,0.0,2.39
Aberdeen,6.44,0.0,9.6,5.35
Sharjah,5.78,9.3,8.22,7.77
Curacao,6.75,0.0,0.0,2.25
Aalborg,6.67,0.0,0.0,2.22
Bergamo,6.86,0.0,9.3,5.39
Bogota,6.84,9.9,6.66,7.8
Iloilo,0.0,0.0,0.0,0.0
Aqaba,6.86,10.0,0.0,5.62
Chongqing Jiangbei,5.99,9.91,9.99,8.63
Jaipur,4.87,0.0,0.0,1.62
Krakow Balice,6.79,0.0,9.81,5.53
Hrabrovo,7.62,0.0,0.0,2.54
Naples,6.04,0.0,7.68,4.57
Bristol,6.47,0.0,10.0,5.49
London Stansted,6.57,0.0,9.55,5.37
Daegu,6.13,8.34,0.0,4.82
Harbin Taiping,6.75,0.0,0.0,2.25
Ramon,10.0,0.0,0.0,3.33
Hamburg,6.82,0.0,5.53,4.12
Ibiza,6.46,0.0,0.0,2.15
Sardar Vallabh Bhai Patel,4.87,0.0,3.78,2.88
Marsa Aalam,6.73,0.0,9.92,5.55
Asuncion Silvio Petterossi,6.85,0.0,7.95,4.93
Managua,6.87,9.46,5.83,7.39
Bari,5.78,0.0,8.85,4.88
Samarkand,10.0,0.0,0.0,3.33
Nykoping,6.67,0.0,7.18,4.62
Aktio,6.05,0.0,10.0,5.35
Jerba,6.47,9.98,0.0,5.48
Durban,6.74,10.0,9.78,8.84
Cologne,6.91,0.0,6.04,4.32
Florianopolis,6.79,10.0,9.55,8.78
Shanghai Hongqiao,6.1,6.63,3.29,5.34
Tel-Aviv,5.42,0.0,9.85,5.09
Ciampino Airport,5.83,0.0,0.0,1.94
Abidjan,6.56,10.0,0.0,5.52
St. Petersburg Pulkovo,6.75,0.0,6.04,4.26
Nis,6.53,0.0,0.0,2.18
Johor Bahru,6.13,7.84,9.07,7.68
Dubai,6.57,8.82,9.07,8.15
London Southend Airport,6.74,0.0,0.0,2.25
Brisbane,6.67,0.0,0.0,2.22
Taichung,6.03,9.96,5.82,7.27
Rhodes,5.6,10.0,8.2,7.93
Zakynthos,5.44,0.0,4.36,3.27
Diyarbakir Airport,6.84,8.53,0.0,5.12
Exeter,6.72,0.0,0.0,2.24
Ngurah Rai,6.76,9.96,9.16,8.63
Paderborn,6.82,0.0,9.84,5.55
Manila - Ninoy Aquino,6.92,0.0,9.13,5.35
Samos,6.76,0.0,9.82,5.53
Lima,6.77,9.99,9.6,8.79
Conakry,9.17,0.0,0.0,3.06
Granada,5.76,0.0,9.31,5.02
Gaziantep Airport,6.85,8.92,9.82,8.53
Aswan,6.79,0.0,9.76,5.52
Jieyang Chaoshan,6.71,0.0,0.0,2.24
Dubrovnik,7.78,0.0,9.32,5.7
DAMMAM,6.77,10.0,4.11,6.96
Baghdad,6.78,0.0,0.0,2.26
Almaty,5.0,0.0,9.92,4.97
Birmingham,6.38,0.0,9.72,5.37
Minsk,6.79,0.0,10.0,5.6
Milan - Linate,6.88,0.0,4.11,3.66
Puerto Plata,6.82,9.11,7.83,7.92
Amman,6.02,10.0,0.0,5.34
Belgorod,7.78,0.0,0.0,2.59
Trabzon Airport,6.84,5.39,9.92,7.38
Naha,4.94,0.0,6.2,3.71
Changsha Huanghua,6.52,9.45,10.0,8.66
Nice,6.77,10.0,0.0,5.59
Kralendijk (Bonaire),6.79,0.0,0.0,2.26
London Heathrow,6.55,0.0,9.17,5.24
Bangui,8.33,0.0,0.0,2.78
Busan - Kimhae,6.02,9.85,0.52,5.46
Quanzhou Jinjiang,0.0,0.0,7.98,2.66
Kilimanjaro,6.75,0.0,10.0,5.58
Tuzla,4.91,0.0,9.87,4.93
Antalya Airport,6.78,9.68,0.0,5.49
Kos,6.72,0.0,0.0,2.24
Okayama,6.44,9.93,3.69,6.69
Elblag,5.0,0.0,0.0,1.67
Paris Orly,6.76,10.0,0.0,5.59
Leopold Sedar Senghar,6.72,0.0,9.41,5.38
Faro Airport,6.74,0.0,0.0,2.25
Strasbourg,6.92,0.0,9.67,5.53
Baku,4.94,0.0,9.91,4.95
Jeju,6.06,9.74,3.32,6.37
Venice,6.78,0.0,9.07,5.28
Dushanbe,7.86,0.0,0.0,2.62
Yanji Zhaoyangchuan,6.54,0.0,0.0,2.18
Almeria,6.36,0.0,9.17,5.18
Chisinau,7.76,0.0,0.0,2.59
Panama Tocumen,6.79,9.96,7.83,8.19
Moscow - Sheremetyevo,6.8,0.0,0.0,2.27
Hohhot Baita,6.71,10.0,9.99,8.9
Macau,6.67,10.0,8.03,8.23
Bilbao,6.84,0.0,9.91,5.58
Bamako,6.89,0.0,10.0,5.63
Porto,6.89,0.0,9.75,5.55
Quanzhou,6.25,0.0,0.0,2.08
Queretaro,7.14,0.0,7.57,4.9
Tirstrup,0.0,0.0,0.0,0.0
Treviso,5.69,0.0,9.87,5.19
Denizli Cardak Airport,6.85,9.34,8.75,8.31
Buenos Aires Aeroparque,6.91,0.0,0.0,2.3
Radom,5.56,0.0,7.48,4.35
Muan,6.56,10.0,0.04,5.53
Geneva,6.41,10.0,0.0,5.47
Gran Canaria,6.76,0.0,6.68,4.48
Yangon,5.77,0.0,9.23,5.0
Aktau,10.0,0.0,0.0,3.33
Ioannina,6.98,0.0,8.47,5.15
Auckland,4.44,0.0,7.88,4.11
Zhukovsky,0.0,0.0,0.0,0.0
Brasilia,6.81,10.0,8.36,8.39
Dalaman Airport,6.79,0.0,0.0,2.26
Fukuoka,6.51,9.46,0.0,5.32
Vladivostok,9.67,0.0,0.0,3.22
Shizuoka,5.83,0.0,6.1,3.98
Sevilla,6.44,0.0,0.0,2.15
Mexico City,6.84,9.87,0.0,5.57
Jeju (downtown),0.0,0.12,0.0,0.04
Helsinki-Vantaa,7.04,0.0,0.0,2.35
Wuhan Tianhe,6.07,7.37,9.98,7.81
Cape Town,6.9,10.0,8.87,8.59
Phnom Penh,6.75,4.28,8.24,6.42
Windhoek,6.67,0.0,0.0,2.22
Beirut - Rafik Hariri,6.77,0.0,7.4,4.72
Santiago De Compostela,6.79,0.0,9.19,5.33
Fuerteventura,6.76,0.0,9.49,5.42
Punta Cana - Higuey,6.78,9.82,8.31,8.3
Belo Horizonte,6.85,10.0,0.0,5.62
Bordeaux,6.5,10.0,1.54,6.01
Sandefjord-Torp,6.05,0.0,5.18,3.74
Port-au-Prince (Haiti),6.76,0.0,5.18,3.98
Lyon Saint Exupery,6.77,10.0,1.74,6.17
Casablanca,6.47,9.97,9.92,8.79
Malaga,6.48,0.0,0.0,2.16
Chambery,6.86,0.0,0.0,2.29
Pamandzi,4.85,0.0,10.0,4.95
Heraklion Airport,6.75,10.0,8.52,8.42
Changzhou Benniu,6.91,0.0,0.0,2.3
Manama,6.74,5.51,0.0,4.08
Kutaisi,6.78,0.0,8.84,5.21
Kutahya Airport,6.95,10.0,1.39,6.11
Billund,6.67,0.0,9.35,5.34
Everrich Downtown Kinmen,5.89,9.96,4.05,6.63
Kyiv - Zhulyany,7.72,0.0,0.0,2.57
Lille,6.9,0.0,9.77,5.56
Shijiazhuang Zhengding,0.0,0.0,4.63,1.54
Marka,6.89,0.0,0.0,2.3
Dalian Zhoushuizi,6.75,9.94,9.66,8.78
Suleymania Airport,6.81,0.0,0.0,2.27
Xiamen Gaoqi,6.11,9.95,8.23,8.1
Banja Luka,6.67,0.0,10.0,5.56
Orebro,7.78,0.0,9.67,5.82
Salalah,6.73,0.0,0.0,2.24
Medellin Jose Maria Cordova,5.08,0.0,7.31,4.13
Palermo,6.86,0.0,9.23,5.36
Guadalajara,6.86,9.9,0.0,5.59
Cairo,6.79,10.0,0.0,5.6
Espargos,6.5,10.0,9.41,8.64
Rotterdam,6.92,0.0,1.1,2.67
Vienna,6.77,0.0,8.52,5.1
Basseterre (Saint Kitts),6.79,9.94,0.0,5.58
Fortaleza,6.87,10.0,7.68,8.18
Mactan,6.67,0.0,0.0,2.22
Trichy,4.87,0.0,6.82,3.9
Bujumbura,5.0,0.0,9.37,4.79
A Coruna,6.92,0.0,9.35,5.42
Ho Chi Minh,6.67,0.0,9.62,5.43
Hong Kong,6.21,9.99,0.0,5.4
Adana Airport,6.87,9.16,6.73,7.59
Chitose,4.94,0.0,7.94,4.29
Kuwait,6.05,9.94,0.0,5.33
Wenzhou Longwan,6.55,4.7,9.97,7.07
Malmo,6.32,0.0,8.55,4.96
Manas,6.15,0.0,0.0,2.05
Cordoba,6.89,0.0,0.0,2.3
Ankara Airport,6.84,9.52,9.41,8.59
Montpellier,6.88,0.0,9.71,5.53
Graz,6.79,0.0,10.0,5.6
Tbilisi,6.83,0.0,0.0,2.28
Bariloche,5.0,0.0,0.06,1.69
Erfurt,10.0,0.0,0.0,3.33
Zia,4.93,0.0,9.85,4.93
Shanghai Pudong,5.93,3.57,9.66,6.39
Tokyo - Haneda,5.05,0.0,8.23,4.43
Jerez De La Frontera,6.91,0.0,7.78,4.9
Gaborone,7.78,0.0,0.21,2.66
Aarhus,6.67,0.0,0.0,2.22
Torino,5.78,0.0,1.33,2.37
Jomo Kenyatta,6.42,9.99,6.99,7.8
Kazan,8.75,0.0,0.0,2.92
Hurgada,6.72,0.0,7.68,4.8
Alexandoupolis,5.71,0.0,0.0,1.9
Tenerife,6.76,0.0,0.0,2.25
Cayenne,6.45,10.0,0.0,5.48
Sendai,4.89,0.0,7.63,4.17
Thessaloniki,5.98,0.0,6.5,4.16
Hebei,5.15,0.0,0.0,1.72
Jeddah,6.45,10.0,0.0,5.48
Bridgetown,6.76,0.0,1.61,2.79
Moscow - Vnukovo,6.74,0.0,8.86,5.2
Harare,10.0,0.0,0.0,3.33
Komatsu,4.76,0.0,8.13,4.3
Chania,5.86,0.0,7.93,4.6
Bourgas,6.2,0.0,0.6,2.27
Zhengzhou Xinzheng,5.65,2.53,9.99,6.06
Amritsar,4.87,0.0,6.89,3.92
Nanning Wuxu,6.7,9.38,9.96,8.68
Tegucigalpa,9.0,0.0,0.0,3.0
Miyazaki,6.67,0.0,0.0,2.22
Bandaranaike,5.1,0.0,9.66,4.92
Montevideo,6.67,0.0,2.86,3.18
Zanzibar,5.44,0.0,0.0,1.81
Indira Gandhi,5.25,0.0,0.0,1.75
Busan - Kimhae (downtown),0.0,2.64,0.0,0.88
Volgograd,6.88,0.0,6.99,4.62
Odessa,7.62,0.0,10.0,5.87
Barcelona,6.54,0.0,7.63,4.72
Guernsey,5.56,0.0,0.62,2.06
Accra,6.83,10.0,0.0,5.61
Ostrava,6.83,0.0,8.43,5.09
Yantai Penglai,6.03,9.97,0.06,5.35
Konya Airport,6.87,8.06,9.87,8.27
Batumi,6.83,0.0,9.5,5.44
Guiyang Longdongbao,7.78,0.0,0.0,2.59
Antigua,6.79,0.0,0.0,2.26
Kharkiv,7.78,0.0,0.0,2.59
Maputo,9.17,0.0,0.0,3.06
Bodrum Airport,6.75,9.61,9.37,8.58
Togo,5.83,0.0,9.82,5.22
Corfu,5.59,10.0,6.7,7.43
Weihai Dashuibo,6.75,9.96,4.71,7.14
Hanoi,5.4,0.0,9.15,4.85
Santo Domingo Las Americas,6.8,9.64,4.3,6.91
Murcia,6.75,0.0,3.68,3.48
Anna,4.87,0.0,0.0,1.62
Gdansk,6.81,0.0,9.82,5.54
