SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Egypt,Luxor,PMI
WINSTON - KS BOX,200,45182,China,Shanghai Hongqiao,JTI
MAYFAIR - KS BOX,200,44279,Spain,Sevilla,JTI
MURATTI - SUPER SLIMS (BLUE) 100's BOX SUPERSLIMS WHITE - TURKEY DF - IDM TURKEY,200,122116,Turkey,Gaziantep Airport,PMI
LUCKY STRIKE - BLUE KS BOX,200,57357,Turkey,Trabzon Airport,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Brazil,Recife,IMPERIAL BRANDS
ROTHMANS - (BLUE) KS BOX,200,46008,Great Britain,Southampton,BAT
MARLBORO - ICE BLAST MICRO MENTHOL 100's BOX C SUPERSLIMS WHITE - CHINA DF - IDM CN05 SUNRISE DF (RS),200,109527,China,Shanghai Pudong,PMI
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,Spain DP,Bilbao,BAT
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Martinique,Fort-de-France,IMPERIAL BRANDS
BENSON & HEDGES,200,38354,Martinique,Fort-de-France,BAT
MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM CZECH REPUBLIC,400,125449,Czech Republic,Prague,PMI
WINSTON - CLASSIC RED KS BOX,200,45379,Turkey,Istanbul Asia Airport,JTI
KENT - HD WHITE KS RCB,200,92349,Turkey,Istanbul Asia Airport,BAT
SUPERKINGS - BLACK 100's BOX,200,70127,Tunisia,Monastir,IMPERIAL BRANDS
STERLING - (RED) KS BOX,600,61078,Tunisia,Monastir,JTI
LONGBEACH - ORIGINAL YELLOW FRM KS BOX TRANSPARENT BUNDLE - AUSTRALIA DOM,200,99364,Australia,Melbourne,PMI
CHESTERFIELD - RED KS BOX - NORTH AFRICA DF,200,58956,Morocco,Rabat,PMI
GAULOISES - BLONDES (BLUE) KS BOX,400,45969,Morocco,Rabat,IMPERIAL BRANDS
VOGUE - MENTHOL 100's BOX SUPERSLIMS,600,46753,Morocco,Rabat,BAT
DAVIDOFF - (WHITE) KS OCTAGONAL PACK SLIMS,400,91764,Saudi Arabia,Medina,IMPERIAL BRANDS
MARLBORO - (GOLD 3.0) KS RCB - AFRICA DF-ENG TXT,200,114698,Gabon,Gabon,PMI
CHESTERFIELD - ORIGINAL RED KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121898,France,Paris Charles De Gaulle,PMI
SUPERKINGS - BLACK 100's BOX,200,70127,France DP,Tarbes - Lourdes,IMPERIAL BRANDS
MILD SEVEN - LIGHTS KS BOX,200,44119,China,Guangzhou Baiyun,JTI
MARLBORO - (RED FWD) KS BOX - NETHERLANDS DF - IDM NETHERLANDS,200,123482,Netherlands,Amsterdam - Schiphol,PMI
MARLBORO - TOUCH GRAY KS DSP 600 SLIMS WHITE - TURKEY DF,600,124808,Turkey,Izmir Airport,PMI
L&M - RED LABEL (5.0 CWB) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,124240,Germany,Frankfurt,PMI
UNDEFINED,0,0,Japan,Kagoshima,BAT
WINSTON - CLASSIC KS BOX,600,54087,Mexico,Guadalajara,JTI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Mexico,Guadalajara,PMI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - PHILIPPINES DF,200,99569,Philippines,Manila - Ninoy Aquino,PMI
WEST - SILVER KS BOX,200,46755,Spain DP,Gerona,IMPERIAL BRANDS
FURONGWANG - KS BOX,200,103407,China,Dalian Zhoushuizi,CHINA NATIONAL
MARLBORO - (RED FWD) KS BOX - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105689,China,Dalian Zhoushuizi,PMI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,142119,Caribbean Other,Port-au-Prince (Haiti),PMI
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,China,Yancheng Nanyang,BAT
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Spain DP,Granada,IMPERIAL BRANDS
MARLBORO - DOUBLE FUSION PURPLE KS RCB 600 C SPECIAL OUTER WHITE - TURKEY DF,600,118939,Turkey,Bodrum Airport,PMI
MAYFAIR - SKY BLUE KS BOX,600,46686,Turkey,Bodrum Airport,JTI
STERLING - SUPERKINGS (RED) 100's BOX,200,61077,Spain DP,Barcelona,JTI
NOBEL - KS BOX,200,44321,Spain DP,Barcelona,IMPERIAL BRANDS
UNDEFINED,0,0,Egypt,Aswan,EASTERN TOBACCO
CAMEL - FILTER KS BOX,400,88440,France,Lyon Saint Exupery,JTI
CAMEL - KS BOX,400,43011,Germany,Munich,JTI
FORTUNA - RED LINE KS BOX,200,61088,Spain DP,Barcelona,IMPERIAL BRANDS
KENT - NANOTEK (SILVER) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55421,Turkey,Konya Airport,BAT
MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 600 SPECIAL OUTER - FRANCE DF GHW-FR05 - IDM FRANCE,600,122776,France DP,Lyon Saint Exupery,PMI
PARLIAMENT - AQUA BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122939,Oman,Salalah,PMI
LAMBERT & BUTLER - GOLD KS BOX,200,45979,Great Britain,London Gatwick,IMPERIAL BRANDS
UNDEFINED,200,0,South Korea,Incheon,OTHER LOCAL TMO IND.
SEVEN STARS - KS SOFT,200,46303,South Korea,Incheon,JTI
DUNHILL - SWITCH ONE KS OCTAGONAL PACK C,200,92589,South Korea,Incheon,BAT
LAMBERT & BUTLER - KS BOX,400,43912,Cape Verde,Espargos,IMPERIAL BRANDS
BENSON & HEDGES - GOLD KS BOX,600,42846,Cape Verde,Espargos,BAT
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Belize,Belize City,PMI
PARLIAMENT - AQUA BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 SUNRISE DF (RS),200,122800,China,Beijing,PMI
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,600,88913,Jordan,Amman,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB WHITE - RUSSIA DF - IDM RUSSIA,200,122527,Russia,Moscow - Domodedovo,PMI
PARLIAMENT - PLATINUM BLUE 100's RCB WHITE - JAPAN DF,200,97144,Japan,Hiroshima,PMI
SOBRANIE - COCKTAIL KS BOX,200,44860,Russia,Moscow - Sheremetyevo,JTI
WINSTON - KS BOX,200,45182,China,Weihai Dashuibo,JTI
303 - MENTHOL KS BOX SUPERSLIMS,400,103463,United Arab Emirates,Dubai,OTHER LOCAL TMO IND.
DAVIDOFF - EVOLVE BLUE KS BOX,200,124453,United Arab Emirates,Dubai,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Greece,Samos,JTI
UNDEFINED,0,0,Sri Lanka,Bandaranaike,KT & G
MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - FRANCE DF GHW-FR05 - IDM FRANCE,600,122774,France,Bordeaux,PMI
MEVIUS - WIND BLUE KS RCB,200,89727,China,Jinan Xiaoqiang,JTI
CAMEL - KS BOX,200,43011,China,Jinan Xiaoqiang,JTI
ESSE - DOUBLE SHOT 100's BOX C MICROSLIMS,200,109381,Japan,Osaka - Kansai,KT & G
RICHMOND - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,91247,Great Britain,Glasgow Prestwick,IMPERIAL BRANDS
CANADIAN CLASSICS - ORIGINAL KS RCB WHITE - LA&CANADA DF-ENG TXT,200,100603,Dominican Republic,Punta Cana - Higuey,PMI
CAMEL - ACTIVATE KS BOX C,200,67982,Mexico,Mexico City,JTI
PARISIENNE - JAUNE KS BOX,400,48673,Switzerland,Basel,BAT
MILD SEVEN,200,39877,Vietnam,Danang,JTI
MEVIUS - SUPER LIGHTS KS BOX,200,87830,Japan,Chubu,JTI
MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,125837,Mexico,Ixtapa Zihuatanejo,PMI
MARLBORO - GOLD (2.0) KS BOX 100 100 TRANSPARENT BUNDLE - NORWAY DF - IDM NORWAY,100,141137,Norway,Stavanger,PMI
DAVIDOFF - SLIMS LIGHTS 100's OCTAGONAL PACK SLIMS,600,48007,Turkey,Kayseri Airport,IMPERIAL BRANDS
REGAL - KS BOX,200,44605,Spain,Almeria,IMPERIAL BRANDS
MAYFAIR - KS BOX,400,44279,Great Britain,London Heathrow,JTI
CAMEL - (YELLOW) KS BOX,200,49844,Italy,Palermo,JTI
MARLBORO - GOLD (2.0 ORIGINAL) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122766,France DP,Nantes,PMI
RICHMOND - KS BOX,200,44637,Canary Islands,Gran Canaria,IMPERIAL BRANDS
CORSET - MENTHOL MENTHOL KS BOX SUPERSLIMS,200,106297,Canary Islands,Gran Canaria,KING'S TOBACCO
WEST - SILVER KS BOX,600,46755,Turkey,Eskisehir Airport,IMPERIAL BRANDS
PALL MALL - LIGHTS KS BOX,200,44404,Turkey,Antalya Airport,BAT
WINSTON - BLUE KS BOX,200,54088,Tanzania,Dar Es Salaam,JTI
LUCKY STRIKE - DOUBLE CLICK WILD KS BOX C,200,99175,Morocco,Essaouira,BAT
UNDEFINED,0,0,India,Sardar Vallabh Bhai Patel,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Tunisia,Enfidha,PMI
STERLING - DUAL KS BOX C,400,99392,Tunisia,Enfidha,JTI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,125087,Peru,Lima,PMI
VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,45104,Senegal,Leopold Sedar Senghar,BAT
BENSON & HEDGES - GOLD KS BOX,400,42846,Senegal,Leopold Sedar Senghar,BAT
L&M - BLUE LABEL KS RCB - IRELAND DF - IDM IRELAND,200,125469,Ireland,Shannon,PMI
PALL MALL - (BLUE) KS BOX,200,51685,Kenya,Jomo Kenyatta,BAT
MARLBORO - BLOSSOM FUSION MENTHOL KS RCB 600 C CHI SPECIAL OUTER WHITE - TURKEY DF,600,125311,Turkey,Cukurova Airport,PMI
DAVIDOFF - MENTHOL 90's BOX,200,47107,China,Zhengzhou Xinzheng,IMPERIAL BRANDS
DOUBLE HAPPINESS - SUPER MILD KS BOX,200,58266,China,Zhengzhou Xinzheng,NANYANG BROTHERS
KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,53451,Greece,Santorini,KARELIA TOBACCO
MARLBORO - (GOLD 3.0) KS RCB 400 WHITE - SOUTH ASIA DF,400,113637,India,Anna,PMI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,122367,Germany,Nuernberg,PMI
RICHMOND - KS BOX,200,44637,Portugal,Porto,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB - CANARY ISLANDS DF - IDM SPAIN,200,124959,Canary Islands,La Palma,PMI
VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,45104,Colombia,Cali,BAT
SEVEN STARS - LIGHTS KS SOFT,200,50060,China,Urumchi Diwobao,JTI
DAVIDOFF - GOLD KS BOX,200,88458,Saudi Arabia,DAMMAM,IMPERIAL BRANDS
WINSTON - XSTYLE DUO KS D-SHAPE PACK (FRONT RCB) C SLIMS,200,114057,Saudi Arabia,DAMMAM,JTI
KARELIA - OME (YELLOW) 100's L-STICK BOX SUPERSLIMS,200,58494,Turkey,Antalya Airport,KARELIA TOBACCO
PARLIAMENT - SILVER BLUE KS RCS 600 WHITE - TURKEY DF,600,137664,Turkey,Dalaman Airport,PMI
MARLBORO - (RED FWD) 100's SOFT - TURKEY DF,200,94155,Turkey,Dalaman Airport,PMI
STATE EXPRESS 555 - (YELLOW) KS BOX,200,52627,China,Harbin Taiping,BAT
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Great Britain,London Heathrow,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB - TURKEY DF,200,122610,Turkey,Adana Airport,PMI
MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123412,India,Goa,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB WHITE - GENERIC DF-ENG TXT,200,123642,India,Goa,PMI
MARLBORO - GOLD (3.5) KS RCS 400 TRANSPARENT BUNDLE WHITE - GENERIC DF-ENG TXT,400,139345,Maldives,Male,PMI
CAMEL - KS BOX,200,43011,China,Mudanjiang Hailang,JTI
BENSON & HEDGES - SPECIAL FILTER KS BOX,400,58737,Morocco,Fes,BAT
VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,45104,Morocco,Rabat,BAT
STERLING - DUAL KS BOX C,200,99392,Great Britain,London Southend Airport,JTI
WINSTON - (RED) KS BOX,200,56993,Turkey,Ankara Airport,JTI
DAVIDOFF,200,38592,Vietnam,Ho Chi Minh,IMPERIAL BRANDS
LD - BLUE KS RCB,400,53917,United Arab Emirates,Sharjah,JTI
KENT - NANOTEK (SILVER) KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55421,Ethiopia,Addis Ababa,BAT
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Ethiopia,Addis Ababa,PMI
ESSE - (GREEN) MENTHOL 100's BOX SUPERSLIMS,200,52454,China,Shenyang Taoxian,KT & G
DOUBLE HAPPINESS - SUPER MILD KS BOX,200,58266,China,Shenyang Taoxian,NANYANG BROTHERS
MARLBORO - ICE BLAST MEGA 8 MENTHOL KS BOX C WHITE - JAPAN DF,200,119100,Japan,Naha,PMI
PARLIAMENT - PLATINUM BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122961,Egypt,Marsa Aalam,PMI
DUNHILL - (RED) KS BOX,200,50854,China,Taiyuan Wusu,BAT
KENT - KS BOX,200,43815,China,Taiyuan Wusu,BAT
ESSE - CHANGE DOUBLE 100's BOX C SUPERSLIMS,200,122813,South Korea,Cheongju,KT & G
BOHEM - MOJITO DOUBLE MENTHOL KS BOX C,200,70934,South Korea,Cheongju,KT & G
MARLBORO - FOREST MIST MENTHOL 100's BOX C STY SUPERSLIMS WHITE - KOREA DF - IDM KOREA,200,142108,South Korea,Cheongju,PMI
MARLBORO - RED 3.5 KS SOFT - ENGLISH GHW TPD2 DF - IDM GREECE,200,125456,Greece,Kavala,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB - SPAIN DF - IDM SPAIN,200,123307,Spain DP,Reus,PMI
MARLBORO - RED 3.5 KS BOX - ENGLISH GHW TPD2 DF - IDM POLAND,200,125460,Poland,Rzeszow,PMI
CAMEL - (YELLOW) KS BOX,400,49844,Morocco,Tangier,JTI
MARLBORO - (RED FWD) KS BOX TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,200,104440,Suriname,Paramaribo,PMI
MARLBORO - RED 3.5 KS BOX - SPAIN DF - IDM SPAIN,200,125679,Spain DP,Reus,PMI
MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - NORTH AFRICA DF,600,101080,Morocco,Nador,PMI
CAMEL - (BLUE) KS BOX,200,45351,Morocco,Nador,JTI
SUPERKINGS - BLACK 100's BOX,200,70127,France DP,Paris Charles De Gaulle,IMPERIAL BRANDS
LAMBERT & BUTLER - GOLD KS BOX,200,45979,Spain DP,Ibiza,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,200,43912,Great Britain,East Midlands,IMPERIAL BRANDS
WEST - SILVER KS BOX,200,46755,China,Changsha Huanghua,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,400,43912,Italy,Rome Fiumicino,IMPERIAL BRANDS
VOGUE - LILAS 100's BOX SUPERSLIMS,600,51103,France,Paris Charles De Gaulle,BAT
CAMEL - (BLUE) KS BOX,600,45351,Tunisia,Tunis,JTI
DAVIDOFF - CLASSIC 90's OCTAGONAL PACK,200,43247,Greece,Chania,IMPERIAL BRANDS
STERLING - DUAL KS BOX C,200,99392,Greece,Chania,JTI
CAMEL - (BLUE) KS BOX,600,45351,Tunisia,Jerba,JTI
PARLIAMENT - AQUA BLUE KS RCB 200 JUMBO RC WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,122802,China,Xian Xianyang,PMI
KENT - BLUE FUTURA KS RCB,200,51949,China,Xian Xianyang,BAT
KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,53451,China,Xian Xianyang,KARELIA TOBACCO
PARLIAMENT - NIGHT BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122960,Jordan,Marka,PMI
ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,90020,China,Ningbo Lishe,KT & G
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105695,China,Ningbo Lishe,PMI
LUCKY STRIKE - MENTHOL KS BOX,200,46496,China,Ningbo Lishe,BAT
UNDEFINED,0,0,Poland,Bydgoszcz,BAT
GAULOISES - ROUGE KS BOX,200,60339,Morocco,Marrakech,IMPERIAL BRANDS
RICHMOND - SUPERKINGS 100's BOX,200,44644,Great Britain,Bristol,IMPERIAL BRANDS
VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,70512,Morocco,Agadir,BAT
L&M - BLUE LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GREECE,400,124226,Greece,Rhodes,PMI
MARLBORO - (RED FWD) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122765,Mayotte,Pamandzi,PMI
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - GENERIC DF-ENG TXT,200,139312,Brazil,Porto Alegre,PMI
MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - GENERIC DF-ENG TXT,200,125088,Caribbean Other,Kralendijk (Bonaire),PMI
UNDEFINED,0,0,India,Indira Gandhi,KT & G
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Xiamen Gaoqi,IMPERIAL BRANDS
DUNHILL - GOLD KS BOX,200,54825,China,Xiamen Gaoqi,BAT
LUCKY STRIKE - ADDITIVE FREE (RED) KS BOX,200,86131,Spain,Bilbao,BAT
RICHMOND - SUPERKINGS 100's BOX,200,44644,Spain,Bilbao,IMPERIAL BRANDS
MAYFAIR - SKY BLUE KS BOX,200,46686,Spain,Bilbao,JTI
WINSTON - BLUE KS RCB,400,53483,Egypt,Cairo,JTI
LAMBERT & BUTLER - KS BOX,600,43912,Egypt,Cairo,IMPERIAL BRANDS
MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123412,India,Netaji Subhash Chandra Bose Int. Airport,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123639,India,Netaji Subhash Chandra Bose Int. Airport,PMI
MILD SEVEN - ONE KS BOX,200,46248,China,Fuzhou Changle,JTI
LUCKY STRIKE - CLICK & ROLL KS BOX C,200,59257,Brazil,Florianopolis,BAT
MAYFAIR - KS BOX,200,44279,Spain,Mahon Airport,JTI
KARELIA - SLIMS MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,93620,Bulgaria,Bourgas,KARELIA TOBACCO
VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,45104,Tanzania,Kilimanjaro,BAT
GAULOISES - BLONDES (RED) KS BOX,200,45358,Tanzania,Kilimanjaro,IMPERIAL BRANDS
WINSTON - CABIN 8 KS BOX,200,99617,Turkey,Samsun Airport,JTI
WINSTON - XS BLUE KS BOX SUPERSLIMS,200,59679,Turkey,Diyarbakir Airport,JTI
DAVIDOFF - CLASSIC KS BOX,200,88459,Kyrgyzstan,Manas,BAT
UNDEFINED,0,0,Sri Lanka,Colombo,IMPERIAL BRANDS
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,China,Shanghai Hongqiao,IMPERIAL BRANDS
PARLIAMENT - AQUA BLUE KS RCB WHITE - GENERIC DF-ENG TXT - ALTERNATIVE,200,125074,Macedonia,Ohrid,PMI
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,Spain,Sevilla,IMPERIAL BRANDS
PALL MALL - (RED) KS BOX,200,53263,Turkey,Trabzon Airport,BAT
MARLBORO - TOUCH BLUE 2.0 KS  600 SLIMS WHITE - TURKEY DF,600,122870,Turkey,Trabzon Airport,PMI
RICHMOND - SUPERKINGS 100's BOX,400,44644,Great Britain,Liverpool,IMPERIAL BRANDS
SILK CUT - PURPLE KS BOX,600,45375,Great Britain,Liverpool,JTI
PALL MALL - (BLUE) KS BOX,200,51685,Spain DP,Madrid Barajas,BAT
MARLBORO - RED 3.5 KS BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,125532,Germany,Munster-Osnabruck,PMI
WINSTON - BLUE KS BOX,200,54088,Martinique,Fort-de-France,JTI
MONUS - (GREY) 100's OCTAGONAL PACK SLIMS,200,54940,Turkey,Istanbul Asia Airport,MONUS
MARLBORO - RED 3.5 KS BOX - ENGLISH GHW TPD2 DF - IDM POLAND,200,125460,Poland,Katowice,PMI
DAVIDOFF - SLIMS CLASSIC 100's OCTAGONAL PACK SLIMS,200,48009,China,Chengdu Tianfu,IMPERIAL BRANDS
STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,200,91239,Tunisia,Monastir,JTI
MERIT - FILTER KS RCB TRANSPARENT BUNDLE - NORTH AFRICA DF,200,122890,Tunisia,Monastir,PMI
FURONGWANG - (YELLOW) KS BOX,200,120342,Japan,Osaka - Kansai,CHINA NATIONAL
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Morocco,Rabat,IMPERIAL BRANDS
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,Saudi Arabia,Medina,BAT
MARLBORO - WHITE (3.5) KS RCS WHITE - GENERIC DF-ENG TXT - SAUDI ARABIA,200,125066,Saudi Arabia,Medina,PMI
WINSTON - CASTER WHITE 5 KS SOFT,200,107501,Japan,Tokyo - Narita,JTI
MARLBORO - BLOSSOM FUSION MENTHOL KS BOX C CHI WHITE - JAPAN DF,200,138184,Japan,Tokyo - Narita,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123639,Cape Verde,Rabil,PMI
SOVEREIGN - KS BOX,200,44887,Mexico,Cancun,JTI
MEVIUS - PREMIUM MENTHOL OPTION 8 MENTHOL KS RCB C,200,89715,Indonesia,Ngurah Rai,JTI
STERLING - SUPERKINGS MENTHOL 100's BOX,200,44907,Aruba,Oranjestad,JTI
DUNHILL - FINE CUT BURGUNDY KS BOX,200,87891,Aruba,Oranjestad,BAT
WINSTON - EXPAND DUO KS BOX C,400,121580,Turkey,Izmir Airport,JTI
GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,200,54224,Aruba,Oranjestad,JTI
DAVIDOFF - CLASSIC KS BOX,200,88459,Turkey,Izmir Airport,IMPERIAL BRANDS
VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,70512,Aruba,Oranjestad,BAT
MARLBORO - GOLD (3.5) KS RCB WHITE - RUSSIA DF - IDM RUSSIA,200,143934,Russia,Moscow - Domodedovo,PMI
PARLIAMENT - AQUA BLUE 100's RCB WHITE - TAIWAN DF,200,55829,Taiwan,Taipei - Taoyuan,PMI
UNDEFINED,0,0,Costa Rica,San Jose,BAT
NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,92510,Brazil,Viracopos,JTI
MEVIUS - OPTION KS RCB C,200,91512,Hong Kong,Hong Kong,JTI
WINSTON - BLUE KS BOX,200,54088,Spain DP,Gerona,JTI
WEST - SILVER KS BOX,200,46755,Bosnia-Herzegovinia,Banja Luka,IMPERIAL BRANDS
MARLBORO - (RED FWD) 100's RCB - GENERIC DF-ENG TXT,200,123394,Iraq,Baghdad,PMI
PARLIAMENT - AQUA BLUE KS RCB JUMBO RC WHITE - RUSSIA DF - IDM RUSSIA,200,121936,Russia,Moscow - Sheremetyevo,PMI
LAMBERT & BUTLER - BLUE KS BOX,600,96896,Turkey,Bodrum Airport,IMPERIAL BRANDS
VOGUE - LILAS 100's BOX SLIMS,200,50571,Turkey,Bodrum Airport,BAT
DAVIDOFF - CLASSIC 90's OCTAGONAL PACK,200,43247,Greece,Mykonos,IMPERIAL BRANDS
JOHN PLAYER - GOLD KS BOX,400,63855,Saudi Arabia,Jeddah,BAT
L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,123648,Egypt,Aswan,PMI
PUEBLO - BLUE KS BOX,200,56602,Germany,Munich,POESCHL TABAK
CHESTERFIELD - ORIGINAL (4.0) KS BOX - ENGLISH GHW TPD2 DF - IDM POLAND,200,144363,Poland,Krakow Balice,PMI
NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,92510,Mexico,Puerto Vallarta,JTI
MARLBORO - WHITE (3.5) KS RCS 400 TRANSPARENT BUNDLE WHITE - UAE DF,400,123040,United Arab Emirates,Dubai,PMI
OME - 100's L-STICK BOX SUPERSLIMS,200,103401,Great Britain,London Gatwick,KARELIA TOBACCO
CLOUD 9 - 1MG 100's OCTAGONAL PACK SUPERSLIMS,200,53797,South Korea,Incheon,KT & G
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,Cape Verde,Espargos,IMPERIAL BRANDS
FORTUNA - KS BOX,200,43467,Cape Verde,Espargos,IMPERIAL BRANDS
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Belize,Belize City,PMI
GLAMOUR - PINKS 100's BOX SUPERSLIMS,400,67740,Jordan,Amman,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Jamaica,Kingston,PMI
DOUBLE HAPPINESS - CLASSIC DELUXE LS BOX,200,85873,China,Weihai Dashuibo,NANYANG BROTHERS
GLAMOUR - MENTHOL 100's L-STICK BOX SUPERSLIMS,200,54225,Brazil,Belo Horizonte,JTI
WINSTON - KS RCB,400,54535,Greece,Thessaloniki,JTI
WINSTON - BLUE KS BOX,400,54088,United Arab Emirates,Abu Dhabi,JTI
CHESTERFIELD - ORIGINAL (4.0) KS BOX - ITALY DF - IDM ITALY,200,123372,Italy,Treviso,PMI
MARLBORO - BLOSSOM FUSION MENTHOL KS RCS C CHI WHITE - GENERIC DF-ENG TXT,200,125312,Iraq,Basrah,PMI
LUCKY STRIKE - CLICK & ROLL KS BOX C,400,59257,Mexico,Monterrey,BAT
LUCKY STRIKE - ADDITIVE FREE (RED) KS BOX,200,86131,Spain,Alicante,BAT
LAMBERT & BUTLER - GOLD KS BOX,200,45979,Jamaica,Montego Bay,IMPERIAL BRANDS
MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU WHITE - GENERIC DF-ENG TXT,200,125084,Dominican Republic,Punta Cana - Higuey,PMI
MARLBORO - SILVER BLUE (3.5) KS RCS WHITE - GENERIC DF-ENG TXT,200,123513,Egypt,Alexandria,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,400,51260,Switzerland,Basel,BAT
