SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
DIAO YU TAI,200,91196,Cambodia,Phnom Penh,CHINA NATIONAL
WINSTON - BLUE KS BOX,200,54088,Mexico,Monterrey,JTI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139308,Bosnia-Herzegovinia,Sarajevo,PMI
MEVIUS - EXTRA LIGHTS KS RCB 40,400,123005,Japan,Chubu,JTI
MAYFAIR - SKY BLUE KS BOX,200,46686,Spain,A Coruna,JTI
JOHN PLAYER SPECIAL,25,39444,Australia,Perth,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Ecuador,Guayaquil,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,400,51260,Nigeria,Abuja,BAT
SUPERKINGS - KS BOX,400,46746,Jamaica,Montego Bay,IMPERIAL BRANDS
CAMEL - (BLUE) KS BOX,600,45351,Jamaica,Montego Bay,JTI
KENT - SPARK SILVER KS RCB,200,106880,Jamaica,Montego Bay,BAT
STATE EXPRESS 555 - GOLD KS BOX,200,59744,China,Yanji Zhaoyangchuan,BAT
DOUBLE HAPPINESS - KS SOFT,200,47113,China,Yanji Zhaoyangchuan,NANYANG BROTHERS
MARLBORO - (RED FWD) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122765,France DP,Bordeaux,PMI
NATURAL AMERICAN SPIRIT - (YELLOW) KS BOX,200,54462,Switzerland,Geneva,JTI
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS BOX C WRG WHITE - GENERIC DF-ENG TXT,200,122896,Dominican Republic,Punta Cana - Higuey,PMI
DUNHILL - INTERNATIONAL KS BOX,200,47577,Tunisia,Sfax,BAT
DAVIDOFF - MENTHOL MENTHOL 90's OCTAGONAL PACK,200,68361,Turkey,Bodrum Airport,IMPERIAL BRANDS
LAMBERT & BUTLER - GOLD KS BOX,400,45979,Turkey,Bodrum Airport,IMPERIAL BRANDS
SILK CUT - PURPLE KS BOX,200,45375,Greece,Mykonos,JTI
WINSTON - CLASSIC KS BOX,400,54087,France DP,Nantes,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Bosnia-Herzegovinia,Tuzla,PMI
NAN JING - XUANHEMEN 90's BOX SUPERSLIMS,200,115795,Japan,Osaka - Kansai,CHINA NATIONAL
MARLBORO - WINTER SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - GENERIC DF-ENG TXT,200,125377,Morocco,Casablanca,PMI
PALL MALL - KS BOX,200,44396,Turkey,Antalya Airport,BAT
WEST - SILVER KS BOX,200,46755,Spain,Malaga,IMPERIAL BRANDS
MARLBORO - TOUCH ONE KS DSP SLIMS WHITE - TURKEY DF,200,124802,Turkey,Antalya Airport,PMI
MARLBORO - (GOLD 3.0) KS RCB - AFRICA DF-ENG TXT,200,114698,Tanzania,Dar Es Salaam,PMI
VOGUE - CLIC BLEUE 100's BOX C SUPERSLIMS,200,104076,Morocco,Essaouira,BAT
L&M - DOUBLE FORWARD MENTHOL KS RCB WHITE - GENERIC DF-ENG TXT,200,123648,Morocco,Essaouira,PMI
WINSTON - KS SOFT,400,45184,Morocco,Essaouira,JTI
SUPERKINGS - 100's BOX,200,44938,Great Britain,Exeter,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,200,43912,Poland,Krakow Balice,IMPERIAL BRANDS
PRINCE - ORIGINAL KS BOX,200,49629,Poland,Krakow Balice,BAT
NOBEL - KS BOX,200,44321,Canary Islands,Gran Canaria,IMPERIAL BRANDS
MONUS - (GREY) KS BOX,200,54939,Serbia,Nis,MONUS
NATURAL AMERICAN SPIRIT - (YELLOW) KS BOX,400,54462,Brazil,Sao Paulo - Guarulhos,JTI
WINSTON - EXCEL (BLACK CAPSULE) MENTHOL KS RCB C,200,85545,Tunisia,Enfidha,JTI
DUNHILL - (BLUE) KS BOX,200,49364,South Africa,Durban,BAT
DAVIDOFF - EVOLVE SILVER KS BOX,200,124455,United Arab Emirates,Dubai,IMPERIAL BRANDS
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCB C WRG WHITE - TURKEY DF,200,122704,Turkey,Eskisehir Airport,PMI
AMERICAN LEGEND - KS BOX,200,42642,Turkey,Eskisehir Airport,KARELIA TOBACCO
MARLBORO - TROPICAL SPLASH MENTHOL KS BOX C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,125149,China,Wuhan Tianhe,PMI
LAMBERT & BUTLER - MENTHOL MENTHOL KS BOX,200,91250,Ghana,Accra,IMPERIAL BRANDS
WINSTON - LIGHTS 100's BOX SUPERSLIMS,200,54249,Russia,Makhachkala,JTI
MARLBORO - TOUCH GRAY KS DSP 600 SLIMS WHITE - TURKEY DF,600,124808,Turkey,Cukurova Airport,PMI
MARLBORO - (RED FWD) 100's SOFT - TURKEY DF,200,94155,Turkey,Cukurova Airport,PMI
VOGUE - MENTHOL 100's BOX SUPERSLIMS,400,46753,Turkey,Cukurova Airport,BAT
MARLBORO - RED 3.5 KS BOX - TURKEY DF,200,125708,Turkey,Antalya Gazipasa Airport,PMI
DUNHILL - SWITCH KS BOX C,200,93600,Turkey,Antalya Gazipasa Airport,BAT
DOUBLE HAPPINESS - KS SOFT,200,47113,China,Zhengzhou Xinzheng,NANYANG BROTHERS
STATE EXPRESS 555 - KS BOX,200,44926,Sri Lanka,Colombo,BAT
CAMEL - NATURAL FLAVOR KS BOX,200,52964,Canary Islands,La Palma,JTI
RICHMOND - MENTHOL KS BOX,200,44641,Spain,Reus,IMPERIAL BRANDS
RICHMOND - KS BOX,200,44637,Spain,Reus,IMPERIAL BRANDS
STERLING - KS BOX,600,44904,Great Britain,London Heathrow,JTI
UNDEFINED,0,0,India,Mangalore,BAT
MARLBORO - FOREST MIST MENTHOL 100's BOX C STY SUPERSLIMS WHITE - GENERIC DF-ENG TXT - IDM MOROCCO,200,142298,Morocco,Agadir,PMI
GAULOISES - BLONDES (RED) KS BOX,200,45358,France DP,Paris Charles De Gaulle,IMPERIAL BRANDS
L&M - RED LABEL (5.0 CWB) KS RCB 400 - TURKEY DF,400,122595,Turkey,Dalaman Airport,PMI
STATE EXPRESS 555,200,38071,Vietnam,Cam Ranh,BAT
DOUBLE HAPPINESS - KS SOFT,200,47113,China,Wenzhou Longwan,NANYANG BROTHERS
MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,125536,Germany,Hannover,PMI
WEST - SILVER KS BOX,200,46755,China,Changchun Longjia,IMPERIAL BRANDS
MARLBORO - SUMMER SPLASH MENTHOL KS BOX C MUL WHITE - JAPAN DF,200,144212,Japan,Tokyo - Haneda,PMI
CAMEL - BLUE KS BOX,200,52735,Peru,Lima,JTI
UNDEFINED,0,0,Maldives,Male,HTS HONGTA LTD.
MARLBORO - DRY MENTHOL 8 (2.5) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,124463,China,Mudanjiang Hailang,PMI
MARLBORO - FINE TOUCH 3.5 KS RCT SLIMS WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,124701,Greece,Alexandoupolis,PMI
BENSON & HEDGES - SILVER KS BOX,200,42858,Spain DP,Almeria,BAT
STATE EXPRESS 555 - (YELLOW) KS BOX,200,52627,China,Ningbo Lishe,BAT
SEVEN STARS - KS BOX,200,46302,China,Ningbo Lishe,JTI
MARLBORO - TOUCH 3.5 KS RCT SLIMS WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,124700,Greece,Heraklion Airport,PMI
KARELIA - BLUE KS BOX,200,49142,Turkey,Antalya Airport,KARELIA TOBACCO
WINSTON - LIGHTS KS BOX,200,45191,China,Harbin Taiping,JTI
KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,53451,China,Harbin Taiping,KARELIA TOBACCO
CAMEL - (BLUE) KS BOX,400,45351,Mexico,Mazatlan,JTI
L&M - RED LABEL (NON TRAVEL) KS RCB - DENMARK DF - IDM DENMARK,200,124783,Denmark,Aarhus,PMI
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,United Arab Emirates,Sharjah,IMPERIAL BRANDS
PARLIAMENT - MIX BLOSSOM BREEZE MENTHOL 100's BOX C CHI SUPERSLIMS WHITE - UAE DF - IDM UAE,200,142120,United Arab Emirates,Sharjah,PMI
FORTUNA - AZUL KS BOX,200,55863,Canary Islands,Fuerteventura,IMPERIAL BRANDS
WEST - SILVER KS BOX,200,46755,Canary Islands,Fuerteventura,IMPERIAL BRANDS
WINSTON - RED KS BOX,200,54579,Ethiopia,Addis Ababa,JTI
DAVIDOFF - GOLD KS OCTAGONAL PACK,200,60523,Ethiopia,Addis Ababa,IMPERIAL BRANDS
MARLBORO - ICE BLAST MICRO MENTHOL 100's BOX C SUPERSLIMS WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,109526,China,Shenyang Taoxian,PMI
MARLBORO - AMBER MENTHOL KS BOX C CHR WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,110723,China,Yinchuan Hedong,PMI
CHUNGHWA - KS SOFT,200,47099,China,Taiyuan Wusu,CHINA NATIONAL
UNDEFINED,0,0,Norway,Bergen,OTHER LOCAL TMO IND.
SEVEN STARS - LIGHTS KS SOFT,200,50060,China,Kunming Wujiaba,JTI
UNDEFINED,0,0,Togo,Togo,BAT
MARLBORO - FINE TOUCH 3.5 KS RCT SLIMS WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,124701,Greece,Kavala,PMI
555 - ORIGINAL KS RCB,200,99306,Cambodia,Sihanoukville,BAT
ESSE - SOON 0.1 100's BOX SUPERSLIMS,50,56480,Cambodia,Sihanoukville,KT & G
LAMBERT & BUTLER - WHITE KS BOX,200,45980,Ireland,Cork,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,122765,France,Nantes,PMI
MARLBORO - GOLD (3.5) 100's BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,123064,Germany,Hamburg,PMI
MARLBORO - TROPICAL SPLASH MENTHOL KS RCS C MUL WHITE - GENERIC DF-ENG TXT,200,138525,Tunisia,Tunis,PMI
STERLING - DUAL KS BOX C,400,99392,Cape Verde,Praia,JTI
LAMBERT & BUTLER - LIGHTS KS BOX,400,43914,Greece,Athens,IMPERIAL BRANDS
SUPERKINGS - 100's BOX,400,44938,Great Britain,East Midlands,IMPERIAL BRANDS
RICHMOND - KS BOX,200,44637,Canary Islands,Lanzarote,IMPERIAL BRANDS
DUNHILL - GOLD KS BOX,200,54825,China,Changsha Huanghua,BAT
MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,123438,Morocco,Marrakech,PMI
LAMBERT & BUTLER - KS BOX,400,43912,Morocco,Marrakech,IMPERIAL BRANDS
CAMEL - ACTIVA DOUBLE FRESHNESS MENTHOL KS BOX C,400,91074,Tunisia,Tunis,JTI
MARLBORO - RED 3.5 KS SOFT - ENGLISH GHW TPD2 DF - IDM GREECE,200,125456,Greece,Chania,PMI
PETER STUYVESANT - (RED) KS BOX,200,50531,Greece,Chania,BAT
PHILIP MORRIS - KS BOX TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,200,122429,Spain,Valencia,PMI
DUNHILL - FINE CUT (GOLD) 90's OCTAGONAL PACK SLIMS,200,88566,Albania,Tirana,BAT
DUNHILL - SWITCH (BLACK) KS OCTAGONAL PACK C,400,65841,Tunisia,Jerba,BAT
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,105626,China,Hefei Xinqiao,PMI
WINSTON - BLUE KS BOX,200,54088,Poland,Gdansk,JTI
PARLIAMENT - SILVER BLUE KS RCS 600 WHITE - TURKEY DF,600,137664,Turkey,Istanbul Asia Airport,PMI
HONGTASHAN - KS BOX,200,56350,China,Wuxi Shuofang,CHINA NATIONAL
MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,123438,Lebanon,Beirut - Rafik Hariri,PMI
SUPERKINGS - 100's BOX,200,44938,Great Britain,Bristol,IMPERIAL BRANDS
ESSE - SOON 100's BOX SUPERSLIMS,200,52950,South Korea,Muan,KT & G
WINSTON - BLUE KS BOX,200,54088,Greece,Rhodes,JTI
MARLBORO - WHITE (3.5) KS RCS WHITE - GENERIC DF-ENG TXT,200,123514,India,Hyderabad,PMI
MARLBORO - DOUBLE ICE KS RCS 600 C SPECIAL OUTER WHITE - GCC DF,600,114978,India,Hyderabad,PMI
NATURAL AMERICAN SPIRIT - (YELLOW) KS SOFT,200,49916,Brazil,Brasilia,JTI
DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,400,103541,Brazil,Brasilia,BAT
CASTER - MILD KS BOX,200,46127,China,Chongqing Jiangbei,JTI
WINSTON - (RED) KS BOX,200,56993,China,Chongqing Jiangbei,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,China,Chongqing Jiangbei,BAT
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,142119,Brazil,Fortaleza,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - SPAIN DF - IDM SPAIN,200,123310,Spain,Bilbao,PMI
SILK CUT - PURPLE KS BOX,200,45375,France,Toulouse,JTI
VOGUE - MENTHOL KS BOX,200,47618,Kenya,Jomo Kenyatta,BAT
DUNHILL - FINE CUT (GREEN) MENTHOL KS BOX,200,55329,South Korea,Daegu,BAT
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Mexico,Cozumel,PMI
LAMBERT & BUTLER - LIGHTS KS BOX,200,43914,Bulgaria,Bourgas,IMPERIAL BRANDS
MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 SHENZEN DF (SZ),200,105439,China,Pengsheng,PMI
MARLBORO - CRISP MINT (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 SHENZEN DF (SZ),200,105462,China,Pengsheng,PMI
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,Turkey,Samsun Airport,BAT
DJARUM - CHERRY KS SLIMS,200,58849,Turkey,Diyarbakir Airport,P.T. DJARUM
GLAMOUR - PINKS 100's BOX SUPERSLIMS,200,67740,Dominican Republic,Punta Cana - Higuey,JTI
WEST - KS BOX,200,45141,Dominican Republic,Punta Cana - Higuey,IMPERIAL BRANDS
LUCKY STRIKE - (PURPLE) KS BOX,200,97914,China,Shanghai Hongqiao,BAT
STATE EXPRESS 555 - KS BOX,200,44926,China,Shanghai Hongqiao,BAT
PANDA - KS BOX,200,51675,China,Shanghai Hongqiao,CHINA NATIONAL
MARLBORO - SILVER BLUE (3.5) KS RCS 600 SPECIAL OUTER WHITE - TURKEY DF,600,137513,Turkey,Gaziantep Airport,PMI
WINSTON - BLUE KS BOX,600,54088,Guadalupe,Pointe-a-Pitre,JTI
PARLIAMENT - NIGHT BLUE KS RCB WHITE - TURKEY DF,200,85806,Turkey,Trabzon Airport,PMI
STATE EXPRESS 555 - KS BOX,200,44926,Hong Kong,Hong Kong,BAT
MARLBORO - RED 2.0 KS BOX - HK DF DEPARTURE,200,114271,Hong Kong,Hong Kong,PMI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,97296,Brazil,Viracopos,JTI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,400,122500,Italy,Milan - Malpensa,PMI
ESSE - ONE 100's BOX SUPERSLIMS,200,50922,South Korea,Incheon,KT & G
GAULOISES - BLONDES LEGERES KS BOX,200,43534,China,Shanghai Pudong,IMPERIAL BRANDS
MARLBORO - GOLD (2.0 ORIGINAL) KS BOX 600 SPECIAL OUTER - FRANCE DF GHW-FR05 - IDM FRANCE,600,122776,France,Paris Charles De Gaulle,PMI
LUCKY STRIKE - BLUE KS BOX,200,57357,Turkey,Istanbul Asia Airport,BAT
LUCKY STRIKE - SWITCH KS BOX C,200,87552,Tunisia,Monastir,BAT
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Egypt,Cairo,PMI
WILLS NAVY CUT - RED KS BOX,400,124479,Saudi Arabia,Medina,ITC Ltd.
DUNHILL - (GOLD) KS BOX,400,50827,Saudi Arabia,Medina,BAT
VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,400,70512,Martinique,Fort-de-France,BAT
ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,90020,China,Hangzhou Xiaoshan,KT & G
MARLBORO - DRY MENTHOL 8 (2.5) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,124463,China,Hangzhou Xiaoshan,PMI
STATE EXPRESS 555 - GOLD KS BOX,200,59744,Japan,Tokyo - Narita,BAT
DUNHILL - FINE CUT 1MG 100's BOX SUPERSLIMS,200,94539,Japan,Tokyo - Narita,BAT
PRINCE - RICH TASTE KS BOX,200,51120,Sweden,Malmo,BAT
CAMEL - LIGHTS KS BOX,200,43025,China,Guangzhou Baiyun,JTI
CAMEL - (BLUE) KS BOX,600,45351,Brazil,Rio de Janeiro,JTI
KOOL - MENTHOL KS BOX,200,43872,El Salvador,San Salvador Comalapa,BAT
MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,142484,Oman,Muscat,PMI
PARLIAMENT - SILVER BLUE KS RCS WHITE - TURKEY DF,200,137661,Turkey,Izmir Airport,PMI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - TURKEY DF - BASE PRODUCT DF,600,125713,Turkey,Izmir Airport,PMI
PARLIAMENT - SILVER BLUE KS RCS 600 WHITE - TURKEY DF,600,137664,Turkey,Izmir Airport,PMI
GAULOISES - BLONDES (BLUE) KS BOX,600,45969,Turkey,Izmir Airport,IMPERIAL BRANDS
GAULOISES - ROUGE KS BOX,200,60339,Spain DP,Barcelona,IMPERIAL BRANDS
L&M - RED LABEL 100's SOFT - TURKEY DF,200,41979,Turkey,Konya Airport,PMI
KENT - SILVER NEO KS RCB,200,53858,Turkey,Konya Airport,BAT
L&M - BLUE LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,400,123649,Mexico,Puerto Vallarta,PMI
BENSON & HEDGES - GOLD KS BOX,400,42846,Great Britain,Jersey,BAT
L&M - BLUE LABEL (NON TRAVEL) KS RCB - ITALY DF - IDM ITALY,200,121006,Italy,Ciampino Airport,PMI
WINSTON - BLUE LE KS BOX,200,118895,United Arab Emirates,Dubai,JTI
CHESTERFIELD - BLUE (4.0) KS BOX - ENGLISH GHW TPD2 DF - IDM AUSTRIA,200,123837,Austria,Vienna,PMI
SILK CUT - PURPLE KS BOX,200,45375,Spain,Jerez De La Frontera,JTI
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 SHENZEN DF (SZ),200,105458,China,Weihai Dashuibo,PMI
LD - BLUE KS RCB,200,53917,United Arab Emirates,Dubai,JTI
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Dominican Republic,Punta Cana - Higuey,PMI
DAVIDOFF - MENTHOL 90's BOX,200,47107,China,Jinan Xiaoqiang,IMPERIAL BRANDS
YU XI - (RED) KS BOX,200,53542,China,Jinan Xiaoqiang,CHINA NATIONAL
GAULOISES - BLONDES (BLUE) KS BOX,200,45969,France DP,Toulouse,IMPERIAL BRANDS
MEVIUS - PREMIUM MENTHOL OPTION 5 MENTHOL KS RCB C,200,89714,South Korea,Seoul,JTI
JINSHENG,200,59115,Cambodia,Phnom Penh,CHINA NATIONAL
MEVIUS - SKY BLUE KS RCB,200,89726,South Korea,Busan - Kimhae,JTI
THE ONE - KS OCTAGONAL PACK,200,52616,South Korea,Busan - Kimhae,KT & G
WINSTON - (BLUE) KS RCB,200,88433,Morocco,Rabat,JTI
BENSON & HEDGES - SILVER KS BOX,400,42858,Great Britain,London Southend Airport,BAT
MARLBORO - (RED FWD) KS RCB 600 SPECIAL OUTER - UNITED KINGDOM DF - IDM UNITED KINGDOM,600,122753,Great Britain,London Southend Airport,PMI
CAMEL - BLUE KS BOX,600,52735,Italy,Venice,JTI
MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123412,India,Lucknow,PMI
AKHTAMAR - NANOKING BLACK FLAME KS BOX SUPERSLIMS,200,64358,Armenia,Yerevan,INTL. MASIS TABAK
CIGARONNE - ULTRA SLIMS (BLACK) KS BOX SUPERSLIMS,200,120493,Armenia,Yerevan,INTL. MASIS TABAK
MARLBORO - DOUBLE FUSION PURPLE KS RCB C WHITE - TURKEY DF,200,118916,Turkey,Ankara Airport,PMI
MARLBORO - BLOSSOM FUSION MENTHOL KS RCB 600 C CHI SPECIAL OUTER WHITE - TURKEY DF,600,125311,Turkey,Ankara Airport,PMI
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - INDOCHINA DF,200,98692,Vietnam,Ho Chi Minh,PMI
SUPERKINGS - BLUE 100's BOX,200,46019,Ethiopia,Addis Ababa,JTI
PARLIAMENT - SILVER KS RCB WHITE - ISRAEL DF - IDM JR HEINEMANN,200,123359,Israel,Tel-Aviv,PMI
MEVIUS - EXTRA LIGHTS KS SOFT,200,88925,Japan,Chubu,JTI
CHUNGHWA - KS BOX,200,43087,Japan,Chubu,CHINA NATIONAL
MARLBORO - DOUBLE ICE KS RCS 600 C SPECIAL OUTER WHITE - GCC DF,600,114978,India,Chattrapati Shivaji,PMI
NEWPORT - MENTHOL KS BOX,200,44309,Mexico,Ixtapa Zihuatanejo,BAT
MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,122496,Spain,A Coruna,PMI
PARLIAMENT - SUPER SLIMS 100's RCB SUPERSLIMS WHITE - TURKEY DF,200,57488,Turkey,Kayseri Airport,PMI
JOHN PLAYER SPECIAL - SILVER KS BOX,200,45364,Australia,Perth,IMPERIAL BRANDS
JOHN PLAYER SPECIAL - (RED) KS BOX,200,85905,Australia,Perth,IMPERIAL BRANDS
MARLBORO - RED 3.5 100's BOX - GENERIC DF-ENG TXT,200,125835,Jamaica,Montego Bay,PMI
STATE EXPRESS 555 - MANDARIN PEARL 90's,200,57655,China,Yanji Zhaoyangchuan,BAT
LUCKY STRIKE - (PURPLE) KS BOX,200,97914,China,Yanji Zhaoyangchuan,BAT
PARISIENNE - VERTE OHNE KS BOX,400,91237,Switzerland,Geneva,BAT
WEST - RED KS BOX,200,46023,Switzerland,Geneva,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Tunisia,Sfax,PMI
PHILIP MORRIS - KS BOX - NORTH AFRICA DF,200,58267,Dominican Republic,Punta Cana - Higuey,PMI
MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - GENERIC DF-ENG TXT,200,139312,Ecuador,Quito,PMI
MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - FRANCE DF GHW-FR05 - IDM FRANCE,600,122774,France,Strasbourg,PMI
PHILIP MORRIS - SELECTION BLUE KS RCB TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,200,120995,Italy,Palermo,PMI
DAVIDOFF - CLASSIC KS OCTAGONAL PACK,200,53129,Taiwan,Everrich Downtown Kinmen,IMPERIAL BRANDS
DUNHILL - GOLD KS BOX,200,54825,Taiwan,Everrich Downtown Kinmen,BAT
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,400,122500,Italy,Naples,PMI
ZHENLONG - HAIN NA BAI CHUAN KS BOX,200,121029,Japan,Osaka - Kansai,CHINA NATIONAL
DUNHILL - INTERNATIONAL KS BOX,200,47577,Morocco,Casablanca,BAT
L&M - BLUE LABEL (5.0 CWB) KS RCB WHITE - RUSSIA DF - IDM RUSSIA,200,122527,Russia,St. Petersburg Pulkovo,PMI
WEST - SILVER KS BOX,200,46755,Germany,Cologne,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,400,52735,Greece,Kos,JTI
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,125087,Tanzania,Dar Es Salaam,PMI
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,France,Paris Orly,BAT
ESSE - GOLDEN LEAF SPECIAL EDITION 100's OTHER PACK TYPE SUPERSLIMS,200,56914,South Korea,Yangyang,KT & G
CAMEL - (BLUE) KS BOX,600,45351,Dominican Republic,Samana El Catey,JTI
MARLBORO - FILTER + EXTRA (FWD) KS RCB JUMBO RC WHITE - SOUTH ASIA DF,200,118496,India,Sardar Vallabh Bhai Patel,PMI
MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,123636,France DP,Lille,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,France DP,Lille,BAT
MARLBORO - (GOLD 3.0) KS RCB 400 WHITE - LA&CANADA DF-ENG TXT,400,114360,Panama,Panama Tocumen,PMI
MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOS WHITE - MALAYSIA DF,200,99897,Malaysia,Johor Bahru,PMI
WINSTON - BALANCED BLUE KS RCB,200,54529,Turkey,Eskisehir Airport,JTI
STATE EXPRESS 555 - SPHERE2 ZESTY KS OCTAGONAL PACK C,200,157218,Japan,Fukuoka,BAT
CAMEL - BLUE KS BOX,200,52735,Spain DP,Alicante,JTI
WINSTON - CABIN 8 KS BOX,600,99617,Turkey,Antalya Gazipasa Airport,JTI
LUCKY STRIKE - RED KS BOX,600,45366,Turkey,Antalya Gazipasa Airport,BAT
WEST - SILVER KS BOX,600,46755,Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS
VOGUE - LILAS 100's BOX SLIMS,400,50571,Turkey,Antalya Gazipasa Airport,BAT
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - CNSC(ZF),200,121396,China,Zhengzhou Xinzheng,PMI
WEST - SILVER KS BOX,200,46755,China,Nanchang Changbei,IMPERIAL BRANDS
L&M - DOUBLE FORWARD MENTHOL KS RCB C WHITE - GENERIC DF-ENG TXT,200,157067,Egypt,Marsa Aalam,PMI
WINSTON - BLUE KS RCB,600,53483,Morocco,Ouarzazate,JTI
L&M - BLUE LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123639,Morocco,Ouarzazate,PMI
SILK CUT - SILVER KS BOX,200,46016,France DP,Paris Charles De Gaulle,JTI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Nicaragua,Managua,PMI
DUNHILL - FINE CUT (GOLD) 90's OCTAGONAL PACK SLIMS,200,88566,Saudi Arabia,DAMMAM,BAT
DUNHILL - (BLUE) KS BOX,600,49364,Saudi Arabia,DAMMAM,BAT
WINSTON - CLASSIC KS BOX,400,54087,Morocco,Agadir,JTI
BENSON & HEDGES - SILVER KS BOX,200,42858,Morocco,Agadir,BAT
