IATA,CLUSTER_IATA,SIMILARITY_SCORE,RANK
MEL,AMQ,0.973120602515,4
MEM,ELP,0.999953766306,1
MEM,ANR,0.999514696281,2
MEM,BUF,0.999506920809,3
MEM,JMK,0.998594295682,4
MES,JMU,0.997047007254,1
MES,MTR,0.992848947727,2
MES,BNI,0.991547118561,3
MES,BRS,0.991372118169,4
MEX,CJA,0.998359151900,1
MEX,VAJ,0.995167314876,2
MEX,HDG,0.995011635176,3
MEX,MKW,0.992045181750,4
MFE,TRS,0.999921485217,1
MFE,HRE,0.999463174475,2
MFE,EYW,0.996722557524,3
MFE,YLW,0.996715549258,4
MFK,CAG,0.999776773000,1
MFK,NRN,0.999107189383,2
MFK,RDD,0.999092803031,3
MFK,OSL,0.998103932048,4
MFM,YTY,0.997689761746,1
MFM,CTU,0.986845275816,2
MFM,SXR,0.967021110423,3
MFM,XNN,0.966249147822,4
MFR,SKU,0.999926971560,1
MFR,NRK,0.998431036601,2
MFR,PNR,0.998382177285,3
MFR,COO,0.998162708420,4
MGA,MST,0.999397106656,1
MGA,LBV,0.998489588721,2
MGA,JAN,0.997729338340,3
MGA,CID,0.997542983173,4
MGF,ASP,0.998492235335,1
MGF,RDZ,0.998216097744,2
MGF,NAS,0.998183491993,3
MGF,BHM,0.998045487200,4
MGM,NDJ,0.999884865689,1
MGM,TU_063-04,0.999878019459,2
MGM,MOT,0.999757599665,3
MGM,KSU,0.999473331135,4
MGQ,MPM,0.999364314038,1
MGQ,BKO,0.999359254197,2
MGQ,PUF,0.999005332927,3
MGQ,JAN,0.998525020598,4
MHD,WEH,0.997851447972,1
MHD,HKD,0.995755271099,2
MHD,CUC,0.994340178281,3
MHD,MAH,0.993880919423,4
MHH,ESU,0.999944959557,1
MHH,DNK,0.999813528256,2
MHH,YWK,0.999786576526,3
MHH,BFL,0.999670636098,4
MHQ,MOL,0.999915117897,1
MHQ,HUY,0.999884167578,2
MHQ,BAY,0.999656306442,3
MHQ,LLW,0.999518523514,4
MHT,IEV,0.999489157904,1
MHT,FAT,0.999346732460,2
MHT,LEJ,0.998979282484,3
MHT,RZE,0.998484018859,4
MIA,SDK,0.996377415874,1
MIA,TFN,0.996088289717,2
MIA,PEN,0.994521282667,3
MIA,MMY,0.990308079713,4
MID,FDF,0.999591111268,1
MID,HAM,0.998440363036,2
MID,USM,0.998276465071,3
MID,PKC,0.995909082420,4
MIG,BIR,0.993804885048,1
MIG,LXA,0.977437391728,2
MIG,CIF,0.953052431750,3
MIG,AEP,0.916875905052,4
MII,MCT,0.999997132010,1
MII,ADD,0.998403972034,2
MII,LST,0.996805308672,3
MII,WJU,0.996276515151,4
MIR,YZY,0.999322172655,1
MIR,BIA,0.998014496626,2
MIR,CMH,0.997207582893,3
MIR,PIT,0.997039433757,4
MIU,ADZ,0.997508232456,1
MIU,JFK,0.995122871314,2
MIU,FTE,0.994849332550,3
MIU,NRT,0.990882352544,4
MJN,OMS,0.999439803240,1
MJN,GIG,0.999097399865,2
MJN,JTR,0.998776440305,3
MJN,TRV,0.998199527355,4
MJT,CIC,0.999317778986,1
MJT,YHZ,0.998508871747,2
MJT,CLY,0.998493671298,3
MJT,MSN,0.998488499806,4
MJV,TBT,0.996758686947,1
MJV,BSL,0.996669221487,2
MJV,BLQ,0.995171236744,3
MJV,YIE,0.994464797901,4
MJZ,LMN,0.999738928635,1
MJZ,VLN,0.999397023662,2
MJZ,CLE,0.997679995887,3
MJZ,THE,0.996791023287,4
MKE,SPC,0.999364614372,1
MKE,FEN,0.998514451990,2
MKE,BEY,0.997158293241,3
MKE,VCE,0.997148180354,4
MKG,JOI,0.999800885939,1
MKG,KLU,0.999270551651,2
MKG,SJO,0.998358194883,3
MKG,RSA,0.997920454545,4
MKQ,SLC,0.998121014690,1
MKQ,NZH,0.997531764774,2
MKQ,MYJ,0.997490758955,3
MKQ,ISC,0.997131150082,4
MKW,VAJ,0.996877866874,1
MKW,CLL,0.994027436157,2
MKW,MEX,0.992045181750,3
MKW,CJA,0.990404333650,4
MKY,PER,0.999047051113,1
MKY,USH,0.998298351877,2
MKY,ZOS,0.998030171672,3
MKY,OZC,0.997778666008,4
MKZ,DSA,0.998694345457,1
MKZ,IGU,0.996592897813,2
MKZ,CVG,0.995082541747,3
MKZ,STM,0.994283168981,4
MLA,PRG,0.999980159565,1
MLA,IXM,0.998486421200,2
MLA,SYM,0.998415294345,3
MLA,SFL,0.997847650294,4
MLB,ROT,0.999389010241,1
MLB,DAB,0.999111794687,2
MLB,VIL,0.998621715242,3
MLB,PUY,0.997970041856,4
MLE,MLX,0.999929664069,1
MLE,AHU,0.999760647780,2
MLE,LCY,0.999380576310,3
MLE,BDL,0.998931829129,4
MLG,VDE,0.997843265993,1
MLG,ARK,0.996573400674,2
MLG,NAW,0.990263720538,3
MLG,HLH,0.989595990983,4
MLH,CAI,0.999949007970,1
MLH,GDN,0.996607839078,2
MLH,JPA,0.995716507170,3
MLH,YVR,0.995450171835,4
MLI,ROA,0.999990433039,1
MLI,JTC,0.999226345714,2
MLI,RTB,0.998397647834,3
MLI,CZM,0.997712104371,4
MLM,GUA,0.999805220746,1
MLM,COS,0.999761779669,2
MLM,RBA,0.999026346206,3
MLM,NAS,0.997130164357,4
MLN,FLW,0.999711156793,1
MLN,LYS,0.999110791966,2
MLN,BOD,0.998612543685,3
MLN,EZE,0.997240332952,4
MLO,MAB,0.997962951605,1
MLO,PEG,0.996934505363,2
MLO,BIO,0.995095836764,3
MLO,OMA,0.994012930622,4
MLU,TU_042-01,0.998652901720,1
MLU,LGS,0.997648391638,2
MLU,TU_055-02,0.996253681644,3
MLU,YSB,0.996123514629,4
MLX,MLE,0.999929664069,1
MLX,AHU,0.999690311849,2
MLX,LCY,0.999450912241,3
MLX,BDL,0.998861493198,4
MMB,LUQ,0.998585639328,1
MMB,TU_022-02,0.998123852880,2
MMB,BTS,0.997004454556,3
MMB,OGG,0.996207232769,4
MME,GPT,0.999872606761,1
MME,YYT,0.999486511538,2
MME,IDA,0.999197724048,3
MME,RAP,0.998976174208,4
MMK,LAO,0.999771417689,1
MMK,TU_079-02,0.999510374282,2
MMK,SRQ,0.999211451151,3
MMK,MAO,0.998256275887,4
MMX,NBE,0.997818125834,1
MMX,ORN,0.997200132899,2
MMX,PVD,0.997069102336,3
MMX,ASB,0.995138696345,4
MMY,PLU,0.997746130066,1
MMY,TFN,0.994219789996,2
MMY,SDK,0.993930663839,3
MMY,CJS,0.993402256671,4
MNL,PLW,0.995928484028,1
MNL,AQG,0.993734124800,2
MNL,IXC,0.993558903678,3
MNL,RMQ,0.988565445944,4
MOB,GTF,0.999744579614,1
MOB,FPO,0.999204444362,2
MOB,YQM,0.999049738556,3
MOB,KKN,0.998927613634,4
MOC,SEN,0.998579693673,1
MOC,YEG,0.998293393207,2
MOC,TBJ,0.997045109612,3
MOC,TIV,0.996992167881,4
MOL,HUY,0.999969049681,1
MOL,MHQ,0.999915117897,2
MOL,BAY,0.999741188545,3
MOL,LLW,0.999603405617,4
MOT,NDJ,0.999872733976,1
MOT,MGM,0.999757599665,2
MOT,KSU,0.999715731470,3
MOT,TU_063-04,0.999635619124,4
MOZ,YIC,0.997587121212,1
MOZ,DLM,0.997071427513,2
MOZ,SJK,0.996869318182,3
MOZ,HHH,0.996634469697,4
MPH,STN,0.960336154840,1
MPH,HPH,0.882998070849,2
MPH,VII,0.869195582381,3
MPH,LJG,0.862593087412,4
MPL,VGO,0.999654691309,1
MPL,ACI,0.998108999382,2
MPL,TU_031-14,0.997578103792,3
MPL,TOF,0.997413439458,4
MPM,PUF,0.999641018889,1
MPM,MGQ,0.999364314038,2
MPM,JAN,0.999160706560,3
MPM,BKO,0.998723568235,4
MQL,BJP,0.999579815732,1
MQL,BHD,0.998705145770,2
MQL,SCW,0.998364226796,3
MQL,SKT,0.997559919787,4
MQM,ZQN,0.999807808650,1
MQM,LHE,0.999730087584,2
MQM,MXZ,0.999695586649,3
MQM,TFF,0.998982029817,4
MQP,HRL,0.999703245282,1
MQP,BRE,0.999691868078,2
MQP,SBA,0.999500951037,3
MQP,YOW,0.999424128358,4
MQT,MTY,0.998486387952,1
MQT,KAO,0.997022727273,2
MQT,SDV,0.995212822671,3
MQT,TKS,0.994771619954,4
MRA,EGO,0.999713132170,1
MRA,NKC,0.999551103572,2
MRA,ASE,0.999257035017,3
MRA,ACK,0.999241630445,4
MRS,LCA,0.998970353370,1
MRS,MSY,0.997894780173,2
MRS,CGP,0.997525062319,3
MRS,KGS,0.993060613852,4
MRU,KRR,0.999974196317,1
MRU,NJF,0.999158170708,2
MRU,CAY,0.997887800663,3
MRU,XAP,0.997359887495,4
MRV,CLO,0.997952703191,1
MRV,PTP,0.997807597045,2
MRV,SGC,0.997420607014,3
MRV,OHE,0.997404333117,4
MRY,LLW,0.999392582007,1
MRY,BAY,0.999254799079,2
MRY,HUY,0.999026937943,3
MRY,MOL,0.998995987624,4
MSJ,CCC,0.998697740271,1
MSJ,RZE,0.998324265058,2
MSJ,ZNZ,0.997803023036,3
MSJ,IEV,0.997319126013,4
MSN,CLY,0.999994828508,1
MSN,YHZ,0.999979628059,2
MSN,CIC,0.999170720820,3
MSN,LAD,0.998799745846,4
MSO,DRS,0.999635344282,1
MSO,BTV,0.999203433049,2
MSO,VBS,0.998285958824,3
MSO,FCA,0.997992738140,4
MSP,NTL,0.998938484730,1
MSP,BNE,0.998616257006,2
MSP,VDH,0.990762286100,3
MSP,NQN,0.988851150651,4
MSQ,TLL,0.999488359951,1
MSQ,GIB,0.999307508952,2
MSQ,EUN,0.997738174006,3
MSQ,KBL,0.997619059349,4
MSR,YYZ,0.999820532275,1
MSR,VVO,0.998405618894,2
MSR,BEL,0.997356352693,3
MSR,LPB,0.996316373531,4
MST,MGA,0.999397106656,1
MST,JAN,0.998332231684,2
MST,LBV,0.997886695377,3
MST,PUF,0.997851919355,4
MSY,CGP,0.999630282146,1
MSY,MRS,0.997894780173,2
MSY,LCA,0.996865133543,3
MSY,BLA,0.991461954843,4
MTJ,ADF,0.995500000000,1
MTJ,KRL,0.991778606582,2
MTJ,FUK,0.984031743461,3
MTJ,DFW,0.982638901736,4
MTR,LZH,0.993464825848,1
MTR,MES,0.992848947727,2
MTR,TAE,0.992087685646,3
MTR,JMU,0.989895954981,4
MTT,RMI,0.999654023418,1
MTT,AGH,0.999498105622,2
MTT,SCN,0.999445973963,3
MTT,CID,0.999054525779,4
MTY,KAO,0.998536339321,1
MTY,MQT,0.998486387952,2
MTY,KLO,0.993938502214,3
MTY,SDV,0.993699210623,4
MUB,LFW,0.999934412573,1
MUB,SMI,0.999780754300,2
MUB,CAK,0.999612202583,3
MUB,VIL,0.999000560919,4
MUC,KCZ,0.999105812357,1
MUC,JIQ,0.998789612470,2
MUC,GOQ,0.996496372378,3
MUC,RTM,0.996308182610,4
MUH,LEN,0.999662878788,1
MUH,CMN,0.998937735049,2
MUH,UUS,0.998790719827,3
MUH,UUD,0.997303268839,4
MUN,VCE,0.999974002622,1
MUN,FEN,0.998607730986,2
MUN,LIH,0.998198501454,3
MUN,SPC,0.997757568604,4
MUX,UDI,0.999925258605,1
MUX,PBC,0.999639627691,2
MUX,IOS,0.998522063501,3
MUX,OMA,0.998238700599,4
MVD,ARH,0.999804822766,1
MVD,ROS,0.999096231031,2
MVD,AVL,0.998612566454,3
MVD,IMP,0.998592306710,4
MWX,TRD,0.999766187459,1
MWX,TUS,0.999353139389,2
MWX,NPE,0.998403697968,3
MWX,PAP,0.997842840936,4
MWZ,AGT,0.999796466447,1
MWZ,PEW,0.998967637406,2
MWZ,REN,0.997162608746,3
MWZ,PBH,0.996952810674,4
MXJ,BLJ,0.999395762311,1
MXJ,MBX,0.998971590909,2
MXJ,LSI,0.998789126036,3
MXJ,JUB,0.998597166973,4
MXL,PFO,0.994309902174,1
MXL,SVO,0.991052067771,2
MXL,DED,0.989657718059,3
MXL,TRK,0.989319385372,4
MXP,AKL,0.998751228506,1
MXP,SNA,0.997554010758,2
MXP,KJA,0.997190133615,3
MXP,SMA,0.997080495444,4
MXZ,LHE,0.999965499065,1
MXZ,ZQN,0.999887777999,2
MXZ,MQM,0.999695586649,3
MXZ,TFF,0.999286443168,4
MYJ,SLC,0.999369744265,1
MYJ,TDX,0.997561803084,2
MYJ,MKQ,0.997490758955,3
MYJ,NZH,0.995022523729,4
MYR,BHI,0.999135675172,1
MYR,BJZ,0.999006969299,2
MYR,AFA,0.998080832936,3
MYR,AMM,0.997457544317,4
MYY,DVO,0.999256616725,1
MYY,BXU,0.996636267247,2
MYY,AGP,0.996486546251,3
MYY,ZAL,0.995951408725,4
MZG,DMK,0.918344610109,1
MZG,KNH,-2.419781164469,2
MZG,THR,-2.886336768848,3
MZG,CJU,-3.232023350654,4
MZH,NQZ,0.998298410652,1
MZH,TIM,0.992323887610,2
MZH,TCZ,0.991501639664,3
MZH,PXO,0.982464015152,4
MZL,LET,0.984799242425,1
MZL,RNB,0.978532196970,2
MZL,SBMT,0.967518939394,3
MZL,ITM,0.964460632093,4
MZT,PPB,0.999357480603,1
MZT,DYU,0.999252627562,2
MZT,TUF,0.999170171977,3
MZT,FEG,0.997475771533,4
MZV,WNP,0.998974900100,1
MZV,GHA,0.998774621212,2
MZV,SOD,0.998556818181,3
MZV,FEZ,0.992789268133,4
NAG,BNA,0.992525194144,1
NAG,ESB,0.990465646384,2
NAG,EMA,0.990068677248,3
NAG,FUE,0.987143738137,4
NAJ,OBO,0.997589489813,1
NAJ,RHO,0.996995780901,2
NAJ,AUS,0.994742775335,3
NAJ,KLO,0.994397507195,4
NAN,VDC,0.997966120163,1
NAN,CUU,0.997854837876,2
NAN,NGQ,0.997185823939,3
NAN,URY,0.996948592338,4
NAO,SCS,0.966780438044,1
NAO,KWL,0.965123732745,2
NAO,HIA,0.957043149879,3
NAO,GAU,0.951975035790,4
NAP,TWF,0.999275357526,1
NAP,TGZ,0.999251265086,2
NAP,ERZ,0.995113920036,3
NAP,POA,0.994484669804,4
NAS,ASP,0.999691256658,1
NAS,MGF,0.998183491993,2
NAS,MLM,0.997130164357,3
NAS,GUA,0.996935385103,4
NAT,GLA,0.998647512502,1
NAT,EZE,0.998452203521,2
NAT,BOD,0.997079992788,3
NAT,GRJ,0.997025491276,4
NAV,DZA,0.999855264459,1
NAV,HTY,0.998884509587,2
NAV,ORF,0.998653064723,3
NAV,TU_079-01,0.998629443445,4
NAW,HLH,0.999332270445,1
NAW,LPT,0.997871212121,2
NAW,VDE,0.992420454545,3
NAW,BKS,0.992264159352,4
NAY,LJG,0.995039605605,1
NAY,HRB,0.993599642260,2
NAY,VII,0.988437110636,3
NAY,HPH,0.974634622168,4
NBC,BCM,0.999605510819,1
NBC,TNR,0.999238618533,2
NBC,JNU,0.999032592254,3
NBC,ACC,0.998176166597,4
NBE,ORN,0.999382007065,1
NBE,PVD,0.999250976502,2
NBE,MMX,0.997818125834,3
NBE,UDI,0.996860975435,4
NBO,PVH,0.999852156098,1
NBO,ATM,0.999267631286,2
NBO,BOI,0.998049169568,3
NBO,VOG,0.997621832068,4
NBS,BOM,0.997953253448,1
NBS,IXA,0.995128020452,2
NBS,UBP,0.993237848131,3
NBS,BKI,0.988566128430,4
NCE,IZO,0.999608073666,1
NCE,TU_034-03,0.998835213245,2
NCE,PUQ,0.998149783001,3
NCE,OSS,0.997959551368,4
NCL,PEE,0.999971226479,1
NCL,LPQ,0.999512136840,2
NCL,EVN,0.998167469761,3
NCL,ABV,0.997879038946,4
NDG,CPH,0.999906904978,1
NDG,IJK,0.998932397390,2
NDG,PSA,0.998902975476,3
NDG,CTG,0.998688621964,4
NDJ,MGM,0.999884865689,1
NDJ,MOT,0.999872733976,2
NDJ,TU_063-04,0.999762885148,3
NDJ,KSU,0.999588465446,4
NDR,STI,0.998458927066,1
NDR,REG,0.998286975899,2
NDR,SKP,0.997795928521,3
NDR,VDA,0.997020422480,4
NGB,UIH,0.991211185835,1
NGB,CGQ,0.985105235802,2
NGB,YBP,0.974842503919,3
NGB,WUH,0.972920430500,4
NGO,VIE,0.999104449981,1
NGO,TSV,0.998476627956,2
NGO,CYI,0.996865820584,3
NGO,OZC,0.993925720524,4
NGQ,URY,0.999762768399,1
NGQ,CMF,0.999403523053,2
NGQ,VDC,0.999219703776,3
NGQ,JOS,0.998549242424,4
NGS,YKM,0.998161785245,1
NGS,FLL,0.993624430888,2
NGS,AZD,0.992361679732,3
NGS,UDR,0.987305280639,4
NIM,TU_001-03,0.998785688419,1
NIM,YQM,0.997320298300,2
NIM,FPO,0.997165592494,3
NIM,GTF,0.996625457242,4
NJC,HMA,0.999711241580,1
NJC,BMA,0.998945609072,2
NJC,FUJ,0.998197572518,3
NJC,PAH,0.997926369369,4
NJF,MRU,0.999158170708,1
NJF,KRR,0.999132367025,2
NJF,CAY,0.997045971371,3
NJF,HAS,0.996882693346,4
NKC,ASE,0.999705931445,1
NKC,ACK,0.999690526873,2
NKC,MRA,0.999551103572,3
NKC,EGO,0.999264235742,4
NKG,WEF,0.997781992828,1
NKG,URC,0.993283862707,2
NKG,QRW,0.938157723122,3
NKG,TTT,0.928441814031,4
NKM,JUJ,0.997455096926,1
NKM,DEN,0.993599403832,2
NKM,PEK,0.991841812539,3
NKM,DEL,0.985543900537,4
NKT,JAX,0.999978341115,1
NKT,ORB,0.997952685696,2
NKT,FNC,0.997899326134,3
NKT,KUM,0.997817130858,4
NLA,OSD,0.998435058644,1
NLA,SLP,0.998409299042,2
NLA,RTW,0.998192764873,3
NLA,FWA,0.997204897852,4
NLT,ABY,0.998840909091,1
NLT,PTY,0.997555403528,2
NLT,WAW,0.996943033866,3
NLT,CNS,0.994305942608,4
NNG,BMV,0.982153671951,1
NNG,GEA,0.960861174259,2
NNG,KHN,0.930717264109,3
NNG,CAN,0.930542341188,4
NNT,ZYI,0.994107463749,1
NNT,LYI,0.975947824589,2
NNT,MDW,0.974370122833,3
NNT,KNO,0.973033420052,4
NNY,IXR,0.985296875567,1
NNY,PUS,0.968754146579,2
NNY,TPP,0.967051083317,3
NNY,KMS,0.966636932603,4
NOC,DSS,0.999554575701,1
NOC,ERF,0.998764989144,2
NOC,KUF,0.997752463660,3
NOC,CIY,0.996298019996,4
NOU,SXB,0.999600771203,1
NOU,STT,0.999411412761,2
NOU,GEO,0.998837493778,3
NOU,FBM,0.998789277764,4
NPE,PAP,0.999439142968,1
NPE,TRF,0.999330725615,2
NPE,UET,0.999140462303,3
NPE,BEN,0.998730175913,4
NPL,YRT,0.998743370819,1
NPL,PLQ,0.998717884907,2
NPL,KVA,0.998471888288,3
NPL,BZG,0.998361767549,4
NQN,VDH,0.998088864551,1
NQN,BNE,0.990234893645,2
NQN,NTL,0.989912665921,3
NQN,MSP,0.988851150651,4
NQY,FCA,0.999991138061,1
NQY,TU_063-01,0.999751255319,2
NQY,BTV,0.998780443152,3
NQY,MSO,0.997983876201,4
NQZ,MZH,0.998298410652,1
NQZ,TIM,0.994025476958,2
NQZ,TCZ,0.993203229012,3
NQZ,KKC,0.982016996307,4
NRK,PNR,0.999951140684,1
NRK,COO,0.999731671819,2
NRK,TU_022-04,0.999729427011,3
NRK,AES,0.998590203959,4
NRN,MFK,0.999107189383,1
NRN,OSL,0.998996742665,2
NRN,CAG,0.998883962383,3
NRN,RDD,0.998199992414,4
NRT,GRU,0.999665512592,1
NRT,FTE,0.996033019994,2
NRT,JFK,0.995759481230,3
NRT,CUN,0.995737235173,4
NSI,AAR,0.999834751414,1
NSI,BIS,0.999587311985,2
NSI,GRB,0.999100604489,3
NSI,JKH,0.998277170554,4
NSK,HHN,0.999816951230,1
NSK,VNS,0.997089551578,2
NSK,BTJ,0.994815058074,3
NSK,FMA,0.990833100075,4
NSN,JNX,0.999886571801,1
NSN,OAX,0.999829614796,2
NSN,ZAZ,0.997635623573,3
NSN,TBS,0.997282938830,4
NST,TSA,0.978983997193,1
NST,AEP,0.976812751279,2
NST,HSN,0.974336409321,3
NST,BIR,0.899883771283,4
NTE,HMO,0.998614448557,1
NTE,BJV,0.997148873963,2
NTE,CHG,0.996548899650,3
NTE,PMY,0.994639808741,4
NTG,HRB,0.968776926148,1
NTG,NAY,0.962376568408,2
NTG,LJG,0.957416174013,3
NTG,VII,0.950813679044,4
NTL,BNE,0.999677772276,1
NTL,MSP,0.998938484730,2
NTL,VDH,0.991823801370,3
NTL,NQN,0.989912665921,4
NUE,BJA,0.999642645909,1
NUE,TOD,0.999286201740,2
NUE,BEN,0.997927374168,3
NUE,UET,0.997517087778,4
NUX,KUN,0.998068478902,1
NUX,LDE,0.997394835925,2
NUX,BME,0.997305234609,3
NUX,TSJ,0.996988129581,4
NVA,MCI,0.998861134760,1
NVA,KTW,0.996883690878,2
NVA,REU,0.994945463675,3
NVA,SYM,0.994250464599,4
NVT,ROK,0.998277756505,1
NVT,JOG,0.997841700784,2
NVT,IXE,0.995830741220,3
NVT,TUU,0.995827115263,4
NWI,GBE,0.999876359810,1
NWI,YFB,0.999725178236,2
NWI,FNA,0.999160466845,3
NWI,ROR,0.997219116542,4
NYO,SKG,0.998337571295,1
NYO,LKL,0.997456969348,2
NYO,FKB,0.996287454081,3
NYO,NTE,0.994340721911,4
NYU,AVA,0.995632779929,1
NYU,TAK,0.991928684105,2
NYU,YXC,0.990416462495,3
NYU,JDH,0.989786891805,4
NZH,ISC,0.999599385308,1
NZH,FAO,0.998245591120,2
NZH,MKQ,0.997531764774,3
NZH,SLC,0.995652779464,4
OAJ,YCD,0.999545489259,1
OAJ,KVD,0.999170270438,2
OAJ,GFK,0.998497736486,3
OAJ,EVV,0.998405390861,4
OAK,AMD,0.998827455792,1
OAK,YXC,0.998707217872,2
OAK,TAK,0.997194996262,3
OAK,NYU,0.989123680367,4
OAX,JNX,0.999943042995,1
OAX,NSN,0.999829614796,2
OAX,ZAZ,0.997806008777,3
OAX,TBS,0.997453324034,4
OBO,NAJ,0.997589489813,1
OBO,RGN,0.995913284843,2
OBO,PMO,0.995803710793,3
OBO,RHO,0.994585270714,4
OCC,LDU,0.996321169441,1
OCC,CFR,0.995856860862,2
OCC,SRE,0.995611324940,3
OCC,CCP,0.995087408729,4
ODB,PDL,0.999933387480,1
ODB,GLT,0.999104401275,2
ODB,FRU,0.997076267739,3
ODB,TOD,0.995443181818,4
ODS,KUO,0.999582252073,1
ODS,TLQ,0.999443470852,2
ODS,TRI,0.998164433601,3
ODS,TGU,0.997916271516,4
OER,RUN,0.999761636738,1
OER,PAS,0.999424242424,2
OER,BRI,0.998782724413,3
OER,MAN,0.998169949045,4
OGG,JGD,0.999493936862,1
OGG,BTS,0.999202778213,2
OGG,BLA,0.998378425967,3
OGG,LUQ,0.997621593441,4
OHD,KEM,0.999893899522,1
OHD,DIR,0.997949764390,2
OHD,LIL,0.996469076357,3
OHD,DMM,0.995915343168,4
OHE,PTP,0.999596736072,1
OHE,DTM,0.999095038325,2
OHE,SDE,0.998482954545,3
OHE,MRV,0.997404333117,4
OIT,CJS,0.992264516449,1
OIT,PLU,0.987920643054,2
OIT,MMY,0.985666773120,3
OIT,JNZ,0.985057107882,4
OKA,BLR,0.996365194995,1
OKA,TAC,0.992613626701,2
OKA,HDN,0.990494373461,3
OKA,RSU,0.989090895849,4
OKC,SNN,0.999925786183,1
OKC,BQN,0.999397017161,2
OKC,SAL,0.999013629377,3
OKC,GAJ,0.998594956331,4
OKJ,CCJ,0.999655090465,1
OKJ,ACY,0.999339497646,2
OKJ,KIS,0.998610821829,3
OKJ,RGL,0.998249572113,4
OLB,CBR,0.997697343177,1
OLB,WAW,0.996675210791,2
OLB,RMF,0.996076784289,3
OLB,ABY,0.994777335566,4
OMA,IOS,0.999716637098,1
OMA,PBC,0.998599072908,2
OMA,MUX,0.998238700599,3
OMA,UDI,0.998163959204,4
OMO,PUJ,0.999871419165,1
OMO,POL,0.999566287878,2
OMO,TAS,0.999462358684,3
OMO,EMD,0.999055212365,4
OMS,MJN,0.999439803240,1
OMS,GIG,0.998537203105,2
OMS,JTR,0.998216243545,3
OMS,GPS,0.997826037179,4
ONQ,TOS,0.999810854134,1
ONQ,TU_022-06,0.999206983611,2
ONQ,KUA,0.998105211703,3
ONQ,SXM,0.997624852175,4
ONT,TSJ,0.999193157440,1
ONT,LDE,0.998786451096,2
ONT,AXT,0.998126386231,3
ONT,KUN,0.998112808119,4
OOL,HGU,0.997509206577,1
OOL,BRS,0.997087975846,2
OOL,BNI,0.996912975454,3
OOL,ALY,0.996212751517,4
OPO,DBQ,0.998786722464,1
OPO,RAJ,0.997686138059,2
OPO,UFA,0.995766719204,3
OPO,LIL,0.993742267367,4
OPS,POS,0.999383444727,1
OPS,BFN,0.998922426236,2
OPS,SAL,0.998619484307,3
OPS,BQN,0.998236096523,4
ORB,JAX,0.997974344581,1
ORB,NKT,0.997952685696,2
ORB,FNC,0.995852011830,3
ORB,KUM,0.995769816554,4
ORD,BSD,0.999616299224,1
ORD,PDG,0.998604340684,2
ORD,TU_034-01,0.996052491696,3
ORD,IXC,0.994470017337,4
ORF,TU_079-01,0.999976378722,1
ORF,SPU,0.999233124102,2
ORF,DZA,0.998797800264,3
ORF,NAV,0.998653064723,4
ORK,SDQ,0.999108315666,1
ORK,IBA,0.999029479365,2
ORK,PSR,0.998695268654,3
ORK,RIX,0.998279591609,4
ORN,PVD,0.999868969437,1
ORN,NBE,0.999382007065,2
ORN,UDI,0.997478968370,3
ORN,MUX,0.997404226975,4
ORY,SPR,0.993469574152,1
ORY,TST,0.985911885087,2
ORY,DAL,0.974347750769,3
ORY,UTH,0.974184096991,4
OSD,RTW,0.999757706229,1
OSD,FWA,0.998769839208,2
OSD,NLA,0.998435058644,3
OSD,SBP,0.998176478944,4
OSL,NRN,0.998996742665,1
OSL,MFK,0.998103932048,2
OSL,CAG,0.997880705048,3
OSL,RDD,0.997196735079,4
OSR,ABQ,0.999857023203,1
OSR,PIK,0.999477796963,2
OSR,RBR,0.998513281563,3
OSR,UIO,0.997863581475,4
OSS,NCE,0.997959551368,1
OSS,IZO,0.997567625034,2
OSS,TU_034-03,0.996794764613,3
OSS,IXU,0.996696022150,4
OST,BUD,0.998619309358,1
OST,HSG,0.998302177571,2
OST,LDS,0.997840142497,3
OST,LNJ,0.996154236062,4
OTP,SVQ,0.999210398703,1
OTP,KGI,0.998800024698,2
OTP,TMM,0.998617910846,3
OTP,IAD,0.995212308875,4
OUA,AGS,0.999521623844,1
OUA,SFT,0.999491900060,2
OUA,WDH,0.998694711018,3
OUA,STX,0.998407528514,4
OUD,RIC,0.999523706142,1
OUD,BGO,0.999103876349,2
OUD,DUD,0.999008736372,3
OUD,BAX,0.997889475611,4
OUL,RAI,0.998132924879,1
OUL,PMR,0.998131608196,2
OUL,BVC,0.997989937041,3
OUL,TYS,0.997910816084,4
OVB,VTE,0.999962710807,1
OVB,BUR,0.998601691147,2
OVB,BRM,0.998039244957,3
OVB,COK,0.998031100105,4
OVD,ZQW,0.998981276355,1
OVD,HEA,0.996466134550,2
OVD,PMW,0.996018228475,3
OVD,TU_076-01,0.995909290451,4
OZC,USH,0.999480314131,1
OZC,PER,0.998731614895,2
OZC,MKY,0.997778666008,3
OZC,ZOS,0.995808837680,4
OZZ,IXE,0.999902824332,1
OZZ,LPB,0.999105210213,2
OZZ,ROK,0.997455809047,3
OZZ,VVO,0.997015964850,4
PAC,SMF,0.999677694651,1
PAC,HIJ,0.998481922754,2
PAC,KGD,0.997969923919,3
PAC,MCZ,0.997874082215,4
PAD,YLW,0.999829493711,1
PAD,EYW,0.999822485445,2
PAD,BSK,0.998979935450,3
PAD,BRQ,0.998711719656,4
PAH,BMA,0.998980760297,1
PAH,FSC,0.998679578586,2
PAH,SYZ,0.998480828613,3
PAH,NJC,0.997926369369,4
