IATA,CLUSTER_IATA,SIMILARITY_SCORE,RANK
EXT,FAR,0.998023547830,1
EXT,RDM,0.997931385194,2
EXT,LBE,0.997717357635,3
EXT,INV,0.997606235586,4
EYP,TAB,0.999037981065,1
EYP,STL,0.998280838788,2
EYP,LNJ,0.998270856504,3
EYP,LDS,0.996584950069,4
EYW,YLW,0.999992991734,1
EYW,PAD,0.999822485445,2
EYW,BSK,0.998802420895,3
EYW,BRQ,0.998534205101,4
EZE,BOD,0.998627789267,1
EZE,NAT,0.998452203521,2
EZE,FLW,0.997529176159,3
EZE,MLN,0.997240332952,4
EZS,ILR,0.999487443424,1
EZS,YUL,0.998495787775,2
EZS,GNY,0.997850198905,3
EZS,VRN,0.997826647656,4
FAE,FMO,0.999775404470,1
FAE,DNR,0.998753109113,2
FAE,BRQ,0.997307219910,3
FAE,BSK,0.997039004116,4
FAI,TOY,0.999695647572,1
FAI,ABJ,0.999391469523,2
FAI,PHC,0.999144412298,3
FAI,PMF,0.998401393898,4
FAO,ISC,0.998646205812,1
FAO,NZH,0.998245591120,2
FAO,ILP,0.996086748733,3
FAO,MKQ,0.995777355894,4
FAR,RDM,0.999907837364,1
FAR,LBE,0.999693809805,2
FAR,VBY,0.999485843261,3
FAR,LJU,0.999333609904,4
FAT,LEJ,0.999632550024,1
FAT,MHT,0.999346732460,2
FAT,IEV,0.998835890364,3
FAT,RZE,0.997830751319,4
FAY,TU_038-01,0.999855051883,1
FAY,YWK,0.999708092092,2
FAY,DNK,0.999681140362,3
FAY,AVP,0.999660549455,4
FBM,SZG,0.999737095358,1
FBM,DCY,0.999734998978,2
FBM,LEI,0.999218796771,3
FBM,SXB,0.999188506561,4
FCA,NQY,0.999991138061,1
FCA,TU_063-01,0.999742393380,2
FCA,BTV,0.998789305091,3
FCA,MSO,0.997992738140,4
FCO,BBA,0.993065456290,1
FCO,CRD,0.992753701909,2
FCO,DUB,0.988079160329,3
FCO,SFO,0.987270591602,4
FDF,MID,0.999591111268,1
FDF,HAM,0.998031474304,2
FDF,USM,0.997867576339,3
FDF,FLN,0.995978834424,4
FDH,TKU,0.999070811179,1
FDH,RNN,0.998007439993,2
FDH,BMI,0.997906324625,3
FDH,KKN,0.997478158842,4
FEG,AXM,0.999498372970,1
FEG,POZ,0.998884266478,2
FEG,ETZ,0.998498136717,3
FEG,DYU,0.998223143971,4
FEN,SPC,0.999149837618,1
FEN,VCE,0.998633728364,2
FEN,MUN,0.998607730986,3
FEN,MKE,0.998514451990,4
FEZ,AJA,0.997985228509,1
FEZ,RES,0.996337965528,2
FEZ,DGO,0.994357298339,3
FEZ,GHA,0.994014646921,4
FIH,LBB,0.999747492510,1
FIH,KLV,0.999297163360,2
FIH,UVF,0.998863459209,3
FIH,KTN,0.998095790778,4
FJR,BJM,0.999208626154,1
FJR,JIB,0.998646533927,2
FJR,LNK,0.998606221672,3
FJR,TU_037-03,0.998279987374,4
FKB,LKL,0.998830484733,1
FKB,SKG,0.997949882786,2
FKB,FLN,0.997306044337,3
FKB,NYO,0.996287454081,4
FKS,KZR,0.999498674686,1
FKS,TRZ,0.999405344176,2
FKS,LBC,0.997859610433,3
FKS,GCI,0.997579362201,4
FLG,AMS,0.998645377211,1
FLG,ZAL,0.998361742424,2
FLG,AGP,0.997826604898,3
FLG,MYY,0.994313151149,4
FLL,AZD,0.998737248844,1
FLL,YKM,0.995462645643,2
FLL,UDR,0.993680849751,3
FLL,NGS,0.993624430888,4
FLN,FKB,0.997306044337,1
FLN,LKL,0.996136529070,2
FLN,FDF,0.995978834424,3
FLN,MID,0.995569945692,4
FLO,KIX,0.995187691173,1
FLO,LZY,0.993382616390,2
FLO,ACE,0.989900322497,3
FLO,IQQ,0.987762295522,4
FLR,XCR,0.999978701033,1
FLR,STW,0.999860655528,2
FLR,UME,0.999859234907,3
FLR,RKV,0.999117066825,4
FLW,MLN,0.999711156793,1
FLW,BOD,0.998901386892,2
FLW,LYS,0.998821948759,3
FLW,EZE,0.997529176159,4
FMA,BEW,0.997461174242,1
FMA,BTJ,0.996018042001,2
FMA,VNS,0.993743548497,3
FMA,CJB,0.992233538846,4
FMM,SIC,0.999435570770,1
FMM,SCL,0.999090271584,2
FMM,SIP,0.998756522417,3
FMM,CEB,0.991938701638,4
FMO,FAE,0.999775404470,1
FMO,DNR,0.998977704643,2
FMO,BRQ,0.997531815440,3
FMO,BSK,0.997263599646,4
FNA,GBE,0.999284107035,1
FNA,NWI,0.999160466845,2
FNA,YFB,0.998885645081,3
FNA,ROR,0.998058649697,4
FNC,KUM,0.999917804724,1
FNC,NKT,0.997899326134,2
FNC,JAX,0.997877667249,3
FNC,LCY,0.996341991352,4
FNI,GPA,0.999740121634,1
FNI,SZZ,0.999398666226,2
FNI,TRG,0.999361738679,3
FNI,RVN,0.999155052708,4
FNT,MDT,0.999251866978,1
FNT,AAL,0.999116485203,2
FNT,TU_006-01,0.999096616532,3
FNT,CME,0.998803963381,4
FOC,CXR,0.986346010405,1
FOC,ATL,0.985103062126,2
FOC,VXE,0.982371813740,3
FOC,HTN,0.969290794712,4
FOG,SEZ,0.999793025677,1
FOG,RNS,0.999607831688,2
FOG,BET,0.999162558757,3
FOG,CHA,0.998849115070,4
FOR,BUD,0.997409781530,1
FOR,OST,0.996029090888,2
FOR,HRG,0.995640459181,3
FOR,BQS,0.994608696877,4
FPO,YQM,0.999845294194,1
FPO,GTF,0.999459864748,2
FPO,MOB,0.999204444362,3
FPO,TU_001-03,0.998379904075,4
FRA,UIP,0.998069524831,1
FRA,CRV,0.997101721801,2
FRA,MDE,0.995549178828,3
FRA,DUB,0.992184164317,4
FRL,IBE,0.996067234848,1
FRL,SBW,0.988404651777,2
FRL,KKC,0.987013191526,3
FRL,HJJ,0.983990876755,4
FRO,HFT,0.998191287878,1
FRO,BEJ,0.997866776947,2
FRO,DNH,0.996955664579,3
FRO,PMC,0.990462320634,4
FRU,GLT,0.997971866464,1
FRU,ODB,0.997076267739,2
FRU,PDL,0.997009655219,3
FRU,CFS,0.996431770401,4
FRW,EBB,0.999637606112,1
FRW,EUG,0.999591609029,2
FRW,QRO,0.999545037487,3
FRW,ZAG,0.998722072574,4
FSC,SYZ,0.999801250027,1
FSC,KOK,0.999192580504,2
FSC,VER,0.999111256569,3
FSC,PAH,0.998679578586,4
FSD,ILM,0.999957115133,1
FSD,TGM,0.999349403936,2
FSD,SLM,0.998793792581,3
FSD,RAR,0.998181360644,4
FSM,KDI,0.999495246857,1
FSM,FUO,0.999191287878,2
FSM,TAG,0.999140387167,3
FSM,IST,0.994673106636,4
FSZ,PZE,0.993456922861,1
FSZ,LLV,0.992816771346,2
FSZ,HEL,0.992220252076,3
FSZ,KGS,0.992133284620,4
FTE,JFK,0.999726461236,1
FTE,NRT,0.996033019994,2
FTE,GRU,0.995698532586,3
FTE,MIU,0.994849332550,4
FUE,REC,0.999422658364,1
FUE,IQT,0.996450554193,2
FUE,JIU,0.994354728269,3
FUE,NAG,0.987143738137,4
FUG,CRL,0.996026635993,1
FUG,PAT,0.991701263920,2
FUG,UTH,0.980771389295,3
FUG,ROI,0.978531330971,4
FUJ,GYE,0.999391631862,1
FUJ,CRK,0.999011377948,2
FUJ,HMA,0.998486330938,3
FUJ,NJC,0.998197572518,4
FUK,YIN,0.988619703049,1
FUK,MTJ,0.984031743461,2
FUK,ADF,0.979531743461,3
FUK,KRL,0.975810350043,4
FUO,KDI,0.999696041021,1
FUO,FSM,0.999191287878,2
FUO,TAG,0.998331675045,3
FUO,IST,0.993864394514,4
FWA,SBP,0.999406639736,1
FWA,RTW,0.999012132979,2
FWA,OSD,0.998769839208,3
FWA,NLA,0.997204897852,4
FYJ,LRD,0.999645630235,1
FYJ,CRW,0.998412589467,2
FYJ,XNB,0.997832104807,3
FYJ,ULN,0.996641912690,4
GAF,BZI,0.999732954546,1
GAF,TU_048-06,0.999470630685,2
GAF,KIT,0.998888244143,3
GAF,YSB,0.998122033127,4
GAJ,BZO,0.999697003697,1
GAJ,VXO,0.998878673915,2
GAJ,OKC,0.998594956331,3
GAJ,SNN,0.998520742514,4
GAU,HIA,0.994931885911,1
GAU,TAP,0.988164980712,2
GAU,KWL,0.986851303045,3
GAU,MDQ,0.983979374651,4
GAY,HLZ,0.999995935458,1
GAY,HUX,0.999058678370,2
GAY,VNO,0.997960253311,3
GAY,WUZ,0.997780413787,4
GBE,NWI,0.999876359810,1
GBE,YFB,0.999601538046,2
GBE,FNA,0.999284107035,3
GBE,ROR,0.997342756732,4
GCI,LBC,0.999719751768,1
GCI,TRZ,0.998174018025,2
GCI,KZR,0.998080687515,3
GCI,BJX,0.997843705365,4
GCM,AAL,0.999611335523,1
GCM,MDT,0.999475953748,2
GCM,WVB,0.998769647451,3
GCM,FNT,0.998727820726,4
GDL,RCH,0.998750394682,1
GDL,PZO,0.997272327988,2
GDL,BWI,0.994419464618,3
GDL,AQP,0.994103784039,4
GDN,JPA,0.999108668092,1
GDN,YVR,0.998842332757,2
GDN,GZT,0.998327646895,3
GDN,MLH,0.996607839078,4
GDX,BHH,0.999286514806,1
GDX,AYQ,0.997735492379,2
GDX,SYO,0.997685038648,3
GDX,SOF,0.997571221294,4
GDZ,SXM,0.999188419928,1
GDZ,TYS,0.999127125694,2
GDZ,PMR,0.998906333582,3
GDZ,KUA,0.998708060400,4
GEA,CAN,0.969681166929,1
GEA,NNG,0.960861174259,2
GEA,VCA,0.956636680575,3
GEA,BMV,0.943014846210,4
GEG,BAX,0.999529020794,1
GEG,LGG,0.999412196821,2
GEG,CZL,0.999213834636,3
GEG,ENU,0.998461836148,4
GEO,BZE,0.999834126144,1
GEO,STT,0.999426081017,2
GEO,NOU,0.998837493778,3
GEO,SXB,0.998438264981,4
GES,SDJ,0.998879341204,1
GES,BNK,0.997365483054,2
GES,BCN,0.992887935741,3
GES,TIR,0.990152805120,4
GFK,KVD,0.999327466048,1
GFK,TMP,0.998688200415,2
GFK,QYG,0.998519844585,3
GFK,OAJ,0.998497736486,4
GGG,BGW,0.999714685715,1
GGG,KRT,0.998180917561,2
GGG,SJP,0.997800412040,3
GGG,CHS,0.997179956553,4
GHA,WNP,0.999799721112,1
GHA,MZV,0.998774621212,2
GHA,SOD,0.997331439393,3
GHA,FEZ,0.994014646921,4
GIB,MSQ,0.999307508952,1
GIB,TLL,0.998795868903,2
GIB,KBL,0.998311550397,3
GIB,BZN,0.997723718450,4
GIG,JTR,0.999679040440,1
GIG,TRV,0.999102127490,2
GIG,MJN,0.999097399865,3
GIG,OMS,0.998537203105,4
GIZ,CIX,0.998719894323,1
GIZ,CJB,0.998434542062,2
GIZ,MDG,0.996177042813,3
GIZ,SPS,0.995301616062,4
GJT,EIS,0.999568810976,1
GJT,LWO,0.999242286512,2
GJT,GRZ,0.999040859188,3
GJT,KRS,0.998562620898,4
GLA,NAT,0.998647512502,1
GLA,GRJ,0.998377978774,2
GLA,EZE,0.997099716023,3
GLA,SJU,0.996875247382,4
GLT,ODB,0.999104401275,1
GLT,PDL,0.999037788755,2
GLT,FRU,0.997971866464,3
GLT,TOD,0.994547583093,4
GMP,SJW,0.990859884346,1
GMP,HME,0.983162123504,2
GMP,KWJ,0.914658446185,3
GMP,CJJ,0.829847937448,4
GNB,BOO,0.999967392424,1
GNB,ACH,0.999923842409,2
GNB,VLI,0.998457991773,3
GNB,MBA,0.997017214326,4
GND,BTR,0.999989791608,1
GND,EGE,0.999473410920,2
GND,BUS,0.998817803799,3
GND,DKR,0.997360852842,4
GNI,CCF,0.997895431628,1
GNI,VAR,0.997818717246,2
GNI,PDP,0.997195809659,3
GNI,BGI,0.996325245913,4
GNV,DRO,0.999972668734,1
GNV,SSG,0.999909368974,2
GNV,LBF,0.999824133342,3
GNV,TGU,0.997892999344,4
GNY,ILR,0.998362755481,1
GNY,YKS,0.997864472303,2
GNY,EZS,0.997850198905,3
GNY,RKS,0.997012244519,4
GOA,YOW,0.999042296791,1
GOA,TAM,0.998820112979,2
GOA,HRL,0.998763179867,3
GOA,IVC,0.998697614440,4
GOI,BOG,0.997632761098,1
GOI,PBO,0.996318071793,2
GOI,KHH,0.994827994659,3
GOI,SOC,0.994693558986,4
GOJ,LUX,0.999644968604,1
GOJ,SKP,0.998959019508,2
GOJ,TU_031-01,0.998600492912,3
GOJ,SDR,0.997707880762,4
GOQ,LGB,0.996799370013,1
GOQ,MUC,0.996496372378,2
GOQ,KCZ,0.995602184735,3
GOQ,JIQ,0.995285984848,4
GOT,AUA,0.999076112888,1
GOT,GRX,0.998977401733,2
GOT,JSH,0.998902994436,3
GOT,SID,0.998571727029,4
GPA,FNI,0.999740121634,1
GPA,TRG,0.999621617045,2
GPA,SZZ,0.999138787860,3
GPA,RVN,0.998895174342,4
GPS,ASR,0.998691348309,1
GPS,OMS,0.997826037179,2
GPS,MJN,0.997265840419,3
GPS,GIG,0.996363240284,4
GPT,MME,0.999872606761,1
GPT,YYT,0.999359118299,2
GPT,IDA,0.999325117287,3
GPT,RAP,0.999103567447,4
GRB,BIS,0.999513292504,1
GRB,AAR,0.999265853075,2
GRB,JKH,0.999176566065,3
GRB,NSI,0.999100604489,4
GRJ,SJU,0.998497268608,1
GRJ,GLA,0.998377978774,2
GRJ,GYD,0.998113658681,3
GRJ,NAT,0.997025491276,4
GRK,TU_061-02,0.999844506279,1
GRK,ARW,0.999388978849,2
GRK,KZS,0.998414051454,3
GRK,CPR,0.998108493748,4
GRO,CZU,0.999573085920,1
GRO,BDO,0.999043050922,2
GRO,BHX,0.998596688838,3
GRO,AEB,0.995455323171,4
GRR,YXX,0.999567431524,1
GRR,TU_031-14,0.999045808537,2
GRR,SFA,0.997207586256,3
GRR,MPL,0.996623912329,4
GRU,NRT,0.999665512592,1
GRU,CUN,0.996071722581,2
GRU,FTE,0.995698532586,3
GRU,JFK,0.995424993822,4
GRX,AUA,0.999901288845,1
GRX,SID,0.999594325296,2
GRX,GOT,0.998977401733,3
GRX,SFA,0.998717345402,4
GRZ,LWO,0.999798572676,1
GRZ,GJT,0.999040859188,2
GRZ,EIS,0.998609670164,3
GRZ,KRN,0.998100869316,4
GSO,EAS,0.999687790308,1
GSO,AOI,0.999656261680,2
GSO,CWL,0.998353128517,3
GSO,LRM,0.998324400104,4
GSP,THQ,0.999415473714,1
GSP,TLN,0.999107986435,2
GSP,SOU,0.997597891813,3
GSP,LIT,0.995749246173,4
GTF,MOB,0.999744579614,1
GTF,FPO,0.999459864748,2
GTF,YQM,0.999305158942,3
GTF,KKN,0.998672193248,4
GTO,ARU,0.997546992254,1
GTO,LHR,0.989617969845,2
GTO,RXS,0.988822924482,3
GTO,MSP,0.986186221305,4
GUA,COS,0.999956558923,1
GUA,MLM,0.999805220746,2
GUA,RBA,0.999221125460,3
GUA,NAS,0.996935385103,4
GUC,KTM,0.999802749741,1
GUC,CIT,0.998618462239,2
GUC,VUP,0.997229862377,3
GUC,BQS,0.996787221253,4
GUM,LUG,0.999613713696,1
GUM,CEK,0.997356240895,2
GUM,MCP,0.996597497746,3
GUM,KLR,0.996518156825,4
GUW,TU_076-01,0.995991425555,1
GUW,HEA,0.995434581456,2
GUW,CUR,0.993464872312,3
GUW,CXJ,0.992275368628,4
GVA,TTJ,0.997689896414,1
GVA,KIS,0.995091629625,2
GVA,BPS,0.994890951503,3
GVA,ACY,0.994362953808,4
GXH,TU_052-02,0.999937950541,1
GXH,TU_059-02,0.999832715546,2
GXH,TU_022-03,0.999732847593,3
GXH,TU_067-02,0.999184915849,4
GYD,SJU,0.999616390073,1
GYD,CMB,0.998448351666,2
GYD,GRJ,0.998113658681,3
GYD,TBZ,0.998013827208,4
GYE,CRK,0.999619746086,1
GYE,FUJ,0.999391631862,2
GYE,ASB,0.998209435781,3
GYE,HMA,0.997877962800,4
GYN,LAP,0.999142251307,1
GYN,KHI,0.998769134728,2
GYN,AEB,0.997640864253,3
GYN,BRU,0.997330234868,4
GYS,ZCO,0.998914704796,1
GYS,IAH,0.997874434356,2
GYS,SJT,0.988380681818,3
GYS,AKJ,0.988314523339,4
GYU,SVG,0.999748646450,1
GYU,AAQ,0.999428951459,2
GYU,DBV,0.998425050630,3
GYU,ASF,0.998401225418,4
GZP,JKG,0.999312649534,1
GZP,XNA,0.999199284408,2
GZP,SNU,0.998344720684,3
GZP,HZG,0.997592057484,4
GZT,YVR,0.999485314138,1
GZT,JPA,0.999218978803,2
GZT,GDN,0.998327646895,3
GZT,HNA,0.996801811302,4
HAD,AKJ,0.994407067570,1
HAD,ZCO,0.983806886113,2
HAD,MAQ,0.983138257576,3
HAD,GYS,0.982721590909,4
HAJ,CMG,0.999991315553,1
HAJ,RKZ,0.999974593538,2
HAJ,PSP,0.997384263767,3
HAJ,VPS,0.996506544823,4
HAK,CKG,0.929284679727,1
HAK,UPG,0.915231139495,2
HAK,HET,0.888883859045,3
HAK,LHW,0.858649601340,4
HAM,USM,0.999836102035,1
HAM,MID,0.998440363036,2
HAM,FDF,0.998031474304,3
HAM,PKC,0.997468719384,4
HAN,UYN,0.988647712178,1
HAN,SWA,0.966486211923,2
HAN,SAW,0.950965252642,3
HAN,WIL,0.935024776356,4
HAS,TNG,0.998866990846,1
HAS,NJF,0.996882693346,2
HAS,DUD,0.996599003497,3
HAS,BGO,0.996503863520,4
HAU,BJL,0.999938912587,1
HAU,BGR,0.999810453088,2
HAU,BLK,0.997756280402,3
HAU,TVC,0.997627511905,4
HAV,DSM,0.999803600727,1
HAV,THS,0.999609553133,2
HAV,VDM,0.997390446867,3
HAV,HMB,0.996690706055,4
HBA,CNF,0.997808347831,1
HBA,BTU,0.997245576815,2
HBA,KRY,0.995452773290,3
HBA,TEQ,0.994358076320,4
HBE,TU_027-02,0.998999636875,1
HBE,RYG,0.998535050028,2
HBE,BVC,0.998319052997,3
HBE,RAI,0.998176065159,4
HCJ,SCE,0.999221824611,1
HCJ,CPR,0.997799424495,2
HCJ,YXJ,0.997456745717,3
HCJ,RGS,0.996531250000,4
HCN,TU_047-03,0.999055566631,1
HCN,TU_010-05,0.999013343757,2
HCN,WOT,0.998928030303,3
HCN,AXF,0.998585227273,4
HDG,LGA,0.996879120016,1
HDG,DDG,0.996737716614,2
HDG,CJA,0.996652483276,3
HDG,MEX,0.995011635176,4
HDN,RSU,0.998596522388,1
HDN,OKA,0.990494373461,2
HDN,BLR,0.986859568456,3
HDN,JNG,0.986798466443,4
HDY,IXJ,0.996144213098,1
HDY,EOH,0.991458596506,2
HDY,SOQ,0.990506149659,3
HDY,VGT,0.989274451094,4
HEA,TU_076-01,0.999443155901,1
HEA,OVD,0.996466134550,2
HEA,ZQW,0.995447410905,3
HEA,GUW,0.995434581456,4
HEH,DYG,0.993909137531,1
HEH,EIN,0.993356535075,2
HEH,RLK,0.992056057643,3
HEH,TVS,0.991019794208,4
HEK,DAC,0.997911035179,1
HEK,HNL,0.995983895516,2
HEK,KJI,0.993770833334,3
HEK,PHE,0.993387388980,4
HEL,AOG,0.999564322301,1
HEL,LLV,0.999403480730,2
HEL,PZE,0.998763329215,3
HEL,SUF,0.998015987306,4
HER,YOL,0.999067581051,1
HER,LAX,0.998849664518,2
HER,TGG,0.995319680817,3
HER,CUN,0.994104497899,4
HET,LHW,0.969765742295,1
HET,HAK,0.888883859045,2
HET,HGH,0.874105568666,3
HET,CKG,0.818168538772,4
HFE,TSN,0.983074456658,1
HFE,KHN,0.955583592335,2
HFE,TNN,0.929898463495,3
HFE,CZX,0.923707041480,4
HFT,DNH,0.998764376701,1
HFT,FRO,0.998191287878,2
HFT,BEJ,0.996058064825,3
HFT,PMC,0.992271032756,4
HGH,TNA,0.940774824372,1
HGH,LHW,0.904339826371,2
HGH,HET,0.874105568666,3
HGH,CGO,0.769575767292,4
HGN,SCQ,0.999986852609,1
HGN,LBA,0.999550506117,2
HGN,JLN,0.999320075758,3
HGN,KIJ,0.999002910693,4
HGU,BRS,0.999578769269,1
HGU,BNI,0.999403768877,2
HGU,OOL,0.997509206577,3
HGU,JMU,0.993903880184,4
HHH,SJK,0.999765151515,1
HHH,DLM,0.999563042184,2
HHH,YIC,0.999047348485,3
HHH,ATH,0.997129252058,4
HHN,NSK,0.999816951230,1
HHN,VNS,0.997272600348,2
HHN,BTJ,0.994998106844,3
HHN,FMA,0.991016148845,4
HIA,GAU,0.994931885911,1
HIA,KWL,0.991919417134,2
HIA,TAP,0.983096866623,3
HIA,MDQ,0.978911260562,4
HIJ,KGD,0.999488001165,1
HIJ,MCZ,0.999392159461,2
HIJ,PAC,0.998481922754,3
HIJ,SMF,0.998159617405,4
HIN,CNX,0.998684383664,1
HIN,LYA,0.992009340501,2
HIN,BIK,0.985479927515,3
HIN,YUM,0.980884469697,4
HJJ,RPR,0.993994049288,1
HJJ,LYR,0.992470297487,2
HJJ,SHJ,0.988461218316,3
HJJ,IBE,0.987923641907,4
HKD,CUC,0.998584907182,1
HKD,MHD,0.995755271099,2
HKD,WEH,0.993606719071,3
HKD,LAE,0.992513455195,4
HKG,ARK,0.992342791024,1
HKG,MLG,0.988916191698,2
HKG,VDE,0.986759457691,3
HKG,ABI,0.982257587764,4
HKT,SXF,0.993246921776,1
HKT,SCL,0.985545899795,2
HKT,SIC,0.985200600609,3
HKT,FMM,0.984636171379,4
HLA,SYX,0.863053065031,1
HLA,CGH,0.383208472892,2
HLA,KMG,0.367352289737,3
HLA,ADE,0.298611563009,4
HLD,LMM,0.992497181602,1
HLD,PXU,0.983495427334,2
HLD,PKR,0.969972943048,3
HLD,XMN,0.967818062756,4
HLH,NAW,0.999332270445,1
HLH,LPT,0.998538941676,2
HLH,BKS,0.992931888907,3
HLH,VDE,0.991752724990,4
HLN,TU_031-04,0.999030979452,1
HLN,LNZ,0.998239468985,2
HLN,AOK,0.997563808789,3
HLN,MBS,0.997225473757,4
HLP,SHA,0.895770231026,1
HLP,USN,0.772291098630,2
HLP,ZUH,0.589295378204,3
HLP,CJU,0.308993208120,4
HLZ,GAY,0.999995935458,1
HLZ,HUX,0.999062742912,2
HLZ,VNO,0.997956188769,3
HLZ,WUZ,0.997776349245,4
HMA,NJC,0.999711241580,1
HMA,BMA,0.998656850652,2
HMA,FUJ,0.998486330938,3
HMA,GYE,0.997877962800,4
HMB,VDM,0.999300259188,1
HMB,BLL,0.998168697859,2
HMB,LCG,0.997923138685,3
HMB,HAV,0.996690706055,4
HME,SJW,0.992302239158,1
HME,GMP,0.983162123504,2
HME,KWJ,0.897820569689,3
HME,CJJ,0.813010060952,4
HMI,DCA,0.997091155851,1
HMI,AOR,0.994261156373,2
HMI,MDC,0.994097105446,3
HMI,ARI,0.993519711538,4
HMO,NTE,0.998614448557,1
HMO,BJV,0.998534425406,2
HMO,CHG,0.997934451093,3
HMO,PMY,0.996025360184,4
HNA,CUE,0.999790559690,1
HNA,YGJ,0.998917701469,2
HNA,JNB,0.997073093829,3
HNA,GZT,0.996801811302,4
HND,XMN,0.980798336467,1
HND,BPX,0.979835282811,2
HND,PXU,0.965120971889,3
HND,IXS,0.950304979781,4
HNL,HEK,0.995983895516,1
HNL,ASJ,0.995418508627,2
HNL,APL,0.994805877211,3
HNL,DAC,0.993894930695,4
HNY,RHT,0.999884469697,1
HNY,TU_057-01,0.999651296785,2
HNY,EJN,0.999407196970,3
HNY,TU_067-02,0.999371902332,4
HOG,HSV,0.999432473937,1
HOG,BZR,0.999244560375,2
HOG,CME,0.998332203502,3
HOG,TU_006-01,0.998039550351,4
HOR,ICN,0.994835554275,1
HOR,XIL,0.989800937767,2
HOR,ITH,0.989003787879,3
HOR,TWU,0.986657640896,4
HOU,JNZ,0.994511653284,1
HOU,NGS,0.983603076623,2
HOU,YKM,0.981764861868,3
HOU,OIT,0.979568761166,4
HPG,PBG,0.999909539071,1
HPG,JKH,0.999330529707,2
HPG,GRB,0.998507095772,3
HPG,BIS,0.998020388276,4
HPH,VII,0.986197511532,1
HPH,LJG,0.979595016563,2
HPH,NAY,0.974634622168,3
HPH,HRB,0.968234264428,4
HPN,STR,0.998242629055,1
HPN,PIT,0.998214795713,2
HPN,BOJ,0.997064091566,3
HPN,BND,0.996215075578,4
HRB,NAY,0.993599642260,1
HRB,LJG,0.988639247865,2
HRB,VII,0.982036752896,3
HRB,NTG,0.968776926148,4
HRE,MFE,0.999463174475,1
HRE,TRS,0.999384659692,2
HRE,EYW,0.996185731999,3
HRE,YLW,0.996178723733,4
HRG,BQS,0.998968237696,1
HRG,VUP,0.998525596572,2
HRG,GUC,0.995755458949,3
HRG,FOR,0.995640459181,4
HRK,PVK,0.999222400504,1
HRK,CHO,0.997341144519,2
HRK,KRS,0.996994843440,3
HRK,SHV,0.996415213610,4
HRL,YOW,0.999720883076,1
HRL,MQP,0.999703245282,2
HRL,BRE,0.999395113360,3
HRL,SBA,0.999204196319,4
HSG,LDS,0.999537964926,1
HSG,OST,0.998302177571,2
HSG,LNJ,0.997852058491,3
HSG,STL,0.997842076207,4
HSH,PKN,0.998677959548,1
HSH,JGS,0.998254873530,2
HSH,LGK,0.997697914420,3
HSH,JAI,0.996240514266,4
HSN,TSA,0.995352412128,1
HSN,NST,0.974336409321,2
HSN,AEP,0.951149160600,3
HSN,HUI,0.887102822212,4
HSV,HOG,0.999432473937,1
HSV,CME,0.998899729565,2
HSV,BZR,0.998677034312,3
HSV,TU_006-01,0.998607076414,4
HTA,ISA,0.999973555918,1
HTA,PLN,0.999209698410,2
HTA,IKA,0.999161946636,3
HTA,TRV,0.998237443782,4
HTI,SVX,0.999127676574,1
HTI,DUS,0.996590170002,2
HTI,CFU,0.996483853488,3
HTI,AUH,0.996412904687,4
HTN,MDQ,0.988134049331,1
HTN,VXE,0.986918980972,2
HTN,TAP,0.983948443270,3
HTN,CXR,0.982944784307,4
HTS,JZH,0.997076300269,1
HTS,ROI,0.996164772727,2
HTS,CGD,0.992542011611,3
HTS,JNG,0.991256457800,4
HTY,NAV,0.998884509587,1
HTY,DZA,0.998739774046,2
HTY,TIV,0.998659779070,3
HTY,ORF,0.997537574310,4
HUH,IMF,0.997979298151,1
HUH,URT,0.993310995612,2
HUH,CPV,0.993274621212,3
HUH,IQN,0.991774621212,4
HUI,SXR,0.991732178929,1
HUI,MFM,0.958753289352,2
HUI,YTY,0.956443051098,3
HUI,CTU,0.945598565168,4
HUN,PLZ,0.999290493797,1
HUN,LIH,0.998385760928,2
HUN,MUN,0.996584262382,3
HUN,VCE,0.996558265004,4
HUX,HLZ,0.999062742912,1
HUX,GAY,0.999058678370,2
HUX,LGP,0.997715181670,3
HUX,TJK,0.997505604813,4
HUY,MOL,0.999969049681,1
HUY,MHQ,0.999884167578,2
HUY,BAY,0.999772138864,3
HUY,LLW,0.999634355936,4
HXD,TU_033-04,0.999937305638,1
HXD,CNI,0.998513257575,2
HXD,TU_074-02,0.998280318946,3
HXD,TU_052-04,0.996978760124,4
HYD,IXL,0.997543013152,1
HYD,PPS,0.996047893635,2
HYD,EDL,0.994797541601,3
HYD,ZAT,0.992676329480,4
HYN,CTS,0.973863896963,1
HYN,ATL,0.955157170591,2
HYN,TGO,0.947512758161,3
HYN,CJC,0.945730483397,4
HZG,JKG,0.998279407950,1
HZG,VFA,0.998251476949,2
HZG,GZP,0.997592057484,3
HZG,XNA,0.996791341892,4
HZH,RNO,0.998937428232,1
HZH,BHK,0.998667841075,2
HZH,JER,0.998665855731,3
HZH,RAO,0.998069346119,4
IAD,DPL,0.998172495337,1
IAD,SLY,0.997544491877,2
IAD,TMM,0.996594398029,3
IAD,LLB,0.995733253486,4
IAG,YQT,0.999414326667,1
IAG,TNH,0.999272755072,2
IAG,ISU,0.997177506613,3
IAG,SBZ,0.996747268754,4
IAH,GYS,0.997874434356,1
IAH,ZCO,0.996789139152,2
IAH,SJT,0.990506247462,3
IAH,AKJ,0.986188957695,4
