Year,EBROMId,Volume,Market
2024,60137655,6446,USA
2024,60274480,6739,Germany
2024,60240034,75892,France
2024,60240451,29492,Japan
2024,60211536,1
2024,60074106,59808
2024,60162219,26717
2024,60241408,46
2024,60246775,23488
2024,60240526,39903
2024,60186005,15724
2024,60273375,11717
2024,60195943,320840
2024,60076361,851
2024,60247090,1173838
2024,60055406,92
2024,60188345,1032
2024,60170017,24
2024,60169451,34748
2024,60137890,14876
2024,60212661,2215
2024,50019697,2014
2024,60194836,1180
2024,50046685,18859
2024,60233421,9904
2024,50014224,8825
2024,50065740,186771
2024,60211542,5317
2024,60194842,101934
2024,60276030,1230
2024,60074396,10656
2024,50040770,13834
2024,50064536,109973
2024,60234280,5434
2024,60127681,5195
2024,60196591,96411
2024,60097944,663906
2024,50066397,104890
2024,60163819,142748
2024,60210414,46838
2024,60125513,23230
2024,60186056,72503
2024,60167098,6230
2024,60054950,6132
2024,60239970,9047
2024,50063694,5872
2024,60082060,285582
2024,50051808,4548
2024,60258699,6572
2024,50065488,62
2024,60072625,21439
2024,60205337,28785
2024,50071413,1600040
2024,60171412,91542
2024,60184641,903
2024,50071349,1605326
2024,50069237,19885
2024,60205983,4351
2024,60162271,133257
2024,60212667,2684
2024,50052632,23
2024,60136708,173
2024,50058942,3643
2024,60214264,5561
2024,60162031,36
2024,50049613,3273
2024,60257436,11171
2024,50044040,3060
2024,60040198,34654
2024,60240619,54980
2024,50075601,13
2024,60232581,41794
2024,60168729,502326
2024,50072395,1991
2024,60212929,44702
2024,60061388,12460
2024,60257808,190
2024,50010310,5839
2024,60078415,1393344
2024,60078809,38756
2024,60194224,7136
2024,60210116,21
2024,60256883,10590
2024,60167166,26277
2024,60166320,1233
2024,60256306,1341
2024,50071599,208956
2024,60185300,5013
2024,60235289,4286
2024,60235315,17932
2024,60128797,26108
2024,60080476,31
2024,50044450,50045
2024,50002470,3212313
2024,60123699,41611
2024,60075475,93653
2024,50046393,10994
2024,60044085,38604
2024,50020613,114455
2024,60167736,1236
2024,60058363,32259
2024,60081455,78067
2024,60038185,9361
2024,60238398,996458
2024,60126798,192902
2024,50031780,324004
2024,60126786,131520
2024,60196496,22621
2024,60163574,919
2024,50001952,1411
2024,60242330,1043
2024,50058092,8527
2024,60276104,3145
2024,60214365,27383
2024,60165841,213598
2024,50054046,10870
2024,60239607,18646
2024,60075469,6753
2024,60212563,26399
2024,60205341,266320
2024,60193729,639471
2024,60050091,133455
2024,60232991,3521
2024,60050093,60548
2024,60099822,4409
2024,60135646,4840
2024,60167223,20443
2024,50080812,398205
2024,60278618,2480
2024,60135274,5757810
2024,60046016,123741
2024,60072532,339483
2024,60130884,291
2024,50075918,47310
