Location,Cat_A,Green_Count,Red_Count,Total_SKUs,Cat_B,Cat_C,Cat_D,Avg_Score
Aalborg,6.67,0.0,0.0,13.0,10.0,0.0,,5.5566666666666675
Varna,6.76,1.0,0.0,36.0,0.11,0.01,0.34,1.805
Christchurch,4.44,0.0,3.0,9.0,10.0,0.01,,4.816666666666667
Asturias,6.97,2.0,0.0,22.0,0.0,0.01,,2.3266666666666667
St. Petersburg Pulkovo,6.75,1.0,0.0,38.0,0.05,0.01,0.55,1.8399999999999999
Pengsheng,5.0,1.0,4.0,14.0,,0.0,,2.5
Krasnoyarsk,6.88,3.0,0.0,46.0,1.25,0.27,0.34,2.1849999999999996
Paris Orly,6.76,4.0,1.0,68.0,0.83,0.0,,2.53
Bremen,6.77,1.0,0.0,31.0,0.0,0.0,,2.2566666666666664
Yangyang,6.67,0.0,0.0,73.0,0.79,,,3.73
East Midlands,6.15,0.0,5.0,65.0,0.01,0.0,0.26,1.605
Sochi,6.75,1.0,0.0,39.0,0.29,0.02,0.09,1.7874999999999999
Dresden,7.14,3.0,0.0,21.0,1.67,0.0,,2.936666666666666
Nador,6.86,6.0,0.0,102.0,0.52,0.01,0.04,1.8575000000000002
Muan,6.56,0.0,1.0,61.0,1.18,,0.12,2.6199999999999997
Vientiane,5.93,0.0,4.0,36.0,1.19,0.09,5.28,3.1224999999999996
Glasgow Prestwick,6.36,0.0,2.0,43.0,0.07,0.01,0.22,1.665
Tirana,6.19,4.0,10.0,113.0,0.27,0.01,0.04,1.6275000000000002
Kaohsiung,5.89,0.0,5.0,43.0,0.02,0.13,0.28,1.5799999999999998
Graz,6.79,1.0,0.0,26.0,10.0,0.0,,5.596666666666667
Rzeszow,5.0,0.0,5.0,20.0,10.0,0.01,,5.003333333333333
Jaipur,4.87,0.0,7.0,26.0,10.0,0.02,,4.963333333333334
Cologne,6.91,3.0,0.0,41.0,0.06,0.0,0.55,1.88
Mazatlan,6.85,5.0,0.0,91.0,0.2,0.0,,2.35
Minsk,6.79,1.0,0.0,26.0,10.0,0.01,9.64,6.61
Goa,4.87,0.0,7.0,26.0,10.0,0.02,0.05,3.7350000000000003
Santander,6.92,2.0,0.0,26.0,0.0,0.01,0.05,1.7449999999999999
Palma De Mallorca,6.48,2.0,3.0,72.0,0.1,0.01,0.21,1.7
Trichy,4.87,0.0,7.0,26.0,10.0,0.01,2.85,4.4325
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,7.0,26.0,10.0,0.01,0.43,3.8275
Jieyang Chaoshan,6.71,1.0,0.0,74.0,,,,6.71
Penang,6.67,0.0,0.0,21.0,3.12,0.02,0.62,2.6074999999999995
Everrich Downtown Kinmen,5.89,0.0,5.0,43.0,0.02,,0.15,2.02
Ciampino Airport,5.83,1.0,5.0,36.0,0.2,0.01,,2.013333333333333
Roland Garros,6.67,2.0,1.0,31.0,1.03,0.03,0.32,2.0125
A Coruna,6.92,2.0,0.0,26.0,0.36,0.02,,2.433333333333333
Montpellier,6.88,1.0,0.0,16.0,,0.0,1.27,2.716666666666667
Stockholm Arlanda,6.92,2.0,0.0,26.0,10.0,0.0,0.38,4.325
Niamey,5.0,1.0,4.0,14.0,10.0,0.06,,5.0200000000000005
Tarbes - Lourdes,6.67,0.0,0.0,20.0,0.48,,0.64,2.5966666666666667
Karipur,4.87,0.0,7.0,26.0,10.0,0.01,9.2,6.02
Kutaisi,6.78,1.0,0.0,29.0,10.0,0.01,0.16,4.237500000000001
Samarkand,10.0,8.0,0.0,8.0,,,,10.0
Luxor,6.79,4.0,0.0,112.0,0.0,0.01,0.34,1.785
Sydney,6.67,0.0,0.0,21.0,10.0,0.0,0.03,4.175000000000001
Rotterdam,6.92,1.0,0.0,13.0,0.36,0.0,0.76,2.0100000000000002
Hamburg,6.82,3.0,0.0,64.0,10.0,0.0,0.41,4.3075
Beauvais,6.53,1.0,1.0,25.0,0.06,0.0,,2.1966666666666668
Acapulco,8.48,30.0,0.0,55.0,,,,8.48
Min Vody,6.75,1.0,0.0,40.0,0.06,0.02,0.02,1.7124999999999997
Siem Reap,7.16,14.0,0.0,95.0,,,,7.16
Queretaro,7.14,2.0,0.0,14.0,,0.0,0.54,2.56
Kos,6.72,1.0,0.0,60.0,0.5,0.01,0.18,1.8524999999999998
Shenzhen Bao'an,7.19,13.0,0.0,83.0,,,,7.19
Pula,8.89,2.0,0.0,3.0,,,,8.89
Kyiv,7.5,11.0,0.0,44.0,,,,7.5
Sandefjord-Torp,6.05,1.0,3.0,27.0,10.0,0.0,5.33,5.345000000000001
Kristiansand,7.6,9.0,0.0,32.0,,,,7.6
Lisbon,6.86,3.0,0.0,53.0,0.14,0.0,0.11,1.7775
Vilnius,6.94,1.0,0.0,12.0,10.0,0.0,,5.646666666666667
Soekarno Hatta,6.85,3.0,0.0,54.0,0.32,0.0,0.09,1.815
Venice,6.78,2.0,0.0,60.0,0.56,0.0,0.06,1.8499999999999999
La Palma,5.96,3.0,8.0,61.0,0.08,0.01,0.06,1.5274999999999999
Torino,5.78,0.0,2.0,15.0,10.0,0.0,0.15,3.9825000000000004
Kilimanjaro,6.75,3.0,1.0,41.0,0.03,0.02,,2.2666666666666666
Fuzhou Changle,6.02,0.0,9.0,93.0,0.21,0.04,0.08,1.5875
Volgograd,6.88,2.0,0.0,32.0,0.29,0.06,0.4,1.9075
Lusaka,6.92,1.0,0.0,13.0,10.0,0.01,1.27,4.550000000000001
Conakry,9.17,9.0,0.0,12.0,,,,9.17
Sihanoukville,6.72,1.0,0.0,59.0,0.06,0.01,,2.263333333333333
Sfax,6.12,3.0,5.0,43.0,0.01,0.03,0.06,1.555
Taiyuan Wusu,6.71,1.0,0.0,80.0,0.71,0.13,0.55,2.025
Odessa,7.62,6.0,0.0,21.0,,,,7.62
Makhachkala,6.94,1.0,0.0,12.0,10.0,0.02,0.14,4.275
Banja Luka,6.67,2.0,1.0,22.0,1.15,,,3.91
Chambery,6.86,1.0,0.0,17.0,0.3,,,3.58
Helsinki-Vantaa,7.04,1.0,0.0,9.0,,0.0,,3.52
Rabil,6.09,2.0,5.0,46.0,0.85,0.01,5.51,3.1149999999999998
Kinshasa,6.92,1.0,0.0,13.0,,0.0,,3.46
Moi,8.89,8.0,0.0,12.0,,,,8.89
Quito,6.86,4.0,0.0,70.0,0.0,0.0,0.23,1.7725000000000002
Tozeur,6.36,1.0,2.0,33.0,0.24,,,3.3000000000000003
Mendoza,6.85,1.0,0.0,18.0,,2.03,,4.4399999999999995
Faroe Islands,6.67,0.0,0.0,16.0,10.0,,7.36,8.01
Bandaranaike,5.1,0.0,8.0,34.0,10.0,0.01,2.46,4.3925
Riga,6.9,1.0,0.0,14.0,10.0,0.0,0.12,4.255
Khabarovsk,7.67,6.0,0.0,20.0,,,,7.67
Norwich,6.82,2.0,0.0,44.0,0.03,0.02,1.5,2.0925000000000002
Togo,5.83,1.0,3.0,20.0,10.0,0.0,0.3,4.0325
Dortmund,6.77,1.0,0.0,32.0,10.0,0.0,0.48,4.3125
Ras El Khaymah,6.8,2.0,0.0,50.0,10.0,0.01,0.11,4.23
Nantes,6.6,3.0,2.0,51.0,0.83,0.0,0.12,1.8875
Kralendijk (Bonaire),6.79,1.0,0.0,26.0,10.0,0.01,,5.6000000000000005
Chisinau,7.76,17.0,0.0,52.0,,,,7.76
La Paz Manuel Marquez de Leon,6.84,2.0,0.0,39.0,4.0,,0.67,3.8366666666666664
Jerez De La Frontera,6.91,3.0,0.0,41.0,0.11,0.01,0.14,1.7925
Buenos Aires Aeroparque,6.91,3.0,0.0,41.0,,0.17,,3.54
Trondheim,6.79,2.0,0.0,56.0,10.0,0.0,2.78,4.8925
Lucknow,4.87,0.0,7.0,26.0,10.0,0.02,0.23,3.7800000000000002
Vienna,6.77,1.0,0.0,31.0,10.0,0.0,0.13,4.225
Santa Cruz Viru Viru,10.0,8.0,0.0,8.0,,,,10.0
Kyiv - Zhulyany,7.72,13.0,0.0,41.0,,,,7.72
Beira,8.75,5.0,0.0,8.0,,,,8.75
Nouakchott,6.9,3.0,0.0,42.0,6.4,0.03,,4.443333333333333
Samos,6.76,1.0,0.0,34.0,0.16,0.02,0.3,1.8099999999999998
Kharkiv,7.78,5.0,0.0,15.0,,,,7.78
London Heathrow,6.55,3.0,3.0,83.0,0.01,0.01,0.19,1.69
Skiathos,6.67,0.0,0.0,33.0,0.94,,,3.8049999999999997
Jersey,6.67,0.0,0.0,30.0,0.0,0.02,0.07,1.69
Umea,7.08,1.0,0.0,8.0,,,1.0,4.04
Lviv,7.36,15.0,0.0,72.0,,,,7.36
Providenciales (Turks and Caicos),7.5,1.0,0.0,4.0,,,,7.5
Belgorod,7.78,3.0,0.0,9.0,,,,7.78
Basrah,6.81,1.0,0.0,24.0,10.0,0.01,,5.6066666666666665
Yancheng Nanyang,6.73,1.0,0.0,54.0,0.97,1.76,,3.1533333333333338
Karpathos,5.76,1.0,2.0,11.0,0.0,,,2.88
Verona,6.83,2.0,0.0,41.0,0.48,0.0,,2.436666666666667
Eskisehir Airport,6.87,5.0,0.0,81.0,0.03,,0.31,2.4033333333333333
Voronezh,7.85,11.0,0.0,31.0,,,,7.85
Samara,6.67,0.0,0.0,13.0,10.0,0.02,,5.5633333333333335
Buenos Aires - Ezeiza,6.84,3.0,0.0,57.0,,0.0,0.31,2.3833333333333333
Aarhus,6.67,0.0,0.0,15.0,10.0,0.0,,5.5566666666666675
Sierra Leone,5.42,1.0,2.0,8.0,,0.01,1.66,2.3633333333333333
Bari,5.78,0.0,2.0,15.0,10.0,0.0,0.24,4.005
Edinburgh,6.47,0.0,2.0,69.0,0.01,0.01,0.02,1.6274999999999997
Eindhoven,6.88,1.0,0.0,16.0,0.36,0.0,,2.4133333333333336
Abuja,6.28,3.0,4.0,43.0,0.1,0.01,0.26,1.6624999999999999
Astrakhan,6.9,3.0,0.0,43.0,6.0,1.84,0.18,3.73
Anna,4.87,0.0,7.0,26.0,10.0,0.0,,4.956666666666667
Baghdad,6.78,1.0,0.0,29.0,10.0,0.01,,5.596666666666668
Dublin,5.83,0.0,3.0,24.0,0.0,0.0,0.35,1.545
Nis,6.53,1.0,1.0,25.0,0.53,,,3.5300000000000002
Cam Ranh,6.22,0.0,2.0,30.0,2.76,0.15,0.08,2.3025
Brisbane,6.67,0.0,0.0,20.0,10.0,0.0,,5.5566666666666675
Luanda,6.9,1.0,0.0,14.0,,0.0,,3.45
Madeira,6.67,2.0,1.0,24.0,0.0,0.01,0.63,1.8275
Bilbao,6.84,3.0,0.0,58.0,0.02,0.01,0.07,1.7349999999999999
Kuala Lumpur,6.52,2.0,2.0,47.0,0.05,0.01,,2.193333333333333
Erfurt,10.0,7.0,0.0,7.0,,,,10.0
Granada,5.76,1.0,2.0,11.0,0.36,0.02,0.04,1.545
Warsaw-Modlin,6.92,2.0,0.0,26.0,4.74,0.0,1.94,3.4
Sarajevo,4.91,0.0,5.0,19.0,10.0,0.01,1.3,4.055
Wroclaw,5.17,1.0,5.0,20.0,10.0,0.0,,5.056666666666667
Zanzibar,5.44,1.0,4.0,19.0,,0.01,,2.725
Okayama,6.44,0.0,1.0,29.0,1.88,3.78,9.2,5.324999999999999
Bamako,6.89,1.0,0.0,15.0,10.0,0.01,,5.633333333333334
Tashkent,5.6,2.0,5.0,25.0,0.62,0.0,0.19,1.6025
Liberia,5.24,1.0,2.0,7.0,10.0,0.0,0.05,3.8225000000000002
Cork,5.67,0.0,3.0,20.0,0.0,0.0,0.08,1.4375
Lubumbashi,7.14,1.0,0.0,7.0,,0.49,0.07,2.566666666666667
Ramon,10.0,15.0,0.0,15.0,,,,10.0
Kavala,5.52,1.0,6.0,32.0,0.16,,1.63,2.4366666666666665
Munster-Osnabruck,4.9,1.0,5.0,17.0,,0.0,0.63,1.8433333333333335
Radom,5.56,1.0,2.0,9.0,10.0,0.0,,5.1866666666666665
Brussels,6.67,2.0,1.0,23.0,10.0,0.0,0.23,4.2250000000000005
Memmingen,10.0,4.0,0.0,4.0,,,,10.0
Entebbe,4.8,0.0,7.0,25.0,10.0,0.01,0.16,3.7425
Bridgetown,6.76,1.0,0.0,34.0,10.0,0.0,0.34,4.2749999999999995
Maputo,9.17,9.0,0.0,12.0,,,,9.17
Mitilini,6.77,1.0,0.0,33.0,0.94,0.02,,2.576666666666666
Shymkent,7.92,9.0,0.0,24.0,,,,7.92
Guernsey,5.56,1.0,2.0,9.0,10.0,0.02,2.71,4.5725
Ufa,7.62,8.0,0.0,28.0,,,,7.62
Alesund,8.97,9.0,0.0,13.0,,,,8.97
Hrabrovo,7.62,10.0,0.0,35.0,,,,7.62
Vladivostok,9.67,9.0,0.0,10.0,,,,9.67
Coolangatta,8.33,3.0,0.0,6.0,,,,8.33
Tuzla,4.91,0.0,5.0,19.0,10.0,,0.0,4.97
Yangon,5.77,1.0,4.0,26.0,0.11,0.05,1.11,1.76
Tulear,6.97,1.0,0.0,11.0,,,,6.97
Ioannina,6.98,2.0,0.0,21.0,3.33,,0.28,3.53
Paderborn,6.82,2.0,0.0,44.0,0.53,0.0,1.26,2.1525000000000003
Hatay Airport,9.52,12.0,0.0,14.0,,,,9.52
Nairobi,6.67,0.0,0.0,10.0,10.0,1.87,0.24,4.695
Bangui,8.33,2.0,0.0,4.0,,,,8.33
Yingsheng,10.0,10.0,0.0,10.0,,,,10.0
San Jose,5.24,1.0,2.0,7.0,10.0,0.0,,5.08
Djibouti,5.0,1.0,2.0,6.0,,0.01,,2.505
Nanjing Lukou,5.42,1.0,2.0,8.0,0.3,0.04,0.2,1.49
Pamandzi,4.85,0.0,3.0,11.0,10.0,0.03,,4.96
Hebei,5.15,1.0,3.0,11.0,,0.37,0.3,1.9400000000000002
Takamatsu,5.0,0.0,3.0,12.0,10.0,0.38,9.31,6.1725
Budapest,8.33,2.0,0.0,4.0,,,,8.33
Queenstown,4.44,0.0,2.0,6.0,10.0,0.02,,4.82
Quanzhou,6.25,1.0,1.0,8.0,,0.13,0.21,2.1966666666666668
Nykoping,6.67,2.0,1.0,5.0,10.0,0.01,0.41,4.272500000000001
Orebro,7.78,1.0,0.0,3.0,10.0,,0.67,6.150000000000001
Zagreb,6.11,1.0,1.0,6.0,2.5,0.0,1.97,2.645
Lulea,7.33,1.0,0.0,5.0,,0.01,,3.67
Karlsruhe Baden-Baden,10.0,4.0,0.0,4.0,,,,10.0
Dushanbe,7.86,5.0,0.0,14.0,,,,7.86
Windhoek,6.67,0.0,0.0,17.0,10.0,0.01,,5.560000000000001
Kaunas,6.94,1.0,0.0,12.0,10.0,0.0,0.64,4.3950000000000005
Genoa,5.76,1.0,2.0,11.0,2.5,0.01,,2.7566666666666664
Vigo,6.86,1.0,0.0,17.0,0.06,0.02,1.27,2.0524999999999998
Guiyang Longdongbao,7.78,1.0,0.0,3.0,,0.41,0.11,2.766666666666666
Wellington,8.57,4.0,0.0,7.0,,,,8.57
Iwate,6.67,0.0,0.0,3.0,10.0,2.23,0.01,4.727500000000001
Bologna,5.78,0.0,2.0,15.0,10.0,0.0,0.17,3.9875000000000003
Kigali,4.89,0.0,4.0,15.0,10.0,0.01,0.08,3.745
Auckland,4.44,0.0,3.0,9.0,10.0,0.01,0.06,3.6275000000000004
Mandalay,5.42,1.0,2.0,8.0,,2.62,,4.02
Brno,4.44,0.0,3.0,9.0,10.0,0.01,1.26,3.9275
Podgorica,5.56,1.0,1.0,3.0,,0.0,0.16,1.9066666666666665
Shizuoka,5.83,0.0,1.0,8.0,10.0,2.92,0.1,4.7125
Harare,10.0,3.0,0.0,3.0,,,,10.0
Gothenburg,6.67,0.0,0.0,4.0,,0.0,0.02,2.23
Zadar,8.89,2.0,0.0,3.0,,,,8.89
Mombasa,9.0,7.0,0.0,10.0,,,,9.0
Dnipropetrovsk,8.0,2.0,0.0,5.0,,,,8.0
La Paz El Alto,10.0,5.0,0.0,5.0,,,,10.0
Yaounde,8.15,4.0,0.0,9.0,,,,8.15
Kagoshima,5.71,0.0,1.0,7.0,8.44,0.26,9.19,5.8999999999999995
Gibraltar,5.33,0.0,3.0,15.0,10.0,0.02,9.64,6.2475000000000005
Dubrovnik,7.78,1.0,0.0,3.0,10.0,0.0,0.07,4.4625
Gaborone,7.78,1.0,0.0,3.0,,1.15,0.1,3.01
Montevideo,6.67,0.0,0.0,10.0,,0.02,4.03,3.573333333333333
Manila - Ninoy Aquino,6.92,1.0,0.0,13.0,,0.0,0.29,2.4033333333333333
Split,7.78,1.0,0.0,3.0,10.0,0.0,0.22,4.5
Aktau,10.0,7.0,0.0,7.0,,,,10.0
Kalibo,7.78,1.0,0.0,3.0,,2.56,0.11,3.483333333333333
Cairns,7.08,1.0,0.0,8.0,10.0,0.02,1.63,4.682499999999999
Adelaide,6.19,1.0,1.0,7.0,10.0,0.01,0.04,4.0600000000000005
Punta del Este,3.33,1.0,1.0,1.0,,,,3.33
Fukushima,6.67,0.0,0.0,3.0,10.0,2.36,7.51,6.635
Mactan,6.67,0.0,0.0,3.0,,,,6.67
Islamabad,3.33,1.0,1.0,1.0,,,,3.33
Zhukovsky,,,,,10.0,,,10.0
Daegu (downtown),,,,,0.16,,,0.16
Cartagena de Indias,,,,,10.0,,,10.0
Busan - Kimhae (downtown),,,,,0.12,,,0.12
Seoul (downtown),,,,,0.47,,,0.47
Tokyo - Shinjuku,,,,,10.0,,,10.0
Jeju (downtown),,,,,0.2,,,0.2
Danang Downtown Shop,,,,,2.76,,,2.76
